VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
BAGHMARE,1532,7,1,9,36,10
BELA,873,18,3,957,199,5
BIJAURI,2649,135,92,8,49,49
CHAULAHI,1928,850,888,599,8,18
DHANAURI,1740,18,3,8,161,3
DHARNA,1464,4,2,65,17,10
DHIKPUR,2109,13,24,16,218,8
DURUWA,2463,20,4,10,226,12
GADHAWA,711,144,58,1245,10,8
GANGAPRASPUR,399,116,17,1492,5,2
GOBARDIYA,659,83,7,2072,4,48
GOLTAKURI,1057,4,0,32,23,3
HALWAR,2092,35,26,14,9,11
HANSIPUR,757,3,1,706,2,18
HAPUR,2893,12,7,63,1,10
HEKULI,1583,27,3,3,185,16
KABHRE,1349,3,0,117,0,4
KOILABAS,76,14,0,97,0,0
LALMATIYA,1492,688,506,1691,6,92
LAXMIPUR,2702,50,31,102,40,7
LOHARPANI,1019,6,3,76,1,11
MANPUR,2766,131,37,28,100,26
NARAYANPUR,2916,176,412,10,42,21
PANCHAKULE,1727,7,9,49,19,11
PAWAN NAGAR,1837,34,1,21,2,3
PHULBARI,1090,12,1,21,90,13
PURANDHARA,2813,28,21,656,576,29
RAJPUR,939,6,4,1439,13,17
RAMPUR,2525,17,21,91,24,20
SAIDHA,1273,6,0,44,1,14
SATBARIYA,1205,89,12,1176,3,16
SAUDIYAR,2335,22,22,56,12,6
SHANTINAGAR,1340,26,5,6,422,1
SHREEGAUN,1370,5,5,2,136,1
SISAHANIYA,848,561,80,1755,9,6
SONPUR,1403,227,114,865,2,29
SYUJA,949,2,0,11,10,3
TARIGAUN,1825,155,48,45,221,5
GHORAHI MUNICIPALITY,7734,3546,3872,209,9,115
TULSIPUR MUNICIPALITY,5859,2868,3200,83,70,134
URAHARI,1978,34,34,10,543,14
TOTAL,76279,10202,9574,15959,3504,829
