VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BAGHMARE,6968,3262,3706,4299,2237,2062,166,79,87,2484,937,1547,19,9,10,61.69632606199771,68.57755977927653,55.63950350782515
BELA,9917,4718,5199,5782,3207,2575,350,181,169,3780,1329,2451,5,1,4,58.303922557224965,67.97371767698178,49.528755529909596
BIJAURI,12536,5882,6654,8762,4609,4153,223,100,123,3548,1172,2376,3,1,2,69.89470325462668,78.35770146208773,62.41358581304478
CHAULAHI,19017,9048,9969,14073,7360,6713,400,183,217,4528,1499,3029,16,6,10,74.00220855024452,81.34394341290893,67.3387501253887
DHANAURI,8532,3919,4613,5934,3065,2869,104,51,53,2492,803,1689,2,0,2,69.54992967651195,78.20872671599898,62.1938001300672
DHARNA,6126,2712,3414,4146,2127,2019,250,104,146,1727,480,1247,3,1,2,67.67874632713027,78.429203539823,59.13884007029877
DHIKPUR,9993,4462,5531,6742,3477,3265,289,141,148,2960,843,2117,2,1,1,67.46722705894126,77.92469744509188,59.03091665160007
DURUWA,11755,5335,6420,7993,4162,3831,202,87,115,3560,1086,2474,0,0,0,67.99659719268396,78.01312089971884,59.67289719626169
GADHAWA,10379,4829,5550,6523,3419,3104,164,68,96,3682,1335,2347,10,7,3,62.84805857982465,70.80140815903914,55.927927927927925
GANGAPRASPUR,9930,4838,5092,5920,3211,2709,130,71,59,3877,1556,2321,3,0,3,59.617321248741185,66.37040099214552,53.20109976433621
GOBARDIYA,13752,6522,7230,9056,4832,4224,348,177,171,4340,1510,2830,8,3,5,65.85223967422921,74.08770315854034,58.42323651452283
GOLTAKURI,4785,2151,2634,3322,1691,1631,70,29,41,1381,426,955,12,5,7,69.42528735632185,78.61459786145979,61.92103264996204
HALWAR,9143,4106,5037,6735,3406,3329,178,69,109,2225,629,1596,5,2,3,73.66291151700754,82.95177788602047,66.09092713917015
HANSIPUR,7184,3421,3763,3762,2130,1632,132,72,60,3282,1217,2065,8,2,6,52.36636971046771,62.26249634609763,43.369651873505184
HAPUR,12045,5262,6783,7912,3890,4022,263,126,137,3862,1245,2617,8,1,7,65.68700705687007,73.92626377803117,59.2952970661949
