VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
ARCHHANI,380,0,25,9,217,23,1,2
BHAGAWATI TOL,319,0,0,22,205,74,0,1
BHOOR,773,0,1,27,220,109,0,1
DAHA,298,0,6,91,390,54,19,5
DANDAGAUN,795,6,5,57,226,140,21,3
DASERA,1006,2,30,111,267,7,1,8
DHIME,715,2,1,16,523,44,0,10
GARKHAKOT,265,5,12,19,606,75,1,6
JAGATIPUR,482,1,0,393,325,233,5,2
JHAPRA,569,0,0,28,372,13,1,3
JUNGA THAPACHAUR,520,3,0,61,65,77,102,1
KARKIGAUN,655,0,3,31,356,97,0,1
KHAGENKOT,745,1,0,8,138,67,1,3
KHALANGA,1916,1,0,208,352,34,4,8
KORTRANG,214,0,1,46,213,61,15,2
LAHAI,518,0,0,44,483,65,0,2
MAJHAKOT,940,0,6,89,289,35,1,10
NAYAKWADA,598,0,0,79,365,3,0,0
PAINK,599,1,4,10,154,77,0,9
PAJARU,477,3,3,40,707,9,0,5
PUNAMA,968,2,1,51,400,66,0,7
RAGDA,620,0,0,19,95,36,0,2
RAMIDANDA,343,0,0,5,86,7,0,4
ROKAYAGAUN,193,0,0,34,333,4,6,2
SAKALA,369,0,0,62,573,22,1,4
SALMA,484,0,2,40,440,78,1,3
SIMA,619,0,5,5,261,48,0,1
SUWANAULI,320,0,4,24,164,3,0,1
TALEGAUN,148,4,4,61,290,36,0,0
THALA RAIKAR,209,2,1,13,537,5,17,4
TOTAL,17057,33,114,1703,9652,1602,197,110
