VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
ARCHHANI,655,0,0,0,0,0,0,2
BHAGAWATI TOL,618,1,0,0,1,0,0,1
BHOOR,1130,0,0,0,0,0,0,1
DAHA,850,0,0,2,5,0,0,6
DANDAGAUN,1222,0,2,7,15,2,1,4
DASERA,1419,0,0,1,2,0,2,8
DHIME,1300,0,0,1,0,0,0,10
GARKHAKOT,980,0,0,2,1,0,0,6
JAGATIPUR,1426,0,0,11,1,1,0,2
JHAPRA,981,1,0,1,0,0,0,3
JUNGA THAPACHAUR,817,0,0,9,2,0,0,1
KARKIGAUN,1138,0,0,1,2,0,0,2
KHAGENKOT,954,1,1,3,1,0,0,3
KHALANGA,2452,2,59,0,2,0,0,8
KORTRANG,547,0,0,1,2,0,0,2
LAHAI,1107,0,0,0,3,0,0,2
MAJHAKOT,1356,2,0,1,0,0,0,11
NAYAKWADA,1040,2,0,3,0,0,0,0
PAINK,839,1,1,2,2,0,0,9
PAJARU,1234,0,0,2,2,0,0,6
PUNAMA,1476,0,1,5,4,0,1,8
RAGDA,770,0,0,0,0,0,0,2
RAMIDANDA,441,0,0,0,0,0,0,4
ROKAYAGAUN,565,0,0,2,2,0,0,3
SAKALA,1023,1,0,1,2,0,0,4
SALMA,1039,3,2,0,1,0,0,3
SIMA,936,0,0,2,0,0,0,1
SUWANAULI,514,0,0,0,1,0,0,1
TALEGAUN,535,2,0,3,3,0,0,0
THALA RAIKAR,778,1,0,2,2,0,1,4
TOTAL,30142,17,66,62,56,3,5,117
