VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
ANDHERI NARAYANSTHAN,593,2,1,0,0,0,0,11
BAKSA,540,3,1,1,0,0,0,1
BALAKHU,830,1,0,1,0,0,0,3
BARNALU,685,3,5,0,0,0,0,1
BARUNESHWOR,794,10,1,1,2,0,0,1
BETINI,455,0,1,0,0,0,0,3
BHADAURE,562,0,0,0,0,0,0,1
BHUSSINGA,320,1,0,1,0,0,0,0
BIGUTAR,530,3,0,0,0,0,0,0
BILANDU,481,1,0,1,0,0,0,1
CHYANAM,617,0,1,0,0,0,0,1
DIYALE,503,3,0,3,0,0,2,3
FEDIGUTH,755,10,0,2,0,0,0,2
FULBARI,769,1,1,1,0,0,0,4
GAMNANGTAR,594,0,1,0,1,0,0,3
HARKAPUR,591,8,1,9,0,0,0,5
JANTARKHANI,385,0,0,2,0,0,0,1
JYAMIRE,536,3,0,0,1,0,0,5
KALIKADEVI,415,1,0,0,0,0,0,1
KHIGIKATI,349,0,0,0,0,0,0,3
KATUNJE,919,0,1,3,0,0,0,3
KETUKE,651,1,23,0,0,0,0,0
KHIJI CHANDESHWORI,275,0,0,0,0,0,0,0
KHIJIFALATE,700,0,0,2,0,0,3,1
KUIBHIR,408,0,0,0,0,0,0,1
KUNTADEVI,576,3,1,0,1,0,0,2
MADHAVPUR,488,6,1,1,0,0,0,4
MAMKHA,703,3,0,0,0,0,0,21
MANEBHANJYANG,602,1,11,0,0,0,0,9
MOLI,402,1,2,0,2,0,0,2
MULKHARKA,741,3,3,1,0,0,0,0
NARMEDESHWOR,320,1,0,1,0,0,0,0
OKHALDHUNGA,872,26,382,0,1,0,12,65
PALAPU,917,2,2,6,2,0,1,16
PALTE,719,0,0,0,0,0,0,0
POKALI,639,0,2,0,0,0,0,2
POKHARE,331,0,0,0,0,0,0,0
PRAPCHA,264,0,2,0,5,0,0,0
RAGADEEP,450,1,0,0,0,1,0,3
RAGANI,741,2,0,1,0,0,0,4
RANIBAN,400,0,1,1,1,0,0,1
RATMATA,444,1,0,0,1,0,0,1
RAWADOLU,335,0,0,0,0,0,0,2
RUMJATAR,729,3,16,0,1,0,0,2
SALLERI,416,1,0,0,1,0,0,1
SERNA,340,0,0,0,1,0,0,2
SHREECHAUR,576,0,1,2,1,0,0,1
SINGHADEVI,447,2,0,2,2,0,0,2
SISNERI,841,2,0,0,0,0,0,16
TALUWA,444,0,0,1,2,0,0,0
TARKERABARI,408,0,1,0,0,0,0,2
THAKLE,532,3,5,7,2,0,1,2
TOKSEL,545,8,28,4,1,0,0,2
THULACHHAP,726,3,4,3,0,0,1,6
UBU,708,11,0,3,1,0,0,2
YASAM,579,3,2,0,0,0,0,1
TOTAL,31492,137,501,60,29,1,20,226
