VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BHORLE,5060,2410,2650,2599,1373,1226,135,59,76,2319,977,1342,7,1,6,51.36363636363637,56.97095435684647,46.264150943396224
BRIDHIM,384,192,192,120,74,46,13,8,5,251,110,141,0,0,0,31.25,38.54166666666667,23.958333333333336
CHILIME,1235,606,629,548,281,267,47,30,17,639,295,344,1,0,1,44.37246963562753,46.36963696369637,42.4483306836248
DANDAGOUN,1996,940,1056,1230,656,574,32,20,12,734,264,470,0,0,0,61.62324649298597,69.7872340425532,54.35606060606061
DHUNCHE,2527,1361,1166,1675,1014,661,70,41,29,779,306,473,3,0,3,66.2841313810843,74.50404114621601,56.68953687821612
GATLANG,1591,791,800,830,474,356,54,25,29,705,292,413,2,0,2,52.16844751728472,59.92414664981036,44.5
GOLJUNG,894,433,461,417,222,195,16,10,6,460,201,259,1,0,1,46.644295302013425,51.27020785219399,42.299349240780906
HAKU,1942,933,1009,831,422,409,85,42,43,1025,469,556,1,0,1,42.790937178166836,45.230439442658096,40.53518334985134
DHAIBUNG,4588,2216,2372,2955,1568,1387,161,77,84,1466,570,896,6,1,5,64.40714908456843,70.7581227436823,58.473861720067454
LAHAREPOUWA,4189,1900,2289,2541,1323,1218,134,71,63,1510,506,1004,4,0,4,60.658868465027446,69.63157894736842,53.21100917431193
LANGTANG,377,179,198,109,80,29,21,15,6,247,84,163,0,0,0,28.912466843501328,44.6927374301676,14.646464646464647
RAMCHE,2076,988,1088,697,360,337,97,40,57,1268,584,684,14,4,10,33.57418111753372,36.43724696356275,30.974264705882355
SARAMTHALI,3547,1629,1918,1744,945,799,110,47,63,1692,637,1055,1,0,1,49.16831124894277,58.011049723756905,41.65797705943691
SYAFRU,2088,1069,1019,1321,790,531,7,4,3,759,275,484,1,0,1,63.26628352490421,73.90084190832555,52.10991167811579
THULOGOUN,1242,582,660,764,388,376,53,27,26,425,167,258,0,0,0,61.51368760064412,66.66666666666666,56.96969696969697
THUMAN,784,389,395,332,181,151,40,17,23,412,191,221,0,0,0,42.3469387755102,46.52956298200514,38.22784810126582
TIMURE,388,192,196,196,116,80,17,8,9,174,67,107,1,1,0,50.51546391752577,60.416666666666664,40.816326530612244
YARSA,3483,1786,1697,1180,708,472,58,39,19,2243,1038,1205,2,1,1,33.87884008039047,39.641657334826434,27.813789039481442
INSTITUTIONAL,1154,969,185,1108,931,177,6,6,0,40,32,8,0,0,0,96.01386481802426,96.07843137254902,95.67567567567568
