VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
BHORLE,148,1013,779,197,88,18,3,22,754,1,5,1,0,3,23
BRIDHIM,74,87,53,27,0,1,2,19,76,0,0,0,0,0,0
CHILIME,106,226,138,26,17,5,2,13,183,0,3,1,0,3,8
DANDAGOUN,136,334,242,107,10,9,3,16,237,1,1,0,0,3,9
DHUNCHE,54,654,375,391,325,73,41,122,559,14,40,4,0,22,6
GATLANG,218,177,84,24,0,4,0,9,130,1,0,0,0,0,5
GOLJUNG,110,158,106,62,9,2,3,1,97,1,3,0,0,0,1
HAKU,192,250,125,4,0,1,0,6,200,0,0,0,0,0,1
DHAIBUNG,105,987,710,453,295,42,9,96,779,1,21,7,0,22,17
LAHAREPOUWA,137,910,619,439,370,37,8,58,764,3,20,2,1,25,6
LANGTANG,68,83,68,29,4,0,0,13,10,0,0,0,0,0,1
RAMCHE,75,413,331,25,0,1,0,2,276,0,0,0,0,2,1
SARAMTHALI,172,636,494,115,13,12,3,20,415,0,0,4,0,0,13
SYAFRU,99,522,169,197,174,18,9,153,451,11,33,5,2,46,0
THULOGOUN,88,227,149,99,15,3,0,11,158,0,0,0,0,1,2
THUMAN,94,145,132,3,1,2,0,13,46,0,0,0,0,0,0
TIMURE,35,95,61,40,15,1,0,20,58,3,2,0,0,0,0
YARSA,288,526,450,33,0,2,0,3,271,0,0,0,0,0,6
