VDC/MUNICIPALITY,ELECTRICITY,KEROSENE,BIOGAS,SOLAR,OTHERS,NOT_STATED
AGINCHOK,203,349,0,299,20,2
BAIRENI,1918,772,0,70,22,13
BASERI,196,369,0,227,63,4
BENIGHAT,1639,351,0,35,94,4
BHUMESTHAN,1868,243,0,11,20,3
BUDHATHUM,666,145,0,24,30,1
CHAINPUR,902,358,0,110,143,1
CHHATREDEURALI,1575,76,0,1,0,3
DARKHA,638,372,0,95,7,9
DHOLA,807,164,1,5,16,5
DHUSSA,619,236,1,88,410,7
DHUWAKOT,713,278,0,70,1,1
GAJURI,1745,314,0,17,139,8
GOGANPANI,1092,34,1,1,0,5
GUMDI,146,429,2,471,59,2
JEEWANPUR,1817,95,0,3,1,4
JHARLANG,1,155,0,236,376,2
JOGIMARA,515,426,0,178,315,8
JYAMRUNG,696,495,1,372,85,4
KALLERI,1604,286,0,8,13,10
KATUNJE,360,514,1,545,1,4
KEWALPUR,1051,52,1,0,0,0
KHALTE,676,515,4,300,71,0
KHARI,316,316,0,341,76,2
KIRANCHOK,11,383,2,460,290,17
KUMPUR,1608,319,2,66,112,15
LAPA,502,7,0,324,11,9
MAHADEVSTHAN,388,217,0,98,538,2
MAIDI,733,545,2,653,228,6
MARPAK,165,322,0,322,36,4
MULPANI,673,65,0,9,0,2
MURALI BHANJYANG,1525,121,1,2,15,9
NALANG,1608,248,6,2,0,12
NAUBISE,2638,444,0,87,7,8
NILKANTHA,5052,168,2,2,11,20
PHULKHARKA,453,198,0,143,125,1
PIDA,844,602,1,240,521,6
REE GAUN,499,71,0,384,155,1
SALANG,749,240,0,90,57,4
SALYANKOT,95,690,0,298,32,8
SALYANTAR,292,646,7,730,109,7
SANGKOSH,1120,96,0,21,4,3
SATYADEVI,554,185,0,3,2,16
SEMJONG,495,252,0,73,26,1
SERTUNG,4,0,1,301,510,1
SUNAULA BAZAR,1140,341,1,40,8,0
TASARPU,773,312,0,8,5,0
THAKRE,2039,93,0,0,1,8
TIPLING,391,0,1,68,1,3
TRIPURESWOR,143,373,0,265,38,0
TOTAL,46257,14282,38,8196,4804,265
