VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
ARMAN,928,3,10,7,0,0,0
ARTHUNGE,1199,1910,14,13,1,3,42
BABIYACHAUR,744,51,16,2,1,0,5
BEGKHOLA,361,37,3,0,0,0,1
BARANJA,1125,3,8,2,0,0,0
BHAKIMLI,730,6,0,0,0,0,3
BIM,411,5,2,0,0,0,1
CHIMKHOLA,356,1,1,1,0,0,1
DAGNAM,284,2,2,0,0,0,1
DANA,451,21,3,6,1,2,0
DARWANG,704,113,80,0,0,1,6
DEVISTHAN,732,3,16,0,0,0,0
GHATAN,1008,73,3,3,0,46,4
DOWA,283,2,7,1,0,0,1
GURJA KHANI,197,1,6,4,0,0,0
HISTHAN MANDALI,482,7,1,0,0,1,1
JHIN,285,1,1,0,0,0,1
JYAMRUNGKOT,812,66,5,0,0,0,1
KUHUN,827,7,3,1,0,0,5
KUINEMANGALE,236,2,0,0,0,0,1
LULANG,309,1,7,3,0,0,1
MALKWANG,294,0,0,0,0,0,0
MARANG,394,4,5,4,0,3,6
MUDI,510,6,15,13,0,0,5
MUNA,549,3,6,0,0,0,5
NARCHYANG,427,16,0,0,0,0,13
NISKOT,446,0,14,2,1,0,5
OKHARBOT,495,1,6,1,0,0,1
PAKHAPANI,567,1,4,1,0,0,0
PATLEKHET,441,8,7,0,0,0,2
PULACHAUR,826,6,3,5,0,0,6
RAKHU BHAGAWATI,878,35,3,6,0,0,10
RAKHUPIPLE,969,30,9,2,0,2,3
RAMCHE,437,3,19,0,0,0,1
RATNECHAUR,607,13,0,2,0,0,0
ROOM,1230,2,15,1,0,0,6
SHIKHA,595,8,10,7,0,0,1
SINGA,723,52,9,0,0,0,0
TAKAM,868,2,1,4,0,0,3
BHURUNG TATOPANI,200,15,1,0,0,0,0
GHAR,600,32,29,10,0,0,6
TOTAL,24520,2552,344,101,4,58,148
