VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ARMAN,167,29,751,1,0,0,0,0
ARTHUNGE,25,722,734,1668,3,0,4,26
BABIYACHAUR,98,118,568,30,0,0,0,5
BEGKHOLA,21,110,266,4,0,0,0,1
BARANJA,133,17,987,0,1,0,0,0
BHAKIMLI,158,126,451,0,0,0,0,4
BIM,23,6,388,0,0,0,0,2
CHIMKHOLA,5,21,333,0,0,0,0,1
DAGNAM,6,8,274,0,0,0,0,1
DANA,82,150,245,5,0,0,2,0
DARWANG,115,115,606,57,5,0,0,6
DEVISTHAN,52,24,675,0,0,0,0,0
GHATAN,22,263,782,66,1,0,1,2
DOWA,3,35,254,1,0,0,0,1
GURJA KHANI,1,1,193,0,0,0,12,1
HISTHAN MANDALI,16,44,424,5,0,0,1,2
JHIN,1,17,262,0,0,0,7,1
JYAMRUNGKOT,71,471,335,7,0,0,0,0
KUHUN,57,22,757,1,0,0,0,6
KUINEMANGALE,4,0,233,1,0,0,0,1
LULANG,2,1,308,0,6,0,3,1
MALKWANG,3,2,289,0,0,0,0,0
MARANG,23,8,376,0,1,0,2,6
MUDI,64,6,462,0,0,0,8,9
MUNA,17,24,512,0,0,0,5,5
NARCHYANG,8,62,365,8,0,0,0,13
NISKOT,81,3,381,0,0,0,0,3
OKHARBOT,98,14,391,0,0,0,0,1
PAKHAPANI,5,9,558,0,0,0,1,0
PATLEKHET,13,28,416,0,0,0,0,1
PULACHAUR,23,206,611,2,0,0,1,3
RAKHU BHAGAWATI,7,87,828,1,0,0,0,9
RAKHUPIPLE,46,255,697,12,0,0,0,5
RAMCHE,27,60,351,0,21,0,0,1
RATNECHAUR,23,238,353,8,0,0,0,0
ROOM,48,6,1192,0,1,0,1,6
SHIKHA,14,56,544,3,0,0,3,1
SINGA,52,126,552,47,3,0,2,2
TAKAM,72,32,771,0,0,0,0,3
BHURUNG TATOPANI,8,109,94,5,0,0,0,0
GHAR,19,221,422,6,0,0,3,6
TOTAL,1713,3852,19991,1938,42,0,56,135
