VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
ARMAN,889,0,8,0,51,0,0,0
ARTHUNGE,685,38,2440,0,11,0,1,7
BABIYACHAUR,727,2,86,0,4,0,0,0
BEGKHOLA,386,0,14,1,0,0,0,1
BARANJA,1120,1,6,0,11,0,0,0
BHAKIMLI,737,0,0,0,0,0,0,2
BIM,413,0,4,0,0,0,0,2
CHIMKHOLA,355,1,2,0,1,0,1,0
DAGNAM,288,0,0,0,0,0,0,1
DANA,448,0,31,0,4,1,0,0
DARWANG,719,5,163,1,10,0,1,5
DEVISTHAN,739,1,7,2,2,0,0,0
GHATAN,1000,1,135,0,0,0,0,1
DOWA,294,0,0,0,0,0,0,0
GURJA KHANI,208,0,0,0,0,0,0,0
HISTHAN MANDALI,479,0,10,1,1,0,0,1
JHIN,284,2,1,0,0,0,0,1
JYAMRUNGKOT,832,1,48,1,0,0,2,0
KUHUN,834,1,4,1,2,0,0,1
KUINEMANGALE,237,0,1,0,0,0,0,1
LULANG,320,0,0,0,0,0,0,1
MALKWANG,292,2,0,0,0,0,0,0
MARANG,414,0,0,1,0,1,0,0
MUDI,547,1,0,0,0,0,0,1
MUNA,555,1,0,0,0,0,0,7
NARCHYANG,414,4,13,0,7,3,0,15
NISKOT,461,3,2,0,0,0,0,2
OKHARBOT,501,0,1,0,2,0,0,0
PAKHAPANI,573,0,0,0,0,0,0,0
PATLEKHET,445,1,11,0,0,0,0,1
PULACHAUR,837,1,4,2,1,1,0,0
RAKHU BHAGAWATI,894,0,32,0,1,0,0,5
RAKHUPIPLE,930,2,76,0,6,0,0,1
RAMCHE,456,1,2,1,0,0,0,0
RATNECHAUR,529,1,24,0,67,1,0,0
ROOM,1243,0,2,1,1,0,0,7
SHIKHA,606,3,11,0,0,0,0,1
SINGA,649,2,125,0,8,0,0,0
TAKAM,871,0,4,0,0,1,0,2
BHURUNG TATOPANI,163,1,52,0,0,0,0,0
GHAR,625,5,41,0,0,0,0,6
TOTAL,23999,81,3360,12,190,8,5,72
