VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
AANPTAR,739,65,38,1,0,15,0,4
BALAMTA,442,11,9,1,0,9,0,0
BARAHA,516,11,0,0,0,10,0,1
BARRE,793,16,32,0,0,2,1,7
BANSBOTE,421,4,1,1,0,1,0,3
BASHAHA,482,1311,411,21,6,0,1,8
BELTAR,304,2485,158,169,4,0,3,5
BHUTTAR,571,23,20,0,0,5,0,16
CHAUDANDI,470,275,2,1,1,0,1,6
DUMRE,449,3,3,13,0,0,0,3
HADIYA,539,1515,288,5,2,0,5,1
HARDENI,463,46,189,0,1,1,1,5
INAME,556,21,5,0,0,0,0,5
JALPACHILAUNE,400,214,188,5,0,0,0,0
JANTE,384,9,3,0,0,15,1,0
JOGIDAHA,269,629,514,6,3,0,28,2
KATARI,312,314,2846,569,42,3,42,50
KATUNJE BABALA,646,404,3,1,6,0,0,5
KHANBU,501,213,54,8,3,0,3,0
LAPHAGAUN,426,12,107,0,0,0,16,1
LEKHANI,440,114,13,6,0,0,107,6
LEKHGAUN,464,11,0,0,0,2,0,3
LIMPATAR,436,17,51,0,0,0,0,0
MAINAMAINI,625,345,0,0,0,0,0,1
NAMETAR,382,19,1,0,1,8,0,5
OKHALE,493,4,2,0,0,0,0,8
PACHCHAWATI,970,99,889,1,7,0,2,5
POKHARI,557,78,14,1,0,0,0,6
RAUTA,841,268,384,8,1,3,26,4
RISKU,341,82,1319,6,7,0,26,7
RUPATAR,642,24,10,2,0,0,0,5
SAUNE,291,181,38,1,3,0,2,2
SHORUNG CHHABISE,638,43,26,2,0,1,0,8
SIDDHIPUR,303,441,23,6,3,0,1,2
SIRISE,593,11,179,0,2,0,0,10
SUNDARPUR,352,777,106,10,15,0,1,0
TAMLICHHA,457,2,1,0,0,1,0,2
TAPESWORI,703,1354,114,24,3,0,1,7
TAWASHREE,872,110,165,2,1,0,0,4
THANAGAU,432,7,3,1,0,1,0,2
THOKSILA,1460,3124,65,4,20,0,1,14
TRIBENI,282,172,1347,32,4,0,6,21
TRIYUGA MUNICIPALITY,1445,3930,7441,2866,36,4,91,113
VALAYADANDA,1106,103,497,0,6,0,8,10
MAYANKHU,428,15,28,5,0,1,0,1
TOTAL,25236,18912,17587,3778,177,82,374,368
