VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BHELHI,4020,2129,1891,1739,1141,598,182,90,92,2098,898,1200,1,0,1,43.25870646766169,53.593236261155475,31.623479640401904
MALANGAWA MUNICIPALITY,22523,11559,10964,14913,8748,6165,404,212,192,7181,2587,4594,25,12,13,66.21231629889446,75.68128730859071,56.229478292593946
MANPUR,7785,3999,3786,2465,1671,794,117,56,61,5196,2269,2927,7,3,4,31.66345536287733,41.785446361590395,20.97200211304807
MIRJAPUR,3959,2073,1886,1410,925,485,29,17,12,2520,1131,1389,0,0,0,35.61505430664309,44.62132175590931,25.715800636267232
MOHANPUR,5950,3052,2898,2286,1531,755,83,38,45,3581,1483,2098,0,0,0,38.42016806722689,50.16382699868939,26.052449965493444
MOTIPUR,3662,1877,1785,1148,729,419,97,49,48,2417,1099,1318,0,0,0,31.348989623156744,38.838572189664355,23.473389355742295
MURTIYA,8256,4089,4167,4929,2854,2075,91,51,40,3234,1183,2051,2,1,1,59.702034883720934,69.7970163854243,49.796016318694505
MUSAULI,4546,2281,2265,2225,1403,822,29,17,12,2292,861,1431,0,0,0,48.94412670479543,61.50811047786059,36.29139072847682
NARAYAN KHOLA,3819,1911,1908,1824,1100,724,105,59,46,1888,751,1137,2,1,1,47.76119402985074,57.56148613291471,37.9454926624738
NARAYANPUR,3072,1615,1457,1277,821,456,136,87,49,1659,707,952,0,0,0,41.56901041666667,50.835913312693506,31.297185998627313
NETRAGANJ,9184,4475,4709,5361,3061,2300,277,144,133,3537,1265,2272,9,5,4,58.37325783972126,68.40223463687151,48.84264174984073
NOUKAILAWA,11483,5944,5539,4056,2644,1412,520,255,265,6904,3043,3861,3,2,1,35.321780022642166,44.48183041722746,25.491966058855386
PARSA,5539,2867,2672,2055,1373,682,157,70,87,3327,1424,1903,0,0,0,37.100559667810074,47.88978025810952,25.523952095808383
PARWANIPUR,7812,3762,4050,4776,2613,2163,204,97,107,2828,1051,1777,4,1,3,61.136712749615974,69.45773524720893,53.407407407407405
PATTHARKOT,6705,3180,3525,4017,2252,1765,79,35,44,2608,892,1716,1,1,0,59.91051454138703,70.81761006289308,50.070921985815595
PIDARI,4855,2488,2367,2209,1381,828,161,82,79,2481,1023,1458,4,2,2,45.4994850669413,55.5064308681672,34.98098859315589
PIDARIYA,4381,2247,2134,1896,1276,620,41,18,23,2440,950,1490,4,3,1,43.27779045879936,56.78682688028482,29.053420805998126
PIPARIYA,6143,3172,2971,2274,1444,830,98,51,47,3768,1677,2091,3,0,3,37.01774377340062,45.523329129886505,27.936721642544597
RAJGHAT,9308,4417,4891,5878,3179,2699,229,112,117,3198,1125,2073,3,1,2,63.14997851310701,71.9719266470455,55.18298916377019
RAMBAN,4430,2309,2121,1864,1196,668,209,96,113,2354,1016,1338,3,1,2,42.07674943566592,51.79731485491554,31.494578029231494
RAMNAGAR BAHUARWA,5901,3075,2826,2189,1465,724,80,41,39,3624,1566,2058,8,3,5,37.09540755804101,47.642276422764226,25.619249823071478
RANIGANJ,5036,2469,2567,3233,1837,1396,95,46,49,1706,586,1120,2,0,2,64.1977760127085,74.40259214256784,54.382547721075184
ROHUWA,2685,1401,1284,922,625,297,24,13,11,1739,763,976,0,0,0,34.33891992551211,44.610992148465385,23.130841121495326
SAKRAUL,4371,2300,2071,1323,856,467,178,81,97,2868,1362,1506,2,1,1,30.26767330130405,37.21739130434783,22.549492998551422
SALEMPUR,7217,3794,3423,2761,1816,945,160,92,68,4288,1881,2407,8,5,3,38.256893446030205,47.86505007907222,27.607361963190186
SANGRAMPUR,6595,3429,3166,2326,1594,732,218,107,111,4033,1722,2311,18,6,12,35.269143290371495,46.48585593467483,23.12065698041693
SANKARPUR,7865,3847,4018,3985,2323,1662,256,127,129,3605,1390,2215,19,7,12,50.66751430387794,60.38471536262022,41.363862618218015
SASAPUR,5799,2711,3088,3289,1791,1498,128,50,78,2380,870,1510,2,0,2,56.7166752888429,66.06418295831796,48.51036269430052
SHREEPUR,4174,2144,2030,1954,1336,618,174,91,83,2046,717,1329,0,0,0,46.8136080498323,62.31343283582089,30.443349753694584
SIKHAUNA,4247,2109,2138,1815,1093,722,59,31,28,2370,984,1386,3,1,2,42.736048975747586,51.825509720246565,33.769878391019645
SIMARA,7922,4165,3757,3541,2357,1184,626,331,295,3750,1475,2275,5,2,3,44.69830850795254,56.5906362545018,31.514506254990682
SISOTIYA,8516,4296,4220,3638,2266,1372,142,55,87,4734,1975,2759,2,0,2,42.71958666040395,52.74674115456238,32.51184834123223
SISOUT,7033,3626,3407,2808,1762,1046,190,88,102,4033,1776,2257,2,0,2,39.92606284658041,48.59349145063431,30.701496918109772
SAHODAWA,3521,1844,1677,1325,894,431,221,125,96,1973,824,1149,2,1,1,37.63135472877023,48.48156182212581,25.700655933214072
SUDAMA,3775,1926,1849,1953,1171,782,64,39,25,1758,716,1042,0,0,0,51.735099337748345,60.79958463136034,42.29313142239048
SUNDARPUR,6540,3375,3165,1998,1259,739,103,49,54,4438,2067,2371,1,0,1,30.550458715596328,37.303703703703704,23.34913112164297
SUNDARPUR CHOHARWA,9512,4768,4744,3702,2304,1398,149,76,73,5661,2388,3273,0,0,0,38.91925988225399,48.322147651006716,29.468802698145026
TRIBHUWAN NAGAR,3196,1579,1617,1566,943,623,39,21,18,1589,614,975,2,1,1,48.99874843554443,59.7213426219126,38.52813852813853
INSTITUTIONAL,393,325,68,384,322,62,1,0,1,8,3,5,0,0,0,97.70992366412213,99.07692307692308,91.17647058823529
