VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
ACHALGADH,0,619,0,0,0,0,10,13
ARNAHA,0,634,0,2,1,0,0,2
ATROULI,11,33,294,896,0,36,2,4
AURAHI,45,1070,5,28,2,0,0,7
BABARGANJ,23,2071,31,14,0,0,4,20
BAGDAHA,12,976,1,3,0,0,71,39
BAHADURPUR,0,350,0,0,0,0,0,12
BALARA,111,1251,5,14,0,0,17,46
BARA UDHORAN,2,897,2,2,0,0,0,11
BARAHATHAWA,507,2483,3,0,2,0,7,41
BASANTAPUR,235,1730,3,11,0,0,2,14
BATRAUL,224,517,1,4,0,0,24,8
BELA,2,662,1,8,0,1,93,6
BELHI,5,565,3,0,0,0,9,0
BELWA JABDI,5,840,0,0,0,0,19,7
BHADSAR,5,618,1,0,0,0,0,17
BHAGAWATIPUR,1,728,1,2,1,0,14,1
BHAKTIPUR,605,2107,3,195,39,5,29,1
BHAWANIPUR,3,533,0,3,1,0,19,5
BRAHMAPURI,39,1218,3,28,0,0,154,10
CHANDRA NAGAR,25,1218,3,12,0,0,195,5
CHHATAUL,4,981,2,0,0,1,0,6
CHHATONA,7,528,2,3,0,0,8,0
DHANAKAUL PACHHAWARI,2,598,0,0,1,1,20,30
DHANAKAUL PURBA,20,1288,2,0,0,0,1,5
DHANGADHA,13,956,2,2,0,0,162,5
DHUNGREKHOLA,288,987,64,1270,4,21,60,17
DHURKAULI,24,1749,3,17,1,1,12,6
DUMARIYA,11,793,0,0,3,0,5,1
FARAHADAWA,23,912,2,3,0,8,61,7
FULPARASI,3,579,0,0,0,0,1,4
GADAHIYABAIRI,20,980,0,85,0,0,2,8
GAMHARIYA,265,961,1,6,0,0,0,6
GODETA,488,526,1,4,0,0,13,41
GOURISHANKAR,561,1076,49,641,1,0,84,45
HAJARIYA,472,2230,0,8,4,0,54,46
HARAKTHAWA,11,893,0,0,0,0,1,10
HARIPUR,537,1504,3,32,1,0,134,20
HARIPURWA,342,1921,12,193,1,0,100,24
HARIYON,533,3375,25,31,1,3,22,44
HATHIYOL,71,1380,1,4,1,0,1,10
HEMPUR,10,1146,0,55,0,3,20,6
ISHWORPUR,618,2813,102,243,5,2,10,75
JABDI,15,1783,3,2,2,0,3,0
JAMUNIYA,3,1224,4,37,0,0,0,16
JANAKI NAGAR,22,1487,0,0,0,0,3,16
JINGADAWA,212,402,0,0,0,0,5,3
KABILASI,283,1480,9,28,1,0,53,28
KALINJOR,769,7,57,28,2,122,0,6
KARMAIYA,1337,37,89,160,56,92,4,19
KHIRWA,142,1688,1,18,0,0,12,15
KHORIYA,4,675,1,30,0,0,0,23
KHUTAUNA,55,603,2,0,0,0,105,1
KISANPUR,34,673,4,43,0,0,120,12
KAUDENA,101,1096,7,2,0,0,0,6
LALBANDI,292,2164,18,750,2,1,48,20
LAUKATH,122,993,0,4,1,0,0,9
LAXMIPUR KODRAHA,14,1419,0,7,0,1,2,17
LAXMIPUR SU.,9,802,1,1,0,0,66,9
MADHUBANGOTH,27,915,1,6,0,0,2,0
MADHUBANI,9,710,0,0,0,0,30,2
MAHINATHPUR,3,589,0,0,0,0,13,5
BHELHI,14,723,2,1,2,0,3,9
MALANGAWA MUNICIPALITY,667,3615,19,29,1,0,60,42
MANPUR,1,1280,1,7,1,0,53,9
MIRJAPUR,3,719,10,5,0,0,0,2
MOHANPUR,5,993,1,26,0,0,0,8
MOTIPUR,4,630,0,2,0,0,0,1
MURTIYA,252,1217,2,9,0,1,58,23
MUSAULI,8,790,3,7,1,0,19,5
NARAYAN KHOLA,74,1,0,297,19,313,0,7
NARAYANPUR,0,561,1,1,0,0,0,2
NETRAGANJ,197,1566,31,213,2,0,57,25
NOUKAILAWA,195,1709,1,0,1,1,0,44
PARSA,279,689,1,1,0,0,0,22
PARWANIPUR,1177,0,19,400,29,52,1,18
PATTHARKOT,221,3,100,1152,8,19,4,9
PIDARI,236,670,0,0,0,0,0,11
PIDARIYA,25,775,2,43,2,0,2,2
PIPARIYA,42,1130,0,32,0,0,4,10
RAJGHAT,26,1325,80,574,2,0,8,25
RAMBAN,0,825,0,0,1,0,0,15
RAMNAGAR BAHUARWA,4,974,0,0,0,0,0,2
RANIGANJ,736,368,0,14,0,1,0,2
ROHUWA,3,512,2,0,1,0,0,2
SAKRAUL,3,728,0,3,1,0,0,14
SALEMPUR,237,820,15,32,101,0,37,5
SANGRAMPUR,688,456,1,12,0,0,1,5
SANKARPUR,37,1459,13,93,0,0,64,5
SASAPUR,8,576,147,472,0,0,7,36
SHREEPUR,2,728,1,2,0,0,14,11
SIKHAUNA,0,710,1,0,0,1,77,4
SIMARA,4,1161,2,8,0,0,115,75
SISOTIYA,188,1414,6,4,0,0,0,22
SISOUT,3,1235,2,1,1,1,21,19
SAHODAWA,2,607,0,23,0,0,2,9
SUDAMA,5,643,0,0,0,0,2,1
SUNDARPUR,557,519,1,1,1,0,0,7
SUNDARPUR CHOHARWA,4,1892,0,1,0,0,9,6
TRIBHUWAN NAGAR,87,485,0,1,0,4,0,1
TOTAL,15630,102551,1292,8401,307,691,2524,1407
