VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ARESH,466,4,234,0,1,0,0,11
BHABANG,250,4,537,2,0,0,0,6
MIRUL,221,10,64,1,196,0,0,2
BUDAGAUN,1090,96,58,0,0,0,0,6
DHAWANG,180,8,695,0,3,0,0,8
DUBRING,839,60,0,28,1,0,1,2
DUBIDANDA,781,86,3,4,0,1,0,8
ERIWANG,214,5,782,0,0,0,0,2
FAGAAM,84,4,469,0,0,0,0,5
GAAM,390,20,158,2,217,0,0,0
GAIRIGAUN,576,84,269,4,1,0,0,4
GAJUL,298,7,733,0,0,0,0,6
GHARTI GAUN,252,20,643,1,0,0,3,2
GHODAGAUN,517,146,16,0,0,0,0,6
GUMCHAL,126,1,520,1,0,0,0,2
HARJANG,135,13,267,0,0,0,0,9
JAILWANG,100,14,272,2,118,0,0,4
JAIMAKASALA,81,51,444,2,0,0,0,2
JANGKOT,409,18,164,2,1,0,0,5
JAULIPOKHARI,894,25,3,2,0,0,0,9
JEDWANG,688,33,13,1,0,0,0,2
JHENAM,1004,53,1,0,0,0,0,4
JINABANG,182,59,736,0,0,0,0,2
JUNGAR,699,46,267,4,1,0,0,2
KARETI,436,7,3,0,0,0,0,7
KHUMEL,237,7,394,7,0,0,0,3
KHUNGRI,545,163,190,7,0,0,0,5
KORCHABANG,321,9,409,1,0,0,1,6
KOTGAUN,578,63,250,2,2,0,0,0
KURELI,301,21,226,3,35,0,0,1
LIWANG,387,165,1597,395,2,1,0,60
MASINA,842,132,8,2,1,0,0,6
MIJHING,578,83,647,240,6,0,0,7
NUWAGAUN,753,94,26,0,0,0,0,7
PACHHABANG,452,17,337,0,0,0,0,17
PAKHAPANI,54,11,941,0,0,0,0,6
PANG,167,5,685,0,0,0,0,10
RANGKOT,313,14,325,1,0,0,0,0
RANGSI,295,8,647,0,0,0,0,2
RANK,69,6,932,1,1,0,0,4
SAKHI,559,46,6,2,0,0,0,2
SERAM,112,27,234,0,0,0,0,1
SIRPA,323,40,1024,0,1,0,0,5
SIURI,174,20,122,0,0,0,0,3
TALABANG,320,3,720,0,1,0,0,4
TEWANG,497,14,112,0,0,0,0,2
THABANG,40,12,321,4,556,0,0,4
UWA,103,22,478,0,126,0,2,10
BADACHAUR,304,10,744,3,0,0,0,7
HWAMA,361,6,409,0,0,0,0,8
WOT,269,16,547,0,0,0,0,0
TOTAL,19866,1888,19682,724,1270,2,7,296
