VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
AATHBISDANDAGAUN,742,43,639,4,5,2,1,4
AATHBISKOT,852,14,814,0,0,3,1,15
ARMA,304,32,381,0,0,0,0,3
BANFIKOT,786,155,121,1,0,0,0,12
BHALAKCHA,366,131,249,0,0,1,0,1
BIJAYASWORI,26,25,1672,18,0,162,2,17
CHHIWANG,705,109,320,0,0,0,1,3
CHAUKHAWANG,329,20,282,1,0,0,0,1
CHUNWANG,314,3,284,0,6,1,0,1
DULI,468,6,367,0,1,1,2,6
GARAYALA,413,19,681,0,0,1,2,0
GOTAMKOT,410,17,896,1,1,24,0,12
GHETMA,252,3,598,2,0,0,0,7
HUKAM,1,2,12,0,36,422,0,2
JANG,290,9,161,6,1,100,9,2
JHULA,520,96,68,0,0,0,0,2
KANDA,283,9,161,0,1,81,0,8
KANKRI,20,6,881,1,68,19,0,13
KHARA,404,166,537,1,1,0,0,4
KHOLAGAUN,68,6,1103,1,1,0,0,7
KOL,17,14,106,0,0,568,0,2
KOTJAHARI,53,29,959,0,0,7,0,10
MAGMA,613,28,447,0,0,0,0,6
MAHAT,194,11,708,2,16,0,1,5
MORAWANG,178,11,318,0,0,1,0,4
MURU,382,125,278,1,0,0,0,2
KHALANGA,927,1613,443,273,12,2,1,8
NUWAKOT,393,28,630,0,1,1,0,6
PIPAL,572,99,171,0,1,0,0,3
POKHARA,440,49,416,0,1,9,0,1
PURTIMKANDA,45,4,873,0,0,0,0,10
PWANG,63,1,250,0,0,40,0,5
PEUGHA,528,45,241,1,0,0,0,4
RANGSI,12,9,43,0,0,360,0,1
RANMAMAIKOT,5,3,12,2,6,736,0,10
RUGHA,458,137,203,0,0,0,0,7
SANKHA,760,69,259,1,1,0,0,2
SIMLI,266,33,734,1,0,0,0,10
SISNE,68,2,151,1,2,139,0,9
RUKUMKOT,580,111,636,3,3,0,0,9
SYALAKHADI,415,5,426,0,0,0,1,5
SYALAPAKHA,789,117,250,1,1,0,1,1
TAKSERA,5,12,342,0,12,301,229,1
TOTAL,15316,3426,19123,322,177,2981,251,241
