VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
AATHBISDANDAGAUN,1438,0,0,0,0,2
AATHBISKOT,1675,2,0,9,0,13
ARMA,714,3,0,0,0,3
BANFIKOT,1059,3,0,0,0,13
BHALAKCHA,743,0,0,4,0,1
BIJAYASWORI,1857,43,2,6,2,12
CHHIWANG,1134,1,0,0,1,2
CHAUKHAWANG,631,0,0,0,0,2
CHUNWANG,606,1,0,1,0,1
DULI,840,0,0,1,4,6
GARAYALA,1110,2,0,4,0,0
GOTAMKOT,1348,2,0,0,0,11
GHETMA,857,0,0,0,0,5
HUKAM,473,0,0,0,0,2
JANG,571,3,0,2,0,2
JHULA,671,8,0,6,0,1
KANDA,537,0,0,0,0,6
KANKRI,997,0,0,1,0,10
KHARA,1105,1,0,5,0,2
KHOLAGAUN,1173,5,0,1,0,7
KOL,702,1,1,1,0,2
KOTJAHARI,1051,0,0,4,0,3
MAGMA,1084,2,1,0,0,7
MAHAT,928,1,0,5,0,3
MORAWANG,507,0,0,1,0,4
MURU,770,0,0,15,0,3
KHALANGA,2859,270,114,30,1,5
NUWAKOT,1050,2,0,1,0,6
PIPAL,842,1,0,0,0,3
POKHARA,915,0,0,0,0,1
PURTIMKANDA,921,1,0,0,0,10
PWANG,354,0,0,0,0,5
PEUGHA,812,0,1,1,0,5
RANGSI,424,0,0,0,0,1
RANMAMAIKOT,766,0,0,0,0,8
RUGHA,796,2,0,0,0,7
SANKHA,1089,1,0,0,0,2
SIMLI,1034,4,0,1,0,5
SISNE,353,0,1,4,1,13
RUKUMKOT,1296,1,2,33,1,9
SYALAKHADI,844,0,0,3,0,5
SYALAPAKHA,1150,5,0,3,1,1
TAKSERA,719,2,0,180,0,1
TOTAL,40805,367,122,322,11,210
