VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
AATHBISDANDAGAUN,6489,3190,3299,3930,2219,1711,139,41,98,2417,930,1487,3,0,3,60.564031437817846,69.56112852664576,51.86420127311307
AATHBISKOT,7515,3719,3796,4733,2696,2037,80,25,55,2695,994,1701,7,4,3,62.98070525615436,72.49260553912342,53.66174920969442
ARMA,3481,1707,1774,2081,1211,870,170,90,80,1230,406,824,0,0,0,59.781671933352484,70.94317516110135,49.04171364148816
BANFIKOT,4586,2145,2441,2990,1615,1375,108,49,59,1487,481,1006,1,0,1,65.1984300043611,75.29137529137529,56.329373207701764
BHALAKCHA,3321,1483,1838,2218,1114,1104,144,68,76,958,301,657,1,0,1,66.7871123155676,75.118004045853,60.06528835690968
BIJAYASWORI,8368,3968,4400,5585,3067,2518,157,69,88,2621,832,1789,5,0,5,66.74235181644359,77.29334677419355,57.22727272727273
CHHIWANG,5026,2359,2667,3598,1872,1726,101,54,47,1327,433,894,0,0,0,71.58774373259052,79.35565917761764,64.71691038620172
CHAUKHAWANG,2887,1304,1583,1737,893,844,53,27,26,1093,383,710,4,1,3,60.166262556286796,68.48159509202453,53.31648768161719
CHUNWANG,2757,1199,1558,1754,879,875,90,45,45,909,275,634,4,0,4,63.619876677548056,73.31109257714762,56.161745827984596
DULI,4141,1994,2147,2507,1379,1128,46,17,29,1588,598,990,0,0,0,60.54093214199469,69.15747241725175,52.53842571029344
GARAYALA,5218,2495,2723,3173,1720,1453,138,64,74,1893,705,1188,14,6,8,60.80873898045228,68.93787575150301,53.360264414248995
GOTAMKOT,6065,3093,2972,2944,1824,1120,180,65,115,2939,1202,1737,2,2,0,48.54080791426216,58.971871968962176,37.685060565275904
GHETMA,4234,2075,2159,2587,1426,1161,143,71,72,1502,577,925,2,1,1,61.100614076523385,68.72289156626506,53.77489578508568
HUKAM,1888,901,987,823,479,344,51,28,23,1014,394,620,0,0,0,43.59110169491525,53.163152053274146,34.853090172239106
JANG,2879,1448,1431,1064,614,450,167,88,79,1648,746,902,0,0,0,36.95727683223342,42.40331491712707,31.446540880503143
JHULA,2932,1365,1567,1874,998,876,88,42,46,969,324,645,1,1,0,63.915416098226466,73.11355311355311,55.9029993618379
KANDA,2308,1044,1264,1063,607,456,78,37,41,1165,400,765,2,0,2,46.05719237435009,58.14176245210728,36.075949367088604
KANKRI,4130,1877,2253,2099,1183,916,171,93,78,1853,597,1256,7,4,3,50.823244552058114,63.026105487480024,40.656901908566354
KHARA,5482,2422,3060,3794,1827,1967,72,27,45,1616,568,1048,0,0,0,69.2083181320686,75.43352601156069,64.281045751634
KHOLAGAUN,5437,2644,2793,3542,1975,1567,252,108,144,1628,554,1074,15,7,8,65.14622034210042,74.69742813918305,56.10454708199069
KOL,2748,1213,1535,1341,713,628,14,5,9,1391,493,898,2,2,0,48.799126637554586,58.77988458367683,40.91205211726384
KOTJAHARI,4559,2062,2497,3020,1522,1498,52,24,28,1486,516,970,1,0,1,66.24259706075894,73.81183317167799,59.99199038846616
MAGMA,4899,2288,2611,2773,1502,1271,103,48,55,2023,738,1285,0,0,0,56.603388446621764,65.64685314685315,48.678667177326695
MAHAT,4091,1836,2255,2210,1195,1015,75,30,45,1805,611,1194,1,0,1,54.021021755072105,65.0871459694989,45.01108647450111
MORAWANG,2205,998,1207,1301,717,584,37,15,22,865,266,599,2,0,2,59.002267573696145,71.84368737474949,48.384424192212094
MURU,3485,1558,1927,2498,1225,1273,80,40,40,907,293,614,0,0,0,71.67862266857964,78.62644415917843,66.0612350804359
KHALANGA,12020,5790,6230,9522,5062,4460,102,34,68,2390,691,1699,6,3,3,79.21797004991681,87.426597582038,71.58908507223114
NUWAKOT,5053,2335,2718,3266,1696,1570,120,62,58,1667,577,1090,0,0,0,64.63487037403523,72.6338329764454,57.76306107431935
PIPAL,3598,1615,1983,2082,1081,1001,243,100,143,1273,434,839,0,0,0,57.865480822679274,66.93498452012385,50.47907211296017
POKHARA,3800,1760,2040,2192,1130,1062,209,108,101,1397,522,875,2,0,2,57.684210526315795,64.20454545454545,52.05882352941177
PURTIMKANDA,4443,2028,2415,2713,1431,1282,150,58,92,1580,539,1041,0,0,0,61.062345262210215,70.56213017751479,53.084886128364396
PWANG,1603,758,845,1156,614,542,10,4,6,437,140,297,0,0,0,72.11478477854024,81.00263852242745,64.14201183431952
PEUGHA,4027,1834,2193,2431,1234,1197,82,37,45,1510,560,950,4,3,1,60.3675192450956,67.2846237731734,54.58276333789329
RANGSI,1845,860,985,870,523,347,32,16,16,943,321,622,0,0,0,47.15447154471545,60.8139534883721,35.22842639593909
RANMAMAIKOT,3328,1643,1685,1591,908,683,82,41,41,1654,693,961,1,1,0,47.80649038461539,55.26475958612295,40.53412462908012
RUGHA,3772,1684,2088,2674,1326,1348,41,12,29,1057,346,711,0,0,0,70.89077412513257,78.74109263657957,64.55938697318008
SANKHA,4641,2073,2568,3046,1564,1482,133,69,64,1461,440,1021,1,0,1,65.63240680887739,75.44621321755909,57.71028037383178
SIMLI,4679,2139,2540,3150,1653,1497,260,93,167,1268,393,875,1,0,1,67.32207736695875,77.27910238429172,58.93700787401575
SISNE,1598,807,791,748,444,304,68,28,40,780,335,445,2,0,2,46.808510638297875,55.01858736059479,38.43236409608091
RUKUMKOT,5507,2558,2949,3607,1973,1634,125,50,75,1773,535,1238,2,0,2,65.4984565098965,77.130570758405,55.40861308918278
SYALAKHADI,3920,1888,2032,2229,1220,1009,36,18,18,1655,650,1005,0,0,0,56.86224489795918,64.61864406779661,49.65551181102362
SYALAPAKHA,4793,2197,2596,3121,1632,1489,139,45,94,1530,519,1011,3,1,2,65.11579386605466,74.28311333636778,57.357473035439135
TAKSERA,3230,1410,1820,1510,796,714,133,73,60,1584,540,1044,3,1,2,46.749226006191954,56.45390070921986,39.23076923076923
INSTITUTIONAL,1263,1189,74,1249,1177,72,8,8,0,6,4,2,0,0,0,98.89152810768013,98.99074852817493,97.2972972972973
