VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
AANGNA,43,23,20,897,472,425,562,248,314,248,127,121,201,114,87,26,15,11,17,13,4,2,2,0,0,0,0,101,57,44,14,8,6
AANGSARANG,166,89,77,1395,684,711,903,411,492,483,251,232,512,290,222,120,65,55,30,26,4,4,4,0,0,0,0,103,47,56,10,8,2
AARUBOTE,89,50,39,1011,519,492,546,235,311,278,148,130,207,95,112,60,32,28,16,11,5,2,2,0,0,0,0,87,46,41,14,5,9
AMARPUR,98,45,53,1854,969,885,996,455,541,540,275,265,404,172,232,104,57,47,37,28,9,8,8,0,0,0,0,64,41,23,9,5,4
BHARAPA,119,55,64,1780,923,857,1050,510,540,623,301,322,529,242,287,115,72,43,38,28,10,10,7,3,0,0,0,336,197,139,3,1,2
CHILINGDIN,79,40,39,817,425,392,586,301,285,348,173,175,291,129,162,73,37,36,20,14,6,1,1,0,0,0,0,160,91,69,0,0,0
CHOKMAGU,95,45,50,996,555,441,622,309,313,327,137,190,270,124,146,75,30,45,17,13,4,5,3,2,0,0,0,151,75,76,0,0,0
CHYANGTHAPU,20,12,8,708,364,344,369,189,180,199,96,103,133,72,61,46,26,20,8,8,0,3,3,0,0,0,0,71,36,35,3,2,1
DURDIMBA,68,37,31,892,483,409,452,211,241,296,167,129,75,33,42,30,13,17,15,12,3,0,0,0,0,0,0,66,45,21,3,3,0
EKTEEN,21,16,5,1452,755,697,882,421,461,496,255,241,352,155,197,130,68,62,37,30,7,8,8,0,0,0,0,171,103,68,1,0,1
EMBUNG,110,62,48,560,290,270,298,152,146,148,66,82,137,65,72,24,17,7,4,2,2,1,1,0,0,0,0,101,61,40,3,1,2
