VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BARIYARPUR,10088,5032,5056,4826,3005,1821,136,56,80,5125,1971,3154,1,0,1,47.83901665344965,59.71780604133545,36.01661392405063
BASATPUR,5959,3076,2883,2858,1831,1027,138,73,65,2963,1172,1791,0,0,0,47.96106729317,59.52535760728218,35.62261533125216
BATARA,3233,1660,1573,1750,1100,650,39,15,24,1440,544,896,4,1,3,54.12929167955459,66.26506024096386,41.32231404958678
BELDARI,4322,2253,2069,1410,940,470,126,62,64,2780,1248,1532,6,3,3,32.62378528459047,41.72214824678207,22.716288061865637
BENAULI,4483,2359,2124,2188,1453,735,82,44,38,2213,862,1351,0,0,0,48.806602721391926,61.59389571852479,34.6045197740113
BHAGWANPUR,4727,2447,2280,1351,909,442,147,61,86,3206,1466,1740,23,11,12,28.580495028559337,37.147527584797714,19.385964912280702
BHALUHI BHARBALIYA,5849,3092,2757,3173,2075,1098,184,90,94,2484,924,1560,8,3,5,54.248589502479064,67.10866752910736,39.82589771490751
BHARATGANJ SIGAUL,4882,2308,2574,2993,1607,1386,108,50,58,1778,649,1129,3,2,1,61.30684145841868,69.62738301559793,53.84615384615385
BHATAUDA,5666,2961,2705,2956,1971,985,185,89,96,2522,901,1621,3,0,3,52.1708436286622,66.56534954407294,36.41404805914972
BHODAHA,5993,3105,2888,2747,1801,946,169,95,74,3076,1209,1867,1,0,1,45.836809611213084,58.00322061191626,32.75623268698061
BISHRAMPUR,5380,2833,2547,2913,1920,993,176,85,91,2281,823,1458,10,5,5,54.1449814126394,67.7726791387222,38.98704358068316
BISHUNPUR,3742,1906,1836,1760,1119,641,226,112,114,1755,674,1081,1,1,0,47.033671833244256,58.7093389296957,34.91285403050109
BISHUNPURWA,4663,2347,2316,2353,1441,912,83,41,42,2222,861,1361,5,4,1,50.4610765601544,61.3975287601193,39.37823834196891
BUNIYAD,4896,2571,2325,2761,1829,932,49,29,20,2084,712,1372,2,1,1,56.39297385620915,71.13963438350837,40.086021505376344
CHHATA PIPRA,6387,3278,3109,3203,1991,1212,322,176,146,2846,1103,1743,16,8,8,50.14873962736809,60.738255033557046,38.98359601157929
CHHATAWA,4924,2597,2327,2338,1567,771,285,137,148,2299,892,1407,2,1,1,47.4817221770918,60.338852522140925,33.13278899871079
DAHIYAR,6246,3225,3021,3188,2060,1128,202,117,85,2856,1048,1808,0,0,0,51.04066602625681,63.87596899224807,37.33862959285005
DEWAPUR,4082,2115,1967,1822,1181,641,124,69,55,2136,865,1271,0,0,0,44.634982851543356,55.83924349881797,32.587697000508385
DHARMA NAGAR,4649,2411,2238,2330,1518,812,241,133,108,2078,760,1318,0,0,0,50.1183050118305,62.96142679386146,36.282394995531725
DOHARI,4219,2186,2033,2109,1353,756,64,30,34,2043,803,1240,3,0,3,49.98814885043849,61.893870082342175,37.18642400393507
DUMARWANA,19771,9396,10375,12444,6679,5765,466,212,254,6841,2495,4346,20,10,10,62.94067067927773,71.08343976160069,55.56626506024096
FATTEPUR,8073,4081,3992,4460,2719,1741,79,39,40,3524,1318,2206,10,5,5,55.245881332837854,66.62582700318549,43.6122244488978
GADHAHAL,2847,1432,1415,1290,820,470,53,29,24,1502,582,920,2,1,1,45.310853530031615,57.262569832402235,33.215547703180206
GANJ BHAWANIPUR,5653,2935,2718,3504,2176,1328,111,53,58,2032,705,1327,6,1,5,61.98478683884663,74.1396933560477,48.859455481972034
GOLAGANJ,4467,2356,2111,1609,1045,564,115,66,49,2738,1242,1496,5,3,2,36.01970002238639,44.354838709677416,26.71719564187589
HARAIYA,8719,4299,4420,4878,2770,2108,207,116,91,3615,1407,2208,19,6,13,55.946782887945865,64.43358920679228,47.69230769230769
HARDIYA,4489,2355,2134,1948,1288,660,150,87,63,2391,980,1411,0,0,0,43.3949654711517,54.69214437367304,30.927835051546392
HARIHARPUR,4830,2532,2298,2055,1341,714,171,82,89,2604,1109,1495,0,0,0,42.54658385093168,52.96208530805687,31.070496083550914
INARWAMAL,6639,3462,3177,2041,1372,669,213,103,110,4384,1986,2398,1,1,0,30.74258171411357,39.63027151935298,21.0576015108593
INARWASIRA,9243,4718,4525,4258,2649,1609,703,344,359,4275,1722,2553,7,3,4,46.06729416855999,56.146672318779146,35.55801104972376
ITIYAHI,5873,3161,2712,2660,1775,885,281,146,135,2926,1236,1690,6,4,2,45.29201430274136,56.15311610249921,32.63274336283185
JHITAKAIYA(DAKSHIN),7750,4098,3652,2921,2014,907,320,180,140,4498,1899,2599,11,5,6,37.690322580645166,49.14592484138604,24.835706462212485
JHITAKAIYA(UTTAR),5662,2875,2787,3207,1956,1251,164,73,91,2244,827,1417,47,19,28,56.640762981278705,68.03478260869565,44.88697524219591
JITPUR BHAWANIPUR,19449,10181,9268,10735,6574,4161,668,381,287,8040,3224,4816,6,2,4,55.195639878657,64.57126019055103,44.896417781614154
KABAHIGOTH,5692,2937,2755,1377,967,410,859,438,421,3441,1525,1916,15,7,8,24.191848208011244,32.92475314947225,14.882032667876588
KABAHIJABDI,3776,1898,1878,1997,1211,786,96,57,39,1683,630,1053,0,0,0,52.88665254237288,63.804004214963115,41.853035143769965
KACHORWA,9580,5068,4512,4064,2666,1398,166,73,93,5349,2328,3021,1,1,0,42.421711899791234,52.60457774269929,30.984042553191486
KAKADI,3608,1758,1850,2228,1344,884,69,11,58,1311,403,908,0,0,0,61.75166297117517,76.45051194539249,47.78378378378378
KALAIYA MUNICIPALITY,38592,20205,18387,25731,15499,10232,1188,565,623,11614,4121,7493,59,20,39,66.67444029850746,76.70873546151942,55.648012182520254
KARAIYA,4805,2461,2344,2475,1526,949,43,18,25,2286,917,1369,1,0,1,51.508844953173785,62.007314099959366,40.48634812286689
KHOPAWA,4434,2233,2201,1767,1129,638,66,29,37,2598,1072,1526,3,3,0,39.851150202976996,50.55978504254366,28.986824170831436
KHUTWAJABDI,4152,2122,2030,2460,1542,918,41,15,26,1651,565,1086,0,0,0,59.2485549132948,72.66729500471254,45.22167487684729
KOLHABI,6013,2905,3108,3674,2152,1522,102,53,49,2237,700,1537,0,0,0,61.10094794611675,74.07917383820998,48.97039897039897
KUDAWA,3636,1825,1811,1110,719,391,112,62,50,2413,1044,1369,1,0,1,30.528052805280524,39.3972602739726,21.590281612368855
LAXMIPUR KOTWALI,5113,2633,2480,1983,1280,703,27,10,17,3099,1342,1757,4,1,3,38.78349305691375,48.61374857576909,28.346774193548384
LIPANIMAL,6860,3596,3264,3334,2230,1104,257,130,127,3266,1235,2031,3,1,2,48.600583090379004,62.01334816462737,33.82352941176471
MADHURIJABDI,2891,1461,1430,1436,915,521,27,17,10,1403,518,885,25,11,14,49.671393981321344,62.62833675564682,36.43356643356643
MAHENDRA ADARSHA,4443,2263,2180,1975,1260,715,130,62,68,2337,941,1396,1,0,1,44.451946882736884,55.678303137428195,32.798165137614674
MAHESHPUR,7844,4052,3792,3488,2237,1251,498,280,218,3858,1535,2323,0,0,0,44.467108618052016,55.207305034550835,32.99050632911392
MAJHARIYA,4033,2046,1987,1687,1118,569,127,81,46,2219,847,1372,0,0,0,41.82990329779321,54.64320625610948,28.636134876698538
MANAHARWA,9371,4633,4738,5121,2974,2147,94,44,50,4151,1614,2537,5,1,4,54.64731618824031,64.19166846535722,45.3144786829886
MATIARWA,5472,2839,2633,2350,1500,850,285,183,102,2837,1156,1681,0,0,0,42.94590643274854,52.835505459668894,32.28256741359666
MOTISAR,4481,2309,2172,2423,1549,874,133,62,71,1924,698,1226,1,0,1,54.07275161794243,67.08531831961888,40.23941068139963
NARAHI,4316,2192,2124,2000,1282,718,130,65,65,2185,845,1340,1,0,1,46.33920296570899,58.48540145985402,33.804143126177024
NIJGADH,18124,8770,9354,12536,6777,5759,489,255,234,5095,1738,3357,4,0,4,69.16795409401898,77.27480045610035,61.5672439598033
PAKADIYA CHIKANI,4313,2293,2020,1903,1295,608,285,148,137,2120,848,1272,5,2,3,44.12242058891723,56.476232010466646,30.099009900990097
PAPARPATI JABDI,2650,1328,1322,912,591,321,54,33,21,1684,704,980,0,0,0,34.41509433962264,44.50301204819277,24.28139183055976
PATERWA,3500,1786,1714,1543,955,588,125,69,56,1832,762,1070,0,0,0,44.08571428571428,53.471444568868975,34.305717619603264
PATHARHATI,4039,2122,1917,1870,1240,630,216,105,111,1938,768,1170,15,9,6,46.29858875959396,58.435438265787,32.863849765258216
PATHERA,4508,2303,2205,1905,1207,698,95,48,47,2506,1047,1459,2,1,1,42.25820763087844,52.40990013026487,31.655328798185938
PHETA,6173,3138,3035,3263,2049,1214,150,72,78,2759,1016,1743,1,1,0,52.859225660132836,65.2963671128107,40
PIPARA SIMARA,21983,10979,11004,16828,9239,7589,518,259,259,4622,1477,3145,15,4,11,76.55006141109038,84.15156207304855,68.96583060705198
PIPARABIRTA,3539,1856,1683,1095,755,340,106,52,54,2331,1048,1283,7,1,6,30.940943769426394,40.678879310344826,20.2020202020202
PIPARPATI PARCHROUWA,4380,2211,2169,1700,1082,618,164,67,97,2514,1060,1454,2,2,0,38.81278538812785,48.93713251922207,28.492392807745503
PIPRA BASANTAPUR,3906,2032,1874,1867,1183,684,68,43,25,1971,806,1165,0,0,0,47.798259088581666,58.21850393700787,36.49946638207044
PIPRADHI GOTH,4558,2377,2181,2460,1593,867,47,25,22,2049,759,1290,2,0,2,53.971039929793776,67.01724863273033,39.75240715268226
PRASAUNI,7563,3997,3566,4886,3050,1836,169,85,84,2507,862,1645,1,0,1,64.60399312442152,76.30723042281711,51.48625911385306
PRASAUNA,3703,1817,1886,2124,1257,867,47,24,23,1532,536,996,0,0,0,57.35889819065623,69.17996697853604,45.97030752916225
PRASTOKA,8880,4439,4441,4548,2852,1696,256,113,143,4069,1470,2599,7,4,3,51.21621621621622,64.24870466321244,38.18959693762666
PRASURAMPUR,5941,3058,2883,2163,1436,727,155,82,73,3623,1540,2083,0,0,0,36.40801211917186,46.958796599084366,25.216788067984737
PURAINIYA,5708,2940,2768,3230,1949,1281,194,94,100,2283,897,1386,1,0,1,56.58724597056762,66.29251700680273,46.278901734104046
RAGHUNATHPUR,4357,2218,2139,1883,1257,626,90,43,47,2384,918,1466,0,0,0,43.21781042001377,56.6726780883679,29.266012155212717
RAMPUR TOKANI,6275,3319,2956,3426,2257,1169,351,160,191,2497,902,1595,1,0,1,54.59760956175299,68.00241036456765,39.546684709066305
RAMPURWA,4717,2330,2387,2697,1610,1087,58,26,32,1958,694,1264,4,0,4,57.176171295314816,69.09871244635193,45.538332635106826
RATANPURI,9348,4431,4917,4982,2740,2242,229,126,103,4133,1564,2569,4,1,3,53.29482242190843,61.8370570977206,45.59690868415701
RAUWAHI,3004,1591,1413,1316,858,458,81,35,46,1607,698,909,0,0,0,43.80825565912117,53.92834695160277,32.41330502477
SAPAHI,8326,3918,4408,4545,2545,2000,378,202,176,3401,1170,2231,2,1,1,54.58803747297621,64.95661051556917,45.37205081669691
SHREENAGAR BAIRIYA,4159,2098,2061,1793,1094,699,54,24,30,2312,980,1332,0,0,0,43.11132483770137,52.144899904671114,33.9155749636099
SIHORWA,4111,2084,2027,2116,1285,831,133,71,62,1847,723,1124,15,5,10,51.47166139625396,61.660268714011515,40.99654662062161
SINHASANI,4859,2454,2405,2766,1699,1067,67,34,33,2026,721,1305,0,0,0,56.92529327022021,69.23390383048084,44.36590436590437
SISAHANIYA,2906,1534,1372,1540,998,542,117,61,56,1244,474,770,5,1,4,52.993805918788716,65.05867014341591,39.50437317784257
TEDHAKATTI,4158,2158,2000,1586,1108,478,74,38,36,2497,1012,1485,1,0,1,38.14333814333815,51.343836886005555,23.9
TELKUWA,4770,2467,2303,2111,1350,761,215,120,95,2438,996,1442,6,1,5,44.255765199161424,54.722334819618965,33.04385584020842
TETARIYA,3020,1520,1500,1453,928,525,187,96,91,1380,496,884,0,0,0,48.11258278145695,61.05263157894737,35
UCHIDIHA,4277,2179,2098,2070,1316,754,122,60,62,2081,802,1279,4,1,3,48.39841010053776,60.39467645709041,35.93898951382269
UMARJAN,5045,2556,2489,2205,1433,772,163,81,82,2676,1042,1634,1,0,1,43.70664023785927,56.0641627543036,31.016472478907193
INSTITUTIONAL,1875,1791,84,1861,1777,84,9,9,0,5,5,0,0,0,0,99.25333333333334,99.21831379117812,100
