VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
AMARPATTI,3246,1619,1627,1348,873,475,117,52,65,1776,693,1083,5,1,4,41.52803450400493,53.922174181593576,29.194837123540257
AMLEKHGANJ,6135,3111,3024,3962,2218,1744,174,86,88,1996,806,1190,3,1,2,64.5802770986145,71.29540340726454,57.67195767195767
AMRITGANG,8097,4116,3981,4185,2591,1594,71,33,38,3841,1492,2349,0,0,0,51.685809559095965,62.949465500485914,40.04019090680733
AMAB,4792,2330,2462,2673,1616,1057,82,33,49,2036,681,1355,1,0,1,55.78046744574291,69.35622317596567,42.93257514216084
BABUAIN,2981,1536,1445,1601,1063,538,79,38,41,1300,435,865,1,0,1,53.70680979537068,69.20572916666666,37.2318339100346
BACHHANPURWA,4356,2030,2326,2264,1307,957,73,34,39,2015,688,1327,4,1,3,51.974288337924705,64.38423645320196,41.14359415305245
BADAKI FULBARIYA,6187,3271,2916,2389,1571,818,299,146,153,3488,1548,1940,11,6,5,38.61322127040569,48.02812595536533,28.052126200274348
BAGAHI,3155,1639,1516,1231,829,402,192,74,118,1732,736,996,0,0,0,39.01743264659271,50.57962172056132,26.517150395778366
BAHUARI,4477,2316,2161,2789,1775,1014,95,53,42,1581,486,1095,12,2,10,62.29618047799866,76.64075993091537,46.92272096251735
BALIRAMPUR,6262,3224,3038,2851,1875,976,111,54,57,3298,1295,2003,2,0,2,45.528585116576174,58.1575682382134,32.126398946675444
BAGHAWAN,4176,2069,2107,1884,1174,710,70,35,35,2221,860,1361,1,0,1,45.11494252873563,56.74238762687288,33.69719981015662
BANJARIYA,5297,2711,2586,2208,1389,819,219,113,106,2870,1209,1661,0,0,0,41.68397205965641,51.235706381409074,31.670533642691417
BARAINIYA,4417,2319,2098,2264,1453,811,60,29,31,2092,837,1255,1,0,1,51.256508942721304,62.65631737818025,38.6558627264061
