VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,108635,687708,351244,336464,6.330445988861785,104.39274335441533
AMARPATTI,508,3738,1874,1864,7.358267716535433,100.53648068669527
AMLEKHGANJ,1370,6709,3413,3296,4.897080291970803,103.5497572815534
AMRITGANG,1466,9133,4609,4524,6.229877216916781,101.8788682581786
AMAB,928,5258,2566,2692,5.665948275862069,95.31946508172364
BABUAIN,538,3459,1778,1681,6.429368029739777,105.7703747769185
BACHHANPURWA,907,4860,2284,2576,5.35832414553473,88.66459627329193
BADAKI FULBARIYA,904,7107,3739,3368,7.861725663716814,111.01543942992873
BAGAHI,451,3491,1811,1680,7.740576496674057,107.79761904761904
BAHUARI,646,4965,2574,2391,7.685758513931889,107.65370138017565
BALIRAMPUR,1014,7126,3685,3441,7.0276134122287965,107.09096192967161
BAGHAWAN,761,4678,2315,2363,6.147174770039422,97.96868387642826
BANJARIYA,835,5999,3020,2979,7.184431137724551,101.37630077207116
BARAINIYA,735,5145,2694,2451,7,109.91432068543452
BARIYARPUR,1785,11637,5821,5816,6.519327731092437,100.085969738652
BASATPUR,1027,6832,3502,3330,6.652385589094449,105.16516516516516
BATARA,546,3776,1937,1839,6.915750915750916,105.32898314301251
BELDARI,636,4997,2600,2397,7.8569182389937104,108.46891948268669
BENAULI,746,5108,2666,2442,6.847184986595174,109.17280917280918
BHAGWANPUR,751,5350,2742,2608,7.123834886817576,105.13803680981594
BHALUHI BHARBALIYA,988,6724,3539,3185,6.805668016194332,111.11459968602826
BHARATGANJ SIGAUL,1097,5303,2516,2787,4.834092980856882,90.27628274129889
BHATAUDA,911,6448,3385,3063,7.077936333699232,110.51256937642835
BHODAHA,1031,6824,3529,3295,6.618816682832202,107.10166919575114
BISHRAMPUR,912,6321,3316,3005,6.930921052631579,110.34941763727122
BISHUNPUR,527,4320,2201,2119,8.197343453510436,103.86974988201982
BISHUNPURWA,839,5221,2644,2577,6.222884386174017,102.5999223903764
BUNIYAD,782,5651,2976,2675,7.226342710997442,111.25233644859813
CHHATA PIPRA,1065,7175,3674,3501,6.737089201877934,104.94144530134248
CHHATAWA,771,5660,2992,2668,7.341115434500648,112.14392803598201
DAHIYAR,1134,7161,3720,3441,6.314814814814815,108.10810810810811
DEWAPUR,642,4716,2432,2284,7.345794392523365,106.47985989492119
DHARMA NAGAR,770,5357,2786,2571,6.957142857142857,108.36250486192142
DOHARI,700,4822,2511,2311,6.888571428571429,108.65426222414538
DUMARWANA,4416,21470,10228,11242,4.861865942028985,90.98025262408824
FATTEPUR,1504,8890,4521,4369,5.910904255319149,103.4790569924468
GADHAHAL,545,3193,1627,1566,5.858715596330275,103.89527458492975
GANJ BHAWANIPUR,910,6355,3262,3093,6.983516483516484,105.46395085677335
GOLAGANJ,729,5070,2659,2411,6.954732510288066,110.28618830360845
HARAIYA,1714,9710,4788,4922,5.665110851808635,97.27752945956928
HARDIYA,739,5158,2732,2426,6.979702300405954,112.61335531739489
HARIHARPUR,804,5458,2832,2626,6.788557213930348,107.84463061690785
INARWAMAL,1070,7668,3967,3701,7.166355140186916,107.18724669008377
INARWASIRA,1607,10612,5385,5227,6.603609209707529,103.02276640520375
ITIYAHI,977,6659,3545,3114,6.815762538382804,113.8407193320488
JHITAKAIYA(DAKSHIN),1181,8836,4664,4172,7.481795088907705,111.79290508149569
JHITAKAIYA(UTTAR),964,6467,3261,3206,6.70850622406639,101.71553337492203
JITPUR BHAWANIPUR,3721,21997,11468,10529,5.9115829078204785,108.91822585240764
KABAHIGOTH,927,6580,3376,3204,7.098166127292341,105.36828963795256
KABAHIJABDI,645,4267,2131,2136,6.615503875968992,99.76591760299625
