VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
AWAL PARAJUL,3645,1751,1894,2113,1205,908,222,105,117,1304,440,864,6,1,5,57.96982167352538,68.81781838949172,47.94086589229145
BADABHAIRAB,2576,1190,1386,1607,842,765,55,27,28,914,321,593,0,0,0,62.38354037267081,70.75630252100841,55.1948051948052
BADAKHOLA,2463,1090,1373,1663,877,786,49,28,21,750,185,565,1,0,1,67.51928542427933,80.45871559633028,57.246904588492356
BADALAMJI,5492,2653,2839,2972,1683,1289,227,113,114,2289,856,1433,4,1,3,54.11507647487254,63.437617791179804,45.403311025008804
BALUWATAR,3009,1498,1511,1825,1038,787,351,175,176,832,284,548,1,1,0,60.65137919574609,69.29238985313752,52.08471211118465
BANSI,3479,1561,1918,2191,1199,992,59,21,38,1229,341,888,0,0,0,62.97786720321932,76.80973734785394,51.72054223149114
BARAHA,3438,1659,1779,2219,1256,963,133,55,78,1086,348,738,0,0,0,64.543339150669,75.708257986739,54.131534569983145
BELPATA,2473,1172,1301,1853,980,873,79,35,44,541,157,384,0,0,0,74.92923574605742,83.61774744027304,67.1022290545734
BHAWANI,1877,906,971,1185,656,529,84,30,54,608,220,388,0,0,0,63.132658497602556,72.40618101545255,54.4799176107106
BINDHYABASINI,2604,1169,1435,1774,917,857,109,34,75,721,218,503,0,0,0,68.12596006144393,78.44311377245509,59.7212543554007
BISALLA,5700,2785,2915,3353,1882,1471,202,96,106,2135,804,1331,10,3,7,58.82456140350877,67.57630161579893,50.463121783876495
CHAMUNDA,10052,4999,5053,5842,3316,2526,435,224,211,3772,1458,2314,3,1,2,58.11778750497414,66.33326665333067,49.990104888185236
CHAURATHA,2523,1142,1381,1651,841,810,44,20,24,828,281,547,0,0,0,65.4379706698375,73.64273204903678,58.65314989138306
DADA PARAJUL,4523,2079,2444,3241,1702,1539,212,75,137,1053,299,754,17,3,14,71.6559805438868,81.86628186628187,62.97054009819967
DULLU,3639,1766,1873,2635,1460,1175,31,13,18,973,293,680,0,0,0,72.4100027480077,82.67270668176671,62.733582487987185
GAMAUDI,2788,1239,1549,1948,1010,938,23,8,15,816,221,595,1,0,1,69.87087517934003,81.51735270379338,60.555196901226594
GAURI,2281,996,1285,1404,734,670,24,12,12,853,250,603,0,0,0,61.55195089872863,73.69477911646585,52.14007782101168
GOGANPANI,2817,1336,1481,1920,1051,869,31,15,16,866,270,596,0,0,0,68.15761448349308,78.6676646706587,58.67656988521269
JAGANATH,2443,1145,1298,1544,837,707,124,53,71,774,255,519,1,0,1,63.20098239869013,73.1004366812227,54.46841294298922
JAMBUKANDH,5719,2810,2909,3314,1908,1406,103,48,55,2300,853,1447,2,1,1,57.947193565308616,67.90035587188612,48.33276039876246
KAL BHAIRAB,3859,1823,2036,2798,1480,1318,67,28,39,994,315,679,0,0,0,72.50583052604301,81.1848601206802,64.73477406679764
KALIKA,2157,1061,1096,1247,684,563,72,40,32,838,337,501,0,0,0,57.81177561427909,64.4674835061263,51.368613138686136
