VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
AWAL PARAJUL,749,0,1,1,0,15
BADABHAIRAB,517,0,0,0,0,2
BADAKHOLA,586,0,0,1,0,1
BADALAMJI,1144,8,0,4,1,7
BALUWATAR,588,0,0,0,0,14
BANSI,770,2,0,1,2,10
BARAHA,706,6,0,1,0,6
BELPATA,483,69,10,4,0,4
BHAWANI,392,0,0,1,0,0
BINDHYABASINI,562,0,0,1,0,14
BISALLA,1187,0,0,1,1,6
CHAMUNDA,2045,0,0,0,0,19
CHAURATHA,518,0,0,0,0,8
DADA PARAJUL,936,4,51,3,0,7
DULLU,825,6,9,4,1,5
GAMAUDI,658,0,0,3,0,7
GAURI,538,1,0,0,0,6
GOGANPANI,652,1,0,1,1,2
JAGANATH,501,0,0,0,0,3
JAMBUKANDH,1193,0,0,1,0,1
KAL BHAIRAB,865,3,1,0,0,10
KALIKA,415,0,0,0,0,1
KASIKANDH,803,1,0,0,1,4
KATTI,909,0,1,0,1,8
KHADGABADA,943,19,1,12,3,9
KHARIGAIRA,811,0,0,8,0,7
KUSAPANI,959,1,0,1,1,6
LAKANDRA,1039,0,0,0,1,9
LANKURI,700,0,1,1,0,5
LALIKANDA,620,0,0,147,0,3
LAYATI BINDRASAINI,1362,0,0,8,0,5
BHAIRI KALIKATHUM,1036,3,2,1,0,12
MALIKA,1048,1,0,4,0,8
MEHELTOLI,458,0,0,0,0,1
NARAYAN MUNICIPALITY,3985,333,278,24,9,49
NAULE KATUWAL,827,1,0,2,1,4
NEPA,1013,0,0,2,0,0
NAUMULE,334,0,0,0,0,0
DWARI,466,0,0,4,1,7
PADUKASTHAN,1062,2,0,0,0,1
PAGNATH,484,4,15,0,0,2
PILADI,485,0,0,14,0,5
PIPALKOT,536,2,0,1,0,5
CHHIUDI PUSAKOT,908,1,0,0,0,23
RAKAM KARNALI,530,1,0,21,0,4
RANIBAN,727,4,0,4,0,12
RAWATKOT,1039,0,0,1,1,4
RUMA,426,27,0,0,0,0
SALLERI,684,0,0,1,0,4
SATTALA,877,1,0,13,0,4
SERI,458,1,0,0,0,0
SIGAUDI,1091,1,0,5,0,7
SINHASAIN,1186,0,0,0,0,7
TILEPATA,964,0,0,0,0,7
TOLI,624,33,0,2,0,4
TOLIJAISI,1052,1,0,0,0,30
TOTAL,47276,537,370,303,25,404
