VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
AGRAGAUN,507,0,0,0,0,0,2,0
AWALCHING,378,0,0,0,0,0,1,7
BABIYACHAUR,1607,7,2,2,6,0,1,7
BAJEDICHAUR,855,0,0,2,1,0,3,4
BETAN,503,0,0,1,3,0,0,6
BIDYAPUR,1282,0,3,5,4,0,0,16
BIJAURA,1031,0,0,1,1,0,0,3
BIRENDRANAGAR MUNICIPALITY,5662,178,5937,7,153,5,23,64
CHAPRE,603,0,0,3,0,0,0,11
CHHINCHU,2689,6,172,7,63,0,5,14
DAHACHAUR,677,0,0,0,3,0,0,2
DANDAKHALI,532,3,1,3,1,0,0,1
DASARATHPUR,1177,3,16,0,8,1,1,15
DHARAPANI,546,0,0,0,1,0,0,5
GADI BAYALKADA,681,0,2,1,0,0,0,1
GARPAN,413,0,0,1,0,0,0,1
GHAT GAUN,937,1,1,1,1,0,0,11
GHORETA,520,0,1,0,1,1,0,7
GHUMKHAHARE,1002,0,1,1,1,0,0,5
GUMI,1537,5,16,0,15,2,0,10
GUTHU,1381,0,1,6,14,0,1,19
HARIHARPUR,944,0,0,1,3,0,0,6
JARBUTA,1605,8,144,2,66,4,2,6
KAFALKOT,577,0,0,0,2,0,0,5
KALYAN,1258,1,2,2,0,0,2,6
KAPRICHAUR,584,1,3,1,0,0,0,9
KHANIKHOLLA,663,0,0,1,1,0,0,2
KUNATHARI,1632,0,3,2,2,0,0,1
LAGAAM,662,1,0,8,6,0,1,7
LATIKOILI,3094,25,1076,9,94,0,2,30
LEKHFARSA,1238,0,6,2,48,1,0,6
LEKHGAUN,958,0,2,9,10,0,0,10
LEKHPARAJUL,1626,0,0,4,5,0,1,13
MAINTADA,2547,4,46,3,10,4,0,8
MALARANI,1081,0,0,0,0,0,2,9
MATELA,1012,0,1,0,4,0,1,3
MEHELKUNA,2200,4,81,1,13,1,0,8
NETA,638,3,0,1,0,0,0,5
PAMKA,389,0,0,0,0,0,0,0
POKHARIKANDA,851,2,0,0,0,0,0,7
RAJENA,548,0,0,0,2,0,0,6
RAKAM,777,0,11,6,2,0,0,4
RAMGHAT,1565,1,21,1,5,0,0,5
RANIBAS,567,0,0,1,0,0,0,3
RATU,332,0,0,0,0,0,0,1
SAHARE,2298,13,16,0,2,0,2,12
SALKOT,1605,0,2,7,5,0,1,16
SATAKHANI,1877,2,0,2,7,0,0,18
TARANGA,998,0,0,3,0,1,1,2
TATOPANI,1075,1,1,11,12,0,4,5
UTTARGANGA,2402,24,1544,9,74,4,10,14
TOTAL,62123,293,9112,127,649,24,66,436
