VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
AGRAGAUN,221,57,225,0,1,5,0,0
AWALCHING,281,77,18,1,0,2,0,7
BABIYACHAUR,1383,150,41,39,5,0,0,14
BAJEDICHAUR,451,150,219,0,0,39,1,5
BETAN,490,9,2,0,3,0,0,9
BIDYAPUR,1132,99,38,9,9,0,0,23
BIJAURA,809,182,27,2,11,0,0,5
BIRENDRANAGAR MUNICIPALITY,562,4187,821,6214,11,10,21,203
CHAPRE,592,4,5,1,0,0,0,15
CHHINCHU,1478,631,105,492,9,212,0,29
DAHACHAUR,229,24,408,11,4,1,1,4
DANDAKHALI,395,98,29,1,1,15,0,2
DASARATHPUR,304,117,668,82,11,0,16,23
DHARAPANI,498,37,3,2,0,5,0,7
GADI BAYALKADA,474,144,8,20,0,23,14,2
GARPAN,374,30,3,2,0,4,0,2
GHAT GAUN,843,65,3,0,23,0,0,18
GHORETA,143,23,336,0,0,14,4,10
GHUMKHAHARE,436,59,503,4,1,0,2,5
GUMI,287,63,1100,117,0,0,1,17
GUTHU,1069,221,74,11,9,0,14,24
HARIHARPUR,757,125,32,11,2,20,0,7
JARBUTA,756,696,46,319,2,9,4,5
KAFALKOT,446,40,87,0,2,0,0,9
KALYAN,673,148,371,72,0,1,1,5
KAPRICHAUR,361,112,21,0,1,81,12,10
KHANIKHOLLA,512,114,38,0,1,0,0,2
KUNATHARI,1102,451,52,16,10,4,2,3
LAGAAM,618,24,30,0,5,1,0,7
LATIKOILI,895,1423,429,1430,27,40,21,65
LEKHFARSA,335,31,869,54,0,0,3,9
LEKHGAUN,733,178,10,3,1,53,0,11
LEKHPARAJUL,1529,59,27,5,1,11,2,15
MAINTADA,772,292,1310,104,19,113,3,9
MALARANI,636,291,138,6,0,12,0,9
MATELA,263,28,716,1,0,4,4,5
MEHELKUNA,598,301,1187,143,4,54,9,12
NETA,580,52,4,4,0,0,0,7
PAMKA,380,6,0,0,2,0,0,1
POKHARIKANDA,720,106,11,4,6,4,1,8
RAJENA,529,15,0,5,0,0,0,7
RAKAM,158,305,222,29,1,81,0,4
RAMGHAT,373,289,766,135,19,5,1,10
RANIBAS,494,30,40,0,4,0,0,3
RATU,278,24,2,2,0,24,0,3
SAHARE,968,318,860,93,4,5,79,16
SALKOT,1292,276,28,2,14,0,0,24
SATAKHANI,1434,305,101,39,4,1,1,21
TARANGA,948,9,34,8,2,0,0,4
TATOPANI,1029,55,13,0,5,0,1,6
UTTARGANGA,665,1349,298,1651,11,12,51,44
TOTAL,33285,13879,12378,11144,245,865,269,765
