VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
AGRAGAUN,155,342,299,0,0,0,0,2,167,1,1,1,0,0,12
AWALCHING,42,331,314,7,0,0,72,17,162,0,0,0,0,0,13
BABIYACHAUR,284,1208,1033,37,3,4,3,14,625,0,18,29,0,1,140
BAJEDICHAUR,200,547,454,3,0,1,0,5,344,0,5,1,0,0,118
BETAN,216,285,224,4,0,1,0,1,169,0,0,0,1,0,12
BIDYAPUR,206,1013,873,29,1,3,1,7,608,0,6,5,0,1,91
BIJAURA,289,737,711,5,0,1,0,2,301,0,2,1,0,0,10
BIRENDRANAGAR MUNICIPALITY,705,11151,5780,5765,5575,1335,474,2335,9999,93,1905,2542,44,1669,173
CHAPRE,170,428,395,2,0,1,0,1,167,0,1,0,0,0,19
CHHINCHU,531,2381,1660,915,263,55,11,160,1887,9,76,163,21,87,44
DAHACHAUR,146,508,317,137,28,1,2,4,441,0,6,15,0,1,28
DANDAKHALI,114,425,355,10,3,4,0,3,259,0,0,1,0,0,2
DASARATHPUR,127,1048,739,414,18,22,13,35,934,1,30,25,0,18,46
DHARAPANI,236,313,268,0,0,1,0,0,150,0,0,0,0,1,3
GADI BAYALKADA,65,575,452,72,2,1,0,2,411,0,1,1,0,1,45
GARPAN,48,365,276,11,0,0,0,5,284,0,0,0,0,1,2
GHAT GAUN,486,458,396,6,0,0,0,9,198,0,2,5,2,0,8
GHORETA,183,325,221,2,0,0,0,1,204,0,0,1,0,1,22
GHUMKHAHARE,196,797,690,113,8,0,0,5,522,2,2,19,0,2,17
GUMI,227,1295,752,592,53,7,4,13,1057,1,18,46,3,35,63
GUTHU,442,975,772,55,12,1,0,22,702,2,16,17,1,1,5
HARIHARPUR,260,666,565,12,1,0,0,6,339,0,1,0,1,0,28
JARBUTA,141,1631,1106,814,194,87,35,57,1416,9,137,380,4,26,65
KAFALKOT,187,351,285,0,0,0,0,4,195,0,0,0,0,0,46
KALYAN,259,988,537,365,14,7,2,39,814,1,14,37,2,12,24
KAPRICHAUR,156,419,366,4,1,0,0,3,208,0,0,0,0,0,23
KHANIKHOLLA,172,480,418,11,0,1,0,2,289,0,0,1,0,0,15
KUNATHARI,371,1254,998,52,1,3,1,14,915,0,17,22,0,1,15
LAGAAM,264,409,373,2,0,1,0,0,156,0,0,0,0,0,12
LATIKOILI,446,3853,1934,2208,1150,191,43,308,3287,61,513,1702,21,232,31
LEKHFARSA,337,952,722,389,5,10,3,27,757,0,22,25,2,11,12
LEKHGAUN,223,747,603,10,3,1,0,4,540,0,1,0,0,1,19
LEKHPARAJUL,433,1187,889,6,0,2,0,25,819,0,2,5,0,0,29
MAINTADA,602,1976,972,265,23,18,2,17,1681,7,37,64,5,38,44
MALARANI,233,852,737,63,7,6,5,12,560,1,9,6,0,0,7
MATELA,332,686,626,3,1,1,0,16,290,0,0,0,0,0,3
MEHELKUNA,465,1754,1014,258,51,26,8,40,1471,4,35,118,3,37,89
NETA,140,498,389,5,0,0,0,3,303,0,0,1,1,0,9
PAMKA,89,300,261,5,0,0,0,3,174,0,0,0,0,0,0
POKHARIKANDA,162,679,600,6,1,0,0,6,429,0,0,0,0,0,19
RAJENA,121,434,374,1,1,0,1,6,245,0,0,0,0,0,1
RAKAM,311,485,377,28,2,2,0,4,277,0,24,3,1,0,4
RAMGHAT,154,1356,808,454,23,22,3,51,1031,2,49,37,2,40,88
RANIBAS,225,334,259,4,0,0,0,0,185,0,0,0,0,0,12
RATU,53,278,220,5,0,0,0,4,225,0,1,1,0,1,2
SAHARE,433,1853,1314,269,10,29,2,85,1190,3,23,24,6,2,57
SALKOT,524,1075,887,23,6,0,0,7,606,0,2,3,0,0,37
SATAKHANI,325,1469,835,402,18,7,0,16,1221,0,14,16,1,10,112
TARANGA,343,650,539,9,1,0,0,11,343,1,0,0,0,0,12
TATOPANI,404,690,524,0,1,1,0,4,459,0,0,0,0,0,15
UTTARGANGA,299,3723,1936,1940,1329,248,68,415,3321,32,443,1338,43,204,59
