VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
BALIYA,1295,1252,4329,1412,94,0,101,90
BASAUTI,52,95,863,23,2,0,2,15
BELADEVIPUR,99,114,1600,80,8,0,2,9
BHAJANI,450,738,1157,119,6,0,6,31
BONIYA,144,652,1587,56,4,0,3,11
CHUHA,325,676,2159,368,21,0,78,20
CHAUMALA,301,882,3537,332,169,0,5,67
DHANSINGHAPUR,444,606,414,30,3,0,0,43
DARAKH,213,653,1937,277,41,0,7,25
DHANGADHI MUNICIPALITY,614,3450,6433,10133,159,0,84,157
DODODHARA,319,605,2196,385,29,0,30,24
DURGAULI,282,457,1722,147,7,0,5,6
GADARIYA,26,185,1380,22,7,0,3,34
GETA,141,613,1514,1372,30,0,6,44
GODAWARI,421,317,2012,119,4,0,10,23
HASULIYA,390,356,1562,55,18,0,0,4
JANAKINAGAR,137,317,500,36,2,0,0,0
JOSHIPUR,486,669,2575,118,10,0,48,29
KHAILAD,366,78,1509,8,12,0,52,18
KHAIRALA,571,48,158,1,2,0,0,16
KOTA TULSIPUR,219,451,1376,44,16,0,0,9
LALBOJHI,850,435,458,49,2,0,7,17
MALAKHETI,167,647,2471,1407,53,0,13,45
MASURIYA,358,678,2493,151,70,0,49,29
MOHANYAL,534,40,165,0,24,0,0,8
MUNUWA,100,521,1288,62,1,0,4,14
NARAYANPUR,330,664,932,151,4,0,80,25
NIGALI,473,69,412,25,4,0,46,1
PAHALMANPUR,265,415,1605,180,70,0,8,44
PANDAUN,458,11,46,0,61,0,4,3
PATHARIYA,851,963,1419,95,74,0,13,28
PAWERA,117,104,672,75,4,0,0,8
PHULWARI,476,1021,2124,145,21,0,42,15
PRATAPAPUR,182,536,1591,147,44,0,21,16
RAMSIKHAR JHALA,584,271,2235,34,12,0,6,14
RATANPUR,205,223,702,21,20,0,1,15
SADEPANI,384,291,3325,177,58,0,9,34
SAHAJPUR,723,453,300,13,6,0,30,11
SREEPUR,129,112,2571,408,36,0,0,54
SUGARKHAL,1945,162,451,5,31,0,1,20
THAPAPUR,100,406,1733,35,1,0,67,7
TIKAPUR MUNICIPALITY,2238,1163,4995,3093,37,0,47,57
UDASIPUR,111,290,1055,19,3,0,9,5
URMA,115,482,1875,29,15,0,2,15
TOTAL,18990,23171,75438,21458,1295,0,901,1160
