VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
MASURIYA,19820,9549,10271,12448,6978,5470,849,386,463,6516,2184,4332,7,1,6,62.80524722502523,73.07571473452718,53.256742284100866
MOHANYAL,4032,2058,1974,2385,1429,956,123,68,55,1521,560,961,3,1,2,59.15178571428571,69.43634596695821,48.429584599797366
MUNUWA,10585,5105,5480,6827,3767,3060,167,64,103,3584,1272,2312,7,2,5,64.49692961738309,73.7904015670911,55.839416058394164
NARAYANPUR,10268,4738,5530,6906,3584,3322,172,82,90,3188,1071,2117,2,1,1,67.2574990261005,75.64373153229211,60.072332730560575
NIGALI,5207,2492,2715,3355,1909,1446,212,99,113,1640,484,1156,0,0,0,64.43249471864797,76.6051364365971,53.25966850828729
PAHALMANPUR,13684,6671,7013,8889,4999,3890,466,178,288,4325,1493,2832,4,1,3,64.95907629348144,74.93629141058312,55.468415799229994
PANDAUN,2907,1523,1384,1983,1195,788,34,11,23,889,317,572,1,0,1,68.21465428276574,78.46355876559421,56.936416184971094
PATHARIYA,15747,7208,8539,9667,5168,4499,494,230,264,5580,1810,3770,6,0,6,61.38947101035118,71.69811320754717,52.687668345239494
PAWERA,5463,2616,2847,3538,1955,1583,34,13,21,1891,648,1243,0,0,0,64.76295075965587,74.73241590214067,55.6023884791008
PHULWARI,18490,8679,9811,12666,6680,5986,575,271,304,5242,1727,3515,7,1,6,68.50189291508923,76.96739255674618,61.0131485067781
PRATAPAPUR,12703,5959,6744,7640,4130,3510,352,169,183,4700,1655,3045,11,5,6,60.14327324254113,69.3069306930693,52.04626334519573
RAMSIKHAR JHALA,16086,7705,8381,10213,5728,4485,531,246,285,5342,1731,3611,0,0,0,63.48999129677981,74.34133679428942,53.513900489201774
RATANPUR,6491,3264,3227,4361,2519,1842,90,45,45,2037,698,1339,3,2,1,67.18533353874595,77.17524509803921,57.08088007437249
SADEPANI,22285,10801,11484,14028,7839,6189,663,346,317,7592,2616,4976,2,0,2,62.94817141575051,72.57661327654846,53.89237199582028
SAHAJPUR,7354,3627,3727,4751,2790,1961,297,132,165,2296,702,1594,10,3,7,64.6042969812347,76.92307692307693,52.61604507646901
SREEPUR,16079,7450,8629,10184,5560,4624,681,287,394,5212,1602,3610,2,1,1,63.337272218421546,74.63087248322148,53.58674238034534
SUGARKHAL,12056,5786,6270,6797,4093,2704,421,207,214,4831,1483,3348,7,3,4,56.37856668878567,70.73971655720706,43.12599681020733
THAPAPUR,12528,6164,6364,7682,4360,3322,382,162,220,4460,1641,2819,4,1,3,61.318646232439335,70.73329007138221,52.199874292897555
TIKAPUR MUNICIPALITY,51511,24431,27080,34697,18746,15951,1182,511,671,15619,5173,10446,13,1,12,67.35842829686864,76.73038352912283,58.903249630723785
UDASIPUR,8493,4061,4432,5533,3038,2495,208,100,108,2752,923,1829,0,0,0,65.1477687507359,74.80916030534351,56.295126353790614
URMA,13785,6610,7175,8767,4827,3940,389,190,199,4627,1593,3034,2,0,2,63.5981138919115,73.02571860816944,54.91289198606272
INSTITUTIONAL,9006,7764,1242,8874,7677,1197,21,12,9,111,75,36,0,0,0,98.53431045969354,98.87944358578052,96.37681159420289
