VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BALIYA,36745,17053,19692,25012,13413,11599,922,407,515,10793,3227,7566,18,6,12,68.06912505102734,78.65478214976837,58.90209222019094
BASAUTI,5858,2789,3069,3320,1848,1472,126,69,57,2411,872,1539,1,0,1,56.67463298053943,66.26030835424883,47.96350602802216
BELADEVIPUR,10222,4850,5372,6794,3747,3047,212,94,118,3214,1008,2206,2,1,1,66.46448835844258,77.25773195876289,56.72002978406553
BHAJANI,13598,6842,6756,8193,4769,3424,411,186,225,4990,1885,3105,4,2,2,60.25150757464333,69.70184156679333,50.68087625814092
BONIYA,12673,5953,6720,7798,4251,3547,197,93,104,4677,1608,3069,1,1,0,61.5323916988874,71.40937342516378,52.78273809523809
CHUHA,17781,8171,9610,10542,5706,4836,561,237,324,6654,2223,4431,24,5,19,59.28800404926607,69.83233386366418,50.32258064516129
CHAUMALA,24438,11121,13317,15212,8085,7127,761,341,420,8464,2694,5770,1,1,0,62.24731974793355,72.70029673590504,53.51805962303822
DHANSINGHAPUR,7962,3721,4241,5180,2807,2373,238,114,124,2542,799,1743,2,1,1,65.05903039437328,75.43671056167696,55.95378448479133
DARAKH,16037,7852,8185,11486,6263,5223,114,53,61,4437,1536,2901,0,0,0,71.62187441541435,79.76311767702497,63.811850946854
DHANGADHI MUNICIPALITY,93478,46973,46505,73714,40919,32795,1669,722,947,18071,5323,12748,24,9,15,78.85705727550868,87.11174504502587,70.51929900010751
DODODHARA,17683,8344,9339,10674,5897,4777,659,317,342,6350,2130,4220,0,0,0,60.363060566645935,70.67353787152445,51.15108684013278
DURGAULI,12492,5761,6731,8585,4452,4133,132,57,75,3775,1252,2523,0,0,0,68.72398334934357,77.27825030376671,61.40246620115882
GADARIYA,10229,5019,5210,6648,3638,3010,267,106,161,3304,1271,2033,10,4,6,64.99169029230619,72.4845586770273,57.77351247600768
GETA,17603,8538,9065,12539,6798,5741,338,156,182,4721,1584,3137,5,0,5,71.2321763335795,79.62052002810964,63.331494760066185
GODAWARI,13521,6002,7519,8634,4614,4020,483,198,285,4399,1187,3212,5,3,2,63.85622365209673,76.87437520826391,53.464556456975664
HASULIYA,12928,6293,6635,7718,4294,3424,295,127,168,4914,1872,3042,1,0,1,59.69987623762376,68.23454632130938,51.605124340617934
JANAKINAGAR,5342,2665,2677,3506,1959,1547,97,48,49,1739,658,1081,0,0,0,65.63084986896294,73.50844277673546,57.7885692939858
JOSHIPUR,20695,10304,10391,12338,7073,5265,655,303,352,7697,2927,4770,5,1,4,59.61826528146895,68.64324534161491,50.66884804157444
KHAILAD,10808,5235,5573,6714,3690,3024,309,141,168,3775,1400,2375,10,4,6,62.120651369356025,70.48710601719198,54.26161851785394
KHAIRALA,3833,1889,1944,1614,987,627,228,97,131,1981,798,1183,10,7,3,42.108009392121055,52.249867654843825,32.25308641975309
KOTA TULSIPUR,11539,5547,5992,6891,3882,3009,283,101,182,4365,1564,2801,0,0,0,59.71921310338851,69.98377501352083,50.216955941255
LALBOJHI,10074,5040,5034,5728,3333,2395,470,212,258,3864,1489,2375,12,6,6,56.859241612070676,66.13095238095238,47.57647993643226
MALAKHETI,21312,9979,11333,14145,7694,6451,1050,515,535,6106,1766,4340,11,4,7,66.37105855855856,77.10191401944083,56.92226241948293
