VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
EKAMBA,248,19,318,1336,43,3,11,5
AMADUWA,204,28,4,1495,2,1,92,11
AMAHIBELAHA,126,2,26,1195,16,33,27,6
AURABANI,243,21,93,1283,12,0,66,1
BABIYA,612,10,37,849,10,0,23,4
BAKALAURI,2538,21,146,268,103,3,2,11
BARAHACHHETRA,2717,2,168,4,80,17,2,23
BASANTAPUR,23,13,1,851,2,0,0,5
BHADGAUN SINAWARI,1572,23,1353,712,153,3,4,17
BHALUWA,237,4,14,650,1,0,0,6
BHARAUL,3902,30,290,14,187,1,0,7
BHOKRAHA,1077,22,28,2131,22,2,106,11
BISHNUPADUKA,1072,1,1,0,0,2,0,4
CHANDWELA,165,4,27,1164,2,0,13,4
CHHITAHA,72,24,9,1758,8,0,0,11
CHIMADI,50,7,30,1280,1,0,20,2
DEWANGANJ,527,21,45,714,0,0,2,2
DHARAN MUNICIPALITY,7091,460,19819,13,73,8,82,204
GHUSKEE,118,17,7,1473,5,0,160,6
DUHABI,1895,86,1590,788,23,2,16,15
DUMRAHA,1853,32,47,1362,123,2,62,11
GAUTAMPUR,43,7,3,663,2,0,3,2
HANSAPOSA,3104,38,2440,115,188,7,2,21
HARINAGARA,139,21,44,1207,3,0,3,1
HARIPUR,413,40,21,1832,3,4,0,3
INARUWA MUNICIPALITY,2506,85,2593,805,160,3,15,28
ITAHARI MUNICIPALITY,4802,252,12046,505,456,11,39,159
JALPAPUR,64,7,5,985,2,0,2,1
KAPTANGANJ,265,12,6,1290,2,0,0,3
KHANAR,2139,88,2220,542,63,3,39,36
LAUKAHI,414,19,36,390,0,0,1,1
MADHELEE,45,11,23,1420,18,1,5,26
MADHESA,616,9,201,331,237,0,0,1
MADHUWAN,503,41,43,817,60,0,0,7
MADHYAHARSHAHI,63,8,1,969,3,1,1,1
MAHENDRANAGAR,4219,37,660,228,247,13,5,22
NARSINGHATAPPU,359,58,27,2939,6,1,1,8
PAKALI,1220,33,737,431,44,5,12,14
PANCHAKANYA,3242,13,439,3,140,2,1,23
PASHCHIM KUSHAHA,178,44,44,1810,8,3,4,15
PRAKASHPUR,2708,16,205,76,189,0,4,8
PURBAKUSHAHA,79,9,22,1379,23,0,1,16
RAMGANJ BELGACHHI,97,11,18,1424,10,0,34,1
RAJGANJ SINUWARI,73,33,3,1526,1,0,0,5
RAMNAGAR BHUTAHA,686,46,37,1238,0,1,0,12
SAHEBGANJ,29,6,8,732,7,0,1,1
SATTERJHORA,22,10,3,1845,2,0,1,6
SIMARIYA,206,20,53,811,2,0,65,21
SINGIYA,1720,5,183,341,224,4,22,11
SONAPUR,484,48,795,1082,16,1,167,11
SRIPURJABDI,1040,56,7,2139,3,0,5,10
TANAMUNA,158,6,6,1073,3,0,7,2
TOTAL,57978,1936,46982,50288,2988,137,1128,842
