VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
EKAMBA,119,1864,679,1344,129,78,66,49,1529,14,204,1700,24,87,0
AMADUWA,167,1664,550,677,478,12,0,28,966,15,114,1597,8,4,6
AMAHIBELAHA,162,1252,454,607,111,7,0,16,844,40,132,1093,10,2,17
AURABANI,213,1503,570,852,320,61,7,30,967,31,232,1332,44,26,3
BABIYA,186,1356,564,684,124,16,1,32,1021,93,175,1178,46,39,3
BAKALAURI,244,2833,1160,1977,157,77,9,59,1960,36,297,2524,22,99,15
BARAHACHHETRA,380,2594,1306,1552,576,93,14,179,2261,45,226,1202,9,255,39
BASANTAPUR,118,769,184,100,2,4,0,1,401,5,86,714,1,0,8
BHADGAUN SINAWARI,151,3671,1410,2843,557,241,53,285,3068,71,542,2851,75,453,15
BHALUWA,61,840,294,500,7,28,4,1,571,1,99,783,29,13,11
BHARAUL,359,4058,1997,2896,251,82,13,82,3185,28,307,3504,30,75,14
BHOKRAHA,539,2831,1003,998,66,24,2,24,1897,66,351,2398,45,15,29
BISHNUPADUKA,175,905,668,465,15,13,0,2,621,7,32,152,1,18,0
CHANDWELA,94,1280,403,730,260,17,5,7,914,7,126,1190,46,23,5
CHHITAHA,191,1662,527,630,57,22,8,23,850,22,190,1576,16,7,29
CHIMADI,99,1287,495,504,19,12,0,5,704,10,185,1220,15,12,4
DEWANGANJ,286,1007,274,340,123,21,4,59,604,43,145,706,3,20,18
DHARAN MUNICIPALITY,1405,26106,11530,15761,14321,4460,1570,7571,23056,598,5159,3822,203,8731,239
GHUSKEE,193,1546,365,221,3,20,1,5,1180,7,149,1325,6,4,47
DUHABI,382,4024,1642,2708,1342,263,102,378,3303,34,562,2828,52,350,9
DUMRAHA,431,3050,1107,1608,146,24,3,21,1825,45,208,2750,24,32,11
GAUTAMPUR,72,650,195,190,20,10,3,4,278,2,79,628,36,0,1
HANSAPOSA,261,5642,2636,4587,974,540,83,649,4858,95,726,3661,38,930,12
HARINAGARA,178,1238,479,368,36,21,0,15,599,32,132,1095,5,6,2
HARIPUR,981,1333,632,418,72,10,1,2,873,5,112,1046,24,3,2
INARUWA MUNICIPALITY,405,5745,3282,4412,1695,626,277,1129,4878,249,1125,4083,146,957,45
ITAHARI MUNICIPALITY,604,17490,7862,13552,5715,2812,792,3225,15653,442,3339,9164,246,4405,176
JALPAPUR,57,1009,187,156,8,9,1,1,749,9,77,931,9,5,0
KAPTANGANJ,149,1418,400,221,33,6,0,3,729,1,160,1329,2,0,11
KHANAR,325,4678,1588,3184,1067,184,40,152,3824,42,342,3193,146,224,127
LAUKAHI,210,648,213,305,64,16,0,34,450,19,95,500,3,9,3
MADHELEE,74,1446,623,986,126,35,0,11,986,3,177,1353,13,14,29
MADHESA,56,1337,871,976,187,70,29,83,1006,45,124,1104,39,136,2
MADHUWAN,295,1160,482,526,36,14,4,18,786,14,97,968,23,6,16
MADHYAHARSHAHI,123,924,272,159,13,5,1,8,577,27,100,871,17,1,0
MAHENDRANAGAR,492,4908,2508,3262,397,147,36,78,3916,22,442,4053,17,191,31
NARSINGHATAPPU,573,2799,851,520,39,34,8,15,2029,57,288,2403,59,7,27
PAKALI,164,2324,826,1810,310,172,33,186,1720,16,261,1687,37,192,8
PANCHAKANYA,430,3378,1937,2283,482,116,5,109,2678,12,254,655,14,183,55
PASHCHIM KUSHAHA,321,1774,750,448,95,20,3,2,970,28,199,1494,25,6,11
PRAKASHPUR,314,2824,1229,1486,141,78,11,29,2124,4,189,2271,56,72,68
PURBAKUSHAHA,145,1374,470,705,12,9,2,3,760,3,136,1265,5,1,10
RAMGANJ BELGACHHI,244,1350,576,818,120,17,4,14,918,4,109,1192,30,8,1
RAJGANJ SINUWARI,130,1510,663,260,20,9,1,8,843,16,162,1437,14,0,1
RAMNAGAR BHUTAHA,341,1668,583,512,49,25,4,14,1047,32,231,1377,11,6,11
SAHEBGANJ,193,591,150,176,24,6,2,4,329,7,86,519,16,1,0
SATTERJHORA,331,1553,624,456,39,11,0,6,937,57,127,1420,15,1,5
SIMARIYA,168,996,389,496,117,19,5,10,667,2,84,883,14,9,14
SINGIYA,161,2342,979,1745,168,67,12,51,1873,21,212,2090,40,77,7
SONAPUR,251,2338,820,1617,356,59,12,55,1974,17,254,1673,10,86,15
SRIPURJABDI,1042,2206,824,198,25,6,0,5,1403,50,194,1800,7,1,12
TANAMUNA,125,1127,405,524,43,13,3,7,601,1,119,1057,11,2,3
