VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
BADALKOT,163,416,391,1,0,0,0,0,156,0,0,0,0,0,10
CHHAPRE,314,275,233,0,0,0,0,3,120,0,0,1,0,0,12
CHILKHAYA,348,392,320,4,0,2,0,6,194,0,0,0,0,0,9
DAHAFATGAUN,389,434,366,14,3,3,0,9,209,1,0,1,0,0,26
DHOLAGOHE,466,641,510,1,2,0,0,0,399,0,1,0,0,0,5
GELA,279,420,347,2,1,0,0,3,211,0,0,0,0,0,7
JUBITHA,161,237,215,2,0,0,0,0,76,0,0,0,0,0,9
KHEEN,346,258,154,2,0,0,0,0,184,0,0,0,3,0,3
KOTBADA,150,476,442,16,3,0,1,3,151,0,2,3,0,2,60
KUMALGAUN,137,472,454,30,0,0,0,1,186,1,0,0,0,0,12
LALU,384,583,437,3,0,0,0,3,390,0,0,1,0,0,17
MALKOT,225,438,392,7,1,0,0,2,184,0,0,0,0,0,19
MANMA,495,1173,751,313,37,42,16,53,877,2,1,0,1,12,28
MARTA,643,616,458,21,0,3,1,6,418,0,4,0,3,0,6
MEHAL MUDI,280,532,451,35,11,1,1,2,300,0,0,1,0,0,4
MUGRAHA,223,242,233,0,0,1,0,5,78,0,0,0,0,1,32
MUMRAKOT,264,280,238,7,1,1,0,1,105,0,1,0,1,0,4
NANIKOT,359,567,517,0,0,0,0,8,197,0,0,0,1,1,47
ODANAKU,311,290,257,10,0,1,0,5,81,0,0,0,0,0,37
PAKHA,367,319,306,2,1,0,0,0,92,0,0,0,0,0,5
PHOI MAHADEV,293,308,240,5,0,1,0,4,167,0,0,0,0,0,16
PHUKOT,332,555,413,2,0,0,1,0,365,0,0,0,0,0,10
RAKU,263,457,401,0,0,0,0,1,256,0,0,0,0,1,21
RAMANAKOT,262,354,278,2,2,0,0,10,201,0,0,0,0,0,9
RANCHULI,191,181,109,9,0,0,0,1,104,0,0,0,0,0,50
RUPSA,113,495,467,30,2,3,0,6,208,0,0,0,0,0,4
SIPKHANA,424,431,354,35,9,5,0,0,314,0,0,0,0,1,22
SIUNA,335,559,519,25,3,3,0,4,212,0,2,0,0,1,17
SUKATAYA,412,460,409,3,0,4,0,4,226,0,0,0,0,0,15
THIRPU,272,418,380,4,1,1,0,1,150,0,0,0,1,1,12
