VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
KYAKMI,79,39,40,1589,813,776,908,392,516,356,153,203,247,135,112,69,32,37,16,12,4,1,1,0,7,3,4,348,156,192,6,2,4
MAJHAKOT SIVALAYA,22,14,8,422,233,189,325,167,158,172,86,86,78,41,37,17,6,11,1,0,1,0,0,0,0,0,0,20,8,12,2,0,2
MALUNGA,21,13,8,713,371,342,546,240,306,475,209,266,202,87,115,207,104,103,73,46,27,27,26,1,8,7,1,52,28,24,11,7,4
MALYANGKOT,75,44,31,1227,626,601,764,319,445,439,213,226,279,139,140,91,46,45,30,22,8,4,3,1,1,0,1,265,128,137,8,5,3
MANAKAMANA,39,16,23,1119,550,569,761,346,415,488,249,239,157,89,68,134,71,63,49,32,17,7,2,5,2,0,2,202,118,84,25,14,11
NIBUWAKHARKA,67,43,24,1035,502,533,704,282,422,436,206,230,232,114,118,101,44,57,33,22,11,5,3,2,1,0,1,316,154,162,2,1,1
ORASTE,16,8,8,872,445,427,565,223,342,376,185,191,272,141,131,119,55,64,18,13,5,14,13,1,0,0,0,231,101,130,1,1,0
PAKWADI,149,74,75,1533,697,836,1008,379,629,545,214,331,357,169,188,146,67,79,40,28,12,7,5,2,9,6,3,236,113,123,2,0,2
PANCHAMUL,105,56,49,1262,577,685,780,356,424,390,193,197,297,158,139,146,90,56,47,29,18,8,7,1,2,2,0,25,10,15,1,1,0
PAUWEGAUDE,48,31,17,644,310,334,522,260,262,317,145,172,234,121,113,92,42,50,37,23,14,9,9,0,0,0,0,66,38,28,2,0,2
PELAKOT,159,80,79,1497,709,788,888,376,512,508,217,291,412,199,213,178,85,93,45,30,15,7,6,1,8,2,6,220,105,115,9,6,3
PELKACHAUR,22,12,10,427,225,202,326,172,154,193,94,99,57,34,23,27,21,6,4,3,1,4,3,1,0,0,0,182,89,93,1,0,1
PIDIKHOLA,160,89,71,1231,618,613,789,337,452,461,194,267,370,193,177,119,52,67,30,23,7,12,10,2,4,2,2,290,149,141,5,2,3
PUTALIBAZAR MUNICIPALITY,584,305,279,6642,3225,3417,4983,2247,2736,3565,1689,1876,2943,1487,1456,1573,782,791,768,463,305,244,208,36,14,4,10,1321,498,823,43,22,21
RANGVANG,53,28,25,643,326,317,541,263,278,309,160,149,171,97,74,48,16,32,9,6,3,5,2,3,3,2,1,123,49,74,2,1,1
RAPAKOT,120,67,53,920,439,481,602,247,355,311,150,161,262,142,120,86,41,45,13,10,3,3,3,0,1,1,0,156,70,86,3,2,1
RATNAPUR,84,42,42,1198,578,620,647,297,350,408,187,221,188,84,104,104,43,61,22,11,11,8,8,0,0,0,0,50,27,23,6,3,3
SAKHAR,91,49,42,1268,635,633,746,319,427,418,190,228,255,127,128,124,64,60,63,47,16,20,17,3,0,0,0,200,94,106,24,7,17
DARAU,49,23,26,655,286,369,385,180,205,189,105,84,178,75,103,64,32,32,24,16,8,5,5,0,0,0,0,25,11,14,0,0,0
SEKHAM,81,42,39,1305,626,679,692,317,375,311,137,174,179,93,86,81,36,45,17,15,2,0,0,0,1,1,0,87,41,46,3,0,3
SETIDOBHAN,51,24,27,745,352,393,482,203,279,340,163,177,265,144,121,138,62,76,57,36,21,22,19,3,3,0,3,213,70,143,5,1,4
SHREEKRISHNA GANDAKI,240,129,111,2071,1006,1065,1469,647,822,932,396,536,702,325,377,326,160,166,161,88,73,56,43,13,2,1,1,601,278,323,6,2,4
SIRSEKOT,34,15,19,873,430,443,568,248,320,417,205,212,285,139,146,85,33,52,29,20,9,4,4,0,0,0,0,60,31,29,8,3,5
SWOREK,108,61,47,1176,561,615,795,333,462,588,213,375,338,158,180,190,100,90,45,26,19,15,14,1,5,1,4,245,125,120,4,2,2
TAKSAR,7,4,3,549,260,289,379,174,205,229,111,118,116,62,54,35,20,15,12,9,3,1,1,0,0,0,0,14,7,7,6,2,4
THULADIHI,36,17,19,771,392,379,509,243,266,337,164,173,231,116,115,114,53,61,40,30,10,7,7,0,3,2,1,125,59,66,0,0,0
THUMPOKHARA,39,26,13,1310,632,678,841,386,455,706,287,419,411,202,209,244,107,137,97,51,46,25,20,5,0,0,0,111,69,42,3,3,0
TINDOBATE,103,48,55,1199,550,649,724,315,409,397,171,226,346,190,156,147,72,75,22,17,5,2,2,0,0,0,0,281,111,170,4,3,1
TULSIBHANJYANG,97,52,45,1120,543,577,869,353,516,503,202,301,367,182,185,205,98,107,52,35,17,12,12,0,0,0,0,177,93,84,0,0,0
WALING MUNICIPALITY,339,187,152,5682,2802,2880,3865,1748,2117,3110,1412,1698,2447,1258,1189,1539,758,781,468,285,183,187,160,27,8,3,5,547,239,308,64,29,35
BANGSING DEURALI,50,30,20,505,229,276,327,141,186,236,105,131,193,89,104,91,41,50,22,15,7,13,13,0,1,0,1,155,62,93,1,1,0
YALADI,63,27,36,456,248,208,305,137,168,162,80,82,117,68,49,26,15,11,7,4,3,3,3,0,0,0,0,43,19,24,2,0,2
INSTITUTIONAL,2,2,0,136,114,22,358,345,13,228,206,22,198,193,5,56,54,2,13,11,2,9,8,1,0,0,0,3,2,1,0,0,0
