VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
ALAMADEVI,55,16,39,1072,505,567,606,291,315,557,259,298,278,140,138,121,44,77,34,24,10,9,7,2,0,0,0,187,86,101,7,5,2
ARJUN CHAUPARI,65,36,29,1590,761,829,1017,458,559,565,269,296,436,227,209,196,86,110,75,48,27,10,9,1,2,2,0,299,173,126,32,19,13
ARUCHAUR,54,33,21,739,333,406,427,201,226,231,113,118,281,140,141,112,60,52,37,29,8,14,12,2,2,0,2,63,37,26,6,5,1
ARUKHARKA,44,22,22,734,360,374,585,245,340,315,155,160,302,147,155,165,86,79,37,26,11,9,8,1,2,1,1,231,107,124,6,3,3
BAGEFADKE,3,2,1,295,147,148,182,92,90,118,44,74,77,39,38,21,9,12,5,5,0,2,1,1,0,0,0,26,12,14,0,0,0
BAHAKOT,38,20,18,379,196,183,287,150,137,213,108,105,130,68,62,46,22,24,14,9,5,6,4,2,0,0,0,79,25,54,0,0,0
BENETHOK DEURALI,96,58,38,966,452,514,631,278,353,381,194,187,105,51,54,68,31,37,18,13,5,7,7,0,0,0,0,181,88,93,4,3,1
BHATKHOLA,53,28,25,366,184,182,244,97,147,153,72,81,154,80,74,56,26,30,11,8,3,4,3,1,1,1,0,93,30,63,3,1,2
BICHARI CHAUTARA,10,3,7,463,243,220,318,134,184,276,131,145,209,98,111,108,54,54,19,15,4,18,14,4,0,0,0,101,37,64,0,0,0
BIRGHA,89,52,37,1192,594,598,804,341,463,506,212,294,404,210,194,173,75,98,56,34,22,17,13,4,3,2,1,226,126,100,2,0,2
BIRUWA ARCHALE,44,24,20,757,378,379,558,267,291,376,179,197,157,83,74,67,39,28,18,10,8,10,7,3,0,0,0,37,23,14,4,1,3
CHANDI BHANJYANG,93,49,44,893,410,483,775,329,446,484,225,259,250,124,126,87,42,45,23,15,8,3,2,1,0,0,0,256,137,119,0,0,0
CHAPAKOT,65,36,29,1164,549,615,767,332,435,527,243,284,312,150,162,142,86,56,50,31,19,17,15,2,0,0,0,112,51,61,2,0,2
CHHANGCHHANGDI,34,23,11,565,264,301,504,241,263,330,165,165,218,131,87,113,60,53,38,27,11,6,6,0,1,1,0,252,111,141,0,0,0
CHILAUNEBAS,24,13,11,609,292,317,430,190,240,328,169,159,211,113,98,121,56,65,23,18,5,11,9,2,0,0,0,125,50,75,3,1,2
CHINNEBAS,54,23,31,1216,582,634,795,345,450,431,223,208,245,123,122,112,54,58,23,17,6,7,6,1,0,0,0,253,151,102,86,33,53
MAGYAM CHISAPANI,66,33,33,1095,511,584,778,372,406,424,207,217,281,144,137,111,58,53,22,13,9,5,5,0,0,0,0,119,67,52,4,2,2
CHITRE BHANJYANG,73,33,40,893,423,470,569,256,313,304,145,159,155,82,73,60,33,27,18,15,3,5,5,0,0,0,0,221,103,118,13,4,9
DARSING DAHATHUM,129,63,66,1688,824,864,1184,501,683,895,371,524,453,220,233,256,120,136,106,65,41,28,23,5,0,0,0,281,82,199,63,33,30
DHAPUK SIMAL BHANJYANG,39,16,23,923,455,468,632,285,347,333,157,176,152,72,80,84,40,44,20,16,4,5,4,1,0,0,0,259,117,142,14,4,10
FAPARTHUM,47,24,23,418,202,216,348,154,194,261,133,128,234,103,131,119,49,70,35,21,14,9,9,0,1,1,0,167,97,70,1,0,1
FEDIKHOLA,123,72,51,1276,598,678,976,435,541,661,300,361,603,307,296,307,140,167,100,57,43,19,18,1,7,3,4,491,228,263,3,2,1
JAGAT BHANJYANG,61,39,22,975,497,478,524,230,294,397,182,215,198,105,93,105,50,55,23,18,5,7,6,1,1,1,0,134,53,81,3,0,3
JAGATRADEVI,159,90,69,2350,1199,1151,1595,717,878,1214,566,648,625,333,292,490,235,255,171,94,77,77,59,18,7,4,3,225,81,144,5,2,3
KALIKAKOT,94,42,52,1203,592,611,710,305,405,378,176,202,206,117,89,91,50,41,21,14,7,3,2,1,6,4,2,264,146,118,3,1,2
KOLMA BARAHACHAUR,21,13,8,379,190,189,263,124,139,194,100,94,132,67,65,46,22,24,15,11,4,5,5,0,0,0,0,141,70,71,0,0,0
KEWARE BHANJYANG,28,16,12,773,400,373,448,201,247,250,105,145,216,85,131,54,23,31,4,2,2,7,7,0,2,1,1,91,55,36,11,7,4
KHILUNG DEURALI,99,61,38,1108,505,603,691,295,396,388,200,188,280,148,132,144,74,70,83,54,29,19,17,2,2,1,1,136,66,70,7,2,5
KICHANASH,70,31,39,1098,541,557,898,401,497,532,278,254,294,169,125,123,64,59,50,36,14,9,8,1,4,2,2,288,108,180,12,6,6
KUWAKOT,80,42,38,1030,470,560,776,344,432,398,156,242,301,161,140,80,46,34,22,16,6,8,8,0,1,1,0,152,84,68,2,0,2
