VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BIRUWA ARCHALE,2624,1157,1467,2011,997,1014,22,9,13,588,150,438,3,1,2,76.63871951219512,86.17113223854797,69.12065439672801
CHANDI BHANJYANG,3641,1516,2125,2792,1294,1498,41,19,22,806,203,603,2,0,2,76.6822301565504,85.35620052770449,70.49411764705881
CHAPAKOT,4249,1770,2479,3138,1483,1655,37,14,23,1073,273,800,1,0,1,73.85267121675689,83.78531073446328,66.76079064138766
CHHANGCHHANGDI,2626,1166,1460,2036,1014,1022,35,21,14,553,130,423,2,1,1,77.53236862147753,86.9639794168096,70
CHILAUNEBAS,2513,1064,1449,1882,911,971,35,19,16,594,134,460,2,0,2,74.89056904098686,85.6203007518797,67.01173222912354
CHINNEBAS,4337,1875,2462,3165,1532,1633,114,48,66,1034,288,746,24,7,17,72.97671201291215,81.70666666666668,66.32818846466287
MAGYAM CHISAPANI,3902,1651,2251,2872,1396,1476,172,75,97,858,180,678,0,0,0,73.60328036904151,84.55481526347668,65.57085739671257
CHITRE BHANJYANG,3199,1342,1857,2266,1078,1188,58,27,31,872,236,636,3,1,2,70.8346358236949,80.32786885245902,63.97415185783522
DARSING DAHATHUM,6015,2521,3494,5055,2290,2765,63,30,33,895,200,695,2,1,1,84.03990024937656,90.83696945656486,79.1356611333715
DHAPUK SIMAL BHANJYANG,3352,1395,1957,2447,1158,1289,92,37,55,809,199,610,4,1,3,73.00119331742243,83.01075268817203,65.8661216147164
FAPARTHUM,2225,930,1295,1626,784,842,18,10,8,581,136,445,0,0,0,73.07865168539325,84.3010752688172,65.01930501930502
FEDIKHOLA,5730,2401,3329,4523,2136,2387,79,25,54,1127,240,887,1,0,1,78.93542757417103,88.96293211162016,71.70321417843196
JAGAT BHANJYANG,3019,1283,1736,2398,1166,1232,16,8,8,604,108,496,1,1,0,79.430274925472,90.88074824629774,70.96774193548387
JAGATRADEVI,8086,3673,4413,6834,3340,3494,130,54,76,1120,279,841,2,0,2,84.51644818204304,90.93384154641983,79.17516428733288
KALIKAKOT,3816,1658,2158,2926,1428,1498,30,13,17,860,217,643,0,0,0,76.67714884696016,86.12786489746684,69.41612604263206
KOLMA BARAHACHAUR,1581,659,922,1167,584,583,105,33,72,308,42,266,1,0,1,73.81404174573055,88.61911987860395,63.232104121475054
KEWARE BHANJYANG,2629,1100,1529,1862,894,968,42,18,24,722,186,536,3,2,1,70.8254089007227,81.27272727272728,63.30935251798561
KHILUNG DEURALI,3952,1667,2285,2936,1413,1523,28,14,14,977,238,739,11,2,9,74.2914979757085,84.76304739052189,66.65207877461707
KICHANASH,4436,1907,2529,3363,1639,1724,38,10,28,1035,258,777,0,0,0,75.81154192966638,85.94651284740429,68.16923685251088
KUWAKOT,3721,1513,2208,2824,1312,1512,59,23,36,837,178,659,1,0,1,75.89357699543133,86.71513549239921,68.47826086956522
KYAKMI,4851,2071,2780,3604,1729,1875,45,26,19,1190,311,879,12,5,7,74.29396000824572,83.4862385321101,67.44604316546763
MAJHAKOT SIVALAYA,1449,632,817,1044,547,497,5,3,2,400,82,318,0,0,0,72.04968944099379,86.5506329113924,60.83231334149327
MALUNGA,2992,1312,1680,2317,1130,1187,50,23,27,622,158,464,3,1,2,77.43983957219251,86.1280487804878,70.65476190476191
MALYANGKOT,4224,1742,2482,3127,1512,1615,77,18,59,1020,212,808,0,0,0,74.02935606060606,86.79678530424799,65.06849315068493
MANAKAMANA,4067,1759,2308,2953,1472,1481,95,43,52,1018,244,774,1,0,1,72.60880255716744,83.68391131324616,64.1681109185442
NIBUWAKHARKA,3553,1509,2044,2923,1363,1560,17,7,10,613,139,474,0,0,0,82.26850548831973,90.3247183565275,76.32093933463796
ORASTE,3235,1345,1890,2467,1180,1287,78,26,52,690,139,551,0,0,0,76.2596599690881,87.73234200743495,68.0952380952381
PAKWADI,5351,2126,3225,3984,1729,2255,115,61,54,1252,336,916,0,0,0,74.4533732012708,81.32643461900282,69.92248062015504
PANCHAMUL,4189,1781,2408,2971,1429,1542,90,43,47,1128,309,819,0,0,0,70.9238481737885,80.235822571589,64.03654485049833
PAUWEGAUDE,2667,1111,1556,1955,968,987,55,26,29,655,117,538,2,0,2,73.30333708286464,87.12871287128714,63.4318766066838
PELAKOT,5141,2161,2980,3829,1761,2068,75,38,37,1237,362,875,0,0,0,74.47967321532775,81.49005090236003,69.39597315436241
PELKACHAUR,1718,755,963,1237,648,589,17,7,10,463,100,363,1,0,1,72.0023282887078,85.82781456953641,61.163032191069576
PIDIKHOLA,4532,1943,2589,3376,1615,1761,48,21,27,1106,307,799,2,0,2,74.49249779346867,83.11888831703551,68.01853997682502
PUTALIBAZAR MUNICIPALITY,28324,12288,16036,22586,10892,11694,323,116,207,5405,1277,4128,10,3,7,79.7415619262816,88.63932291666666,72.92342229982539
RANGVANG,2675,1139,1536,1873,932,941,88,41,47,712,166,546,2,0,2,70.01869158878505,81.82616330114135,61.263020833333336
RAPAKOT,3477,1463,2014,2402,1136,1266,41,18,23,1024,308,716,10,1,9,69.08254242162783,77.64866712235133,62.85998013902682
RATNAPUR,3558,1492,2066,2707,1277,1430,21,7,14,830,208,622,0,0,0,76.08206857785272,85.58981233243968,69.21587608906098
SAKHAR,4218,1774,2444,3171,1530,1641,83,41,42,960,203,757,4,0,4,75.1778093883357,86.24577226606539,67.14402618657938
DARAU,2106,870,1236,1551,724,827,24,13,11,530,132,398,1,1,0,73.64672364672364,83.2183908045977,66.9093851132686
SEKHAM,3773,1572,2201,2693,1275,1418,34,13,21,1046,284,762,0,0,0,71.3755632122979,81.10687022900763,64.42526124488869
SETIDOBHAN,2838,1187,1651,2317,1072,1245,17,5,12,504,110,394,0,0,0,81.64200140944327,90.31171019376579,75.40884312537855
SHREEKRISHNA GANDAKI,8148,3517,4631,6542,3059,3483,150,63,87,1450,395,1055,6,0,6,80.28964162984782,86.9775376741541,75.21053768084647
SIRSEKOT,3259,1376,1883,2335,1117,1218,68,28,40,850,230,620,6,1,5,71.64774470696533,81.17732558139535,64.68401486988847
SWOREK,4704,1875,2829,3474,1572,1902,35,13,22,1195,290,905,0,0,0,73.85204081632652,83.84,67.2322375397667
TAKSAR,1908,795,1113,1330,643,687,83,35,48,495,117,378,0,0,0,69.70649895178197,80.88050314465409,61.725067385444746
THULADIHI,2952,1254,1698,2131,1064,1067,48,24,24,771,165,606,2,1,1,72.18834688346884,84.84848484848484,62.83863368669023
THUMPOKHARA,4970,2094,2876,3721,1747,1974,328,135,193,919,211,708,2,1,1,74.8692152917505,83.42884431709646,68.63699582753824
TINDOBATE,4237,1766,2471,3123,1428,1695,116,44,72,992,292,700,6,2,4,73.70781213122493,80.86070215175538,68.59571023876973
TULSIBHANJYANG,4103,1738,2365,3399,1569,1830,11,5,6,693,164,529,0,0,0,82.84182305630027,90.27617951668586,77.3784355179704
WALING MUNICIPALITY,22223,9850,12373,18158,8827,9331,423,170,253,3631,849,2782,11,4,7,81.70814021509247,89.61421319796953,75.41420835690616
BANGSING DEURALI,2178,888,1290,1557,703,854,36,18,18,585,167,418,0,0,0,71.48760330578511,79.16666666666666,66.2015503875969
YALADI,1601,698,903,1170,595,575,24,10,14,406,93,313,1,0,1,73.0793254216115,85.24355300859598,63.67663344407531
INSTITUTIONAL,1044,961,83,1003,935,68,8,8,0,33,18,15,0,0,0,96.0727969348659,97.29448491155047,81.92771084337349
