VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
ALAMADEVI,3544,1485,2059,2915,1374,1541,37,15,22,588,95,493,4,1,3,82.25169300225733,92.52525252525253,74.84215638659543
ARJUN CHAUPARI,5744,2478,3266,4269,2079,2190,76,32,44,1397,366,1031,2,1,1,74.32103064066852,83.89830508474576,67.05450091855481
ARUCHAUR,2692,1124,1568,1936,943,993,24,9,15,730,171,559,2,1,1,71.91679049034175,83.89679715302492,63.329081632653065
ARUKHARKA,3129,1320,1809,2418,1154,1264,23,10,13,687,156,531,1,0,1,77.2770853307766,87.42424242424242,69.87285793255943
BAGEFADKE,1014,418,596,729,351,378,7,3,4,278,64,214,0,0,0,71.89349112426035,83.97129186602871,63.42281879194631
BAHAKOT,1595,689,906,1177,596,581,39,14,25,373,76,297,6,3,3,73.79310344827587,86.5021770682148,64.1280353200883
BENETHOK DEURALI,3216,1333,1883,2425,1153,1272,43,22,21,748,158,590,0,0,0,75.40422885572139,86.49662415603902,67.55177907594265
BHATKHOLA,1513,616,897,1116,522,594,31,15,16,363,78,285,3,1,2,73.76074025115665,84.74025974025975,66.22073578595318
BICHARI CHAUTARA,2011,848,1163,1510,725,785,16,7,9,482,115,367,3,1,2,75.08702138239681,85.49528301886792,67.49785038693035
BIRGHA,4649,1937,2712,3386,1605,1781,85,44,41,1178,288,890,0,0,0,72.83286728328673,82.86009292720702,65.67109144542773
