VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BADAGAUN,3455,1655,1800,2241,1245,996,63,24,39,1150,385,765,1,1,0,64.86251808972504,75.22658610271903,55.333333333333336
BAFUKHOLA,3620,1712,1908,2270,1237,1033,114,40,74,1235,435,800,1,0,1,62.70718232044199,72.25467289719626,54.14046121593291
BAJH KANDA,2833,1328,1505,1789,997,792,195,94,101,848,237,611,1,0,1,63.14860571831981,75.07530120481928,52.624584717607966
BAME,4439,2083,2356,2578,1445,1133,104,50,54,1757,588,1169,0,0,0,58.07614327551251,69.37109937590014,48.08998302207131
BHALCHAUR,6181,3035,3146,3885,2214,1671,81,40,41,2214,781,1433,1,0,1,62.85390713476784,72.9489291598023,53.11506675143038
CHANDE,4544,2128,2416,1803,995,808,411,209,202,2329,924,1405,1,0,1,39.67869718309859,46.75751879699248,33.443708609271525
CHHAYACHHETRA,5118,2204,2914,3603,1825,1778,88,34,54,1424,345,1079,3,0,3,70.39859320046892,82.80399274047187,61.015785861358964
DAMACHAUR,5413,2590,2823,3780,2046,1734,122,61,61,1509,482,1027,2,1,1,69.83188619988915,78.996138996139,61.424017003188105
DANDAGAUN,4145,1833,2312,3160,1560,1600,137,65,72,747,195,552,101,13,88,76.23642943305187,85.1063829787234,69.20415224913495
DARMAKOT,4728,2276,2452,2740,1509,1231,115,54,61,1871,713,1158,2,0,2,57.95262267343486,66.30052724077329,50.20391517128875
DEVSTHAL,4220,1946,2274,2712,1489,1223,105,46,59,1398,409,989,5,2,3,64.26540284360189,76.5159301130524,53.78188214599824
DHAJARI PIPAL,5169,2490,2679,3121,1799,1322,268,116,152,1777,575,1202,3,0,3,60.379183594505704,72.24899598393574,49.34677118327734
DHAKADAM,6509,3129,3380,4081,2254,1827,191,102,89,2237,773,1464,0,0,0,62.697803041941924,72.03579418344519,54.053254437869825
DHANWANG,4988,2397,2591,3420,1852,1568,160,84,76,1408,461,947,0,0,0,68.56455493183641,77.26324572382144,60.517174835970664
HIWALCHA,3513,1582,1931,2209,1162,1047,200,88,112,1101,330,771,3,2,1,62.88072872189012,73.45132743362832,54.22061108234075
JIMALI,3260,1659,1601,2108,1215,893,116,51,65,1036,393,643,0,0,0,64.66257668711657,73.23688969258589,55.77763897564022
KABHRECHAUR,4694,2396,2298,3029,1760,1269,161,79,82,1503,557,946,1,0,1,64.52918619514274,73.45575959933221,55.22193211488251
KAJERI,4708,2173,2535,3049,1658,1391,221,107,114,1433,407,1026,5,1,4,64.76210705182667,76.30004601932812,54.871794871794876
KALAGAUN,6126,2873,3253,4006,2171,1835,256,106,150,1856,592,1264,8,4,4,65.3934051583415,75.56561085972851,56.409468183215495
KALIMATI KALCHE,5728,2792,2936,3520,1963,1557,334,178,156,1872,650,1222,2,1,1,61.452513966480446,70.3080229226361,53.03133514986376
KALIMATI RAMPUR,6057,2870,3187,4133,2262,1871,148,63,85,1765,544,1221,11,1,10,68.23509988443124,78.81533101045297,58.707248195795415
KARAGITHI,2550,1143,1407,1662,870,792,123,63,60,765,210,555,0,0,0,65.17647058823529,76.11548556430446,56.28997867803838
KAVRA,3149,1450,1699,1875,989,886,179,64,115,1088,394,694,7,3,4,59.54271197205462,68.20689655172414,52.14832254267216
KHALANGA,7061,3390,3671,5458,2951,2507,387,169,218,1136,255,881,80,15,65,77.29783316810651,87.05014749262537,68.29201852356306
KORBANG JHIMPE,5434,2325,3109,3319,1650,1669,115,52,63,1993,620,1373,7,3,4,61.078395288921605,70.96774193548387,53.682856223866196
KOTBARA,6089,3038,3051,3930,2244,1686,289,124,165,1870,670,1200,0,0,0,64.54261783544096,73.86438446346281,55.26057030481809
KOTMALA,4499,2133,2366,3119,1699,1420,34,16,18,1346,418,928,0,0,0,69.32651700377862,79.6530707923113,60.01690617075233
KUPINDE DAHA,6180,2977,3203,3242,1824,1418,207,100,107,2710,1042,1668,21,11,10,52.45954692556635,61.269734632180054,44.270995941305024
LAXMIPUR,3797,1828,1969,2258,1259,999,243,126,117,1293,443,850,3,0,3,59.46800105346326,68.8730853391685,50.73641442356526
LEKHPOKHARA,3186,1457,1729,2291,1181,1110,94,47,47,799,228,571,2,1,1,71.9083490269931,81.0569663692519,64.19895893580104
MAJH KANDA,4692,2318,2374,2543,1453,1090,170,91,79,1976,773,1203,3,1,2,54.19863597612958,62.683347713546155,45.914069081718615
MARKE,3747,1760,1987,2301,1285,1016,256,117,139,1181,353,828,9,5,4,61.40912730184147,73.01136363636364,51.13236034222446
MARMAPARIKANDA,4117,1952,2165,2613,1419,1194,205,96,109,1299,437,862,0,0,0,63.46854505708039,72.69467213114754,55.150115473441105
MULKHOLA,4884,2348,2536,2693,1568,1125,145,60,85,2046,720,1326,0,0,0,55.13923013923014,66.78023850085178,44.36119873817035
NIGALCHULA,2012,959,1053,1336,737,599,48,25,23,627,197,430,1,0,1,66.40159045725646,76.85088633993743,56.88509021842355
PHALAWANG,4942,2279,2663,3331,1754,1577,73,36,37,1534,487,1047,4,2,2,67.40186159449615,76.96358051777096,59.218926023282016
PIPAL NETA,2024,957,1067,1462,792,670,20,6,14,542,159,383,0,0,0,72.23320158102767,82.75862068965517,62.79287722586692
RIM,3750,1779,1971,2797,1480,1317,28,11,17,925,288,637,0,0,0,74.58666666666667,83.19280494659921,66.81887366818874
SAIJUWAL TAKURA,3079,1370,1709,2210,1150,1060,160,77,83,709,143,566,0,0,0,71.77655082819096,83.94160583941606,62.0245757753072
SARPANI GARPA,4239,2037,2202,2562,1382,1180,49,23,26,1626,631,995,2,1,1,60.438782731776364,67.84486990672558,53.58764759309719
SIBARATHA,5931,2830,3101,3906,2115,1791,41,16,25,1980,699,1281,4,0,4,65.85735963581185,74.73498233215548,57.75556272170268
SIDDHESWAR,4649,2250,2399,2916,1642,1274,192,90,102,1529,512,1017,12,6,6,62.72316627231663,72.97777777777777,53.10546060858691
SINWANG,3082,1447,1635,1888,1008,880,126,53,73,1067,385,682,1,1,0,61.258922777417254,69.66136834830684,53.822629969418955
SUIKOT,5002,2294,2708,2626,1427,1199,271,117,154,2102,748,1354,3,2,1,52.49900039984007,62.20575414123801,44.276218611521415
SYANIKHAL,4098,1830,2268,2834,1458,1376,147,61,86,1116,311,805,1,0,1,69.15568570034164,79.67213114754098,60.670194003527335
THARMARE,8128,3931,4197,5584,3093,2491,147,59,88,2397,779,1618,0,0,0,68.7007874015748,78.68226914271177,59.35191803669287
TRIBENI,4318,1967,2351,2876,1504,1372,69,37,32,1373,426,947,0,0,0,66.6049096804076,76.46161667513981,58.35814547001276
INSTITUTIONAL,728,716,12,707,700,7,0,0,0,21,16,5,0,0,0,97.11538461538461,97.76536312849163,58.333333333333336
