VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
AANPTAR,3967,1840,2127,2605,1367,1238,142,63,79,1219,410,809,1,0,1,65.66675069321906,74.29347826086956,58.20404325340856
BALAMTA,2061,953,1108,1412,734,678,2,0,2,647,219,428,0,0,0,68.51043182920911,77.01993704092341,61.191335740072205
BARAHA,2549,1214,1335,1579,854,725,76,43,33,893,317,576,1,0,1,61.94586112200863,70.34596375617792,54.30711610486891
BARRE,4012,1888,2124,2373,1271,1102,234,115,119,1403,502,901,2,0,2,59.14755732801596,67.31991525423729,51.88323917137476
BANSBOTE,2017,951,1066,1219,652,567,132,50,82,665,249,416,1,0,1,60.43629152206247,68.55941114616193,53.189493433395874
BASHAHA,9222,4098,5124,6486,3140,3346,263,142,121,2471,816,1655,2,0,2,70.33181522446324,76.62274280136651,65.30054644808743
BELTAR,12649,5655,6994,9431,4701,4730,277,131,146,2939,822,2117,2,1,1,74.55925369594434,83.12997347480106,67.62939662567915
BHUTTAR,2738,1284,1454,1920,1019,901,38,11,27,780,254,526,0,0,0,70.12417823228634,79.3613707165109,61.96698762035764
CHAUDANDI,3466,1651,1815,2287,1222,1065,116,49,67,1062,380,682,1,0,1,65.98384304673975,74.01574803149606,58.67768595041323
DUMRE,2073,941,1132,1476,769,707,63,28,35,534,144,390,0,0,0,71.20115774240232,81.72157279489905,62.455830388692576
HADIYA,10199,4559,5640,7163,3637,3526,258,121,137,2777,800,1977,1,1,0,70.23237572311011,79.77626672515903,62.51773049645391
HARDENI,3078,1476,1602,1963,1050,913,165,81,84,949,344,605,1,1,0,63.77517868745939,71.13821138211382,56.99126092384519
INAME,2909,1330,1579,1726,927,799,245,119,126,937,284,653,1,0,1,59.33310415950498,69.69924812030075,50.60164661177961
JALPACHILAUNE,3471,1637,1834,2354,1263,1091,40,23,17,1075,350,725,2,1,1,67.81907231345433,77.15332926084301,59.48745910577971
JANTE,1950,922,1028,1199,628,571,65,34,31,683,260,423,3,0,3,61.48717948717949,68.11279826464208,55.54474708171207
JOGIDAHA,5975,2722,3253,3992,2081,1911,124,66,58,1854,572,1282,5,3,2,66.81171548117155,76.45113886847906,58.745773132493085
KATARI,17412,8187,9225,12468,6605,5863,472,194,278,4466,1386,3080,6,2,4,71.60578911095796,80.67668254549896,63.55555555555556
KATUNJE BABALA,5230,2503,2727,3211,1669,1542,178,95,83,1841,739,1102,0,0,0,61.39579349904398,66.67998401917698,56.54565456545655
KHANBU,3886,1873,2013,2454,1301,1153,54,26,28,1378,546,832,0,0,0,63.1497683993824,69.46075814201815,57.27769498261301
LAPHAGAUN,2569,1238,1331,1728,914,814,33,20,13,806,304,502,2,0,2,67.26352666407163,73.82875605815832,61.15702479338842
LEKHANI,2922,1413,1509,1828,988,840,90,45,45,1004,380,624,0,0,0,62.559890485968516,69.92215145081387,55.666003976143145
LEKHGAUN,2174,973,1201,1368,694,674,118,55,63,688,224,464,0,0,0,62.92548298068077,71.32579650565262,56.11990008326395
LIMPATAR,2338,1092,1246,1339,715,624,62,31,31,934,346,588,3,0,3,57.27117194183062,65.47619047619048,50.08025682182986
MAINAMAINI,4655,2153,2502,3024,1556,1468,36,20,16,1595,577,1018,0,0,0,64.9624060150376,72.27124941941477,58.6730615507594
