VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,66557,317532,149712,167820,4.770828012079871,89.20986771540936
AANPTAR,862,4494,2118,2376,5.213457076566125,89.14141414141415
BALAMTA,472,2298,1070,1228,4.86864406779661,87.13355048859935
BARAHA,538,2904,1383,1521,5.397769516728625,90.92702169625247
BARRE,851,4482,2120,2362,5.266745005875441,89.75444538526672
BANSBOTE,431,2266,1080,1186,5.25754060324826,91.06239460370995
BASHAHA,2240,10106,4520,5586,4.511607142857143,80.91657715717866
BELTAR,3128,13812,6247,7565,4.415601023017903,82.57766027759419
BHUTTAR,635,3039,1447,1592,4.785826771653543,90.89195979899498
CHAUDANDI,756,3882,1858,2024,5.134920634920635,91.79841897233202
DUMRE,471,2357,1085,1272,5.004246284501062,85.29874213836479
HADIYA,2355,11331,5118,6213,4.811464968152866,82.37566393046836
HARDENI,706,3457,1671,1786,4.896600566572238,93.56103023516238
INAME,587,3256,1493,1763,5.546848381601363,84.68519568916619
JALPACHILAUNE,807,3864,1847,2017,4.788104089219331,91.57164105106594
JANTE,412,2180,1053,1127,5.29126213592233,93.43389529724934
JOGIDAHA,1451,6665,3083,3582,4.593383873190903,86.06923506420993
KATARI,4178,19284,9129,10155,4.615605552896122,89.89660265878877
KATUNJE BABALA,1065,5790,2814,2976,5.436619718309859,94.55645161290323
KHANBU,782,4350,2110,2240,5.562659846547315,94.19642857142857
LAPHAGAUN,562,2918,1408,1510,5.192170818505338,93.24503311258279
LEKHANI,686,3259,1594,1665,4.7507288629737605,95.73573573573574
LEKHGAUN,480,2429,1091,1338,5.060416666666667,81.53961136023916
LIMPATAR,504,2698,1274,1424,5.353174603174603,89.46629213483146
MAINAMAINI,971,5163,2399,2764,5.3171987641606595,86.794500723589
NAMETAR,416,2192,1052,1140,5.269230769230769,92.28070175438596
OKHALE,507,2722,1275,1447,5.368836291913215,88.1133379405667
PACHCHAWATI,1973,9282,4451,4831,4.704510897110999,92.13413371972676
POKHARI,656,3208,1499,1709,4.890243902439025,87.71211234640141
RAUTA,1535,7630,3655,3975,4.970684039087948,91.9496855345912
RISKU,1788,7859,3615,4244,4.395413870246085,85.17907634307257
RUPATAR,683,3665,1833,1832,5.366032210834553,100.05458515283843
SAUNE,518,2678,1271,1407,5.1698841698841695,90.33404406538736
SHORUNG CHHABISE,718,3755,1847,1908,5.229805013927576,96.80293501048219
SIDDHIPUR,779,3770,1764,2006,4.839537869062901,87.93619142572282
SIRISE,795,4409,2083,2326,5.545911949685535,89.55288048151333
SUNDARPUR,1261,5673,2575,3098,4.498810467882633,83.11814073595868
TAMLICHHA,463,2344,1076,1268,5.0626349892008635,84.85804416403786
TAPESWORI,2206,10152,4586,5566,4.601994560290118,82.39310097017606
TAWASHREE,1154,5750,2714,3036,4.982668977469671,89.39393939393939
THANAGAU,446,2490,1237,1253,5.582959641255606,98.72306464485236
THOKSILA,4688,21281,9806,11475,4.539462457337884,85.45533769063181
TRIBENI,1864,8839,4113,4726,4.741952789699571,87.02920016927635
TRIYUGA MUNICIPALITY,15926,70000,32910,37090,4.3953283938214245,88.73011593421407
VALAYADANDA,1730,8860,4131,4729,5.121387283236994,87.35462042715162
MAYANKHU,478,2586,1256,1330,5.410041841004184,94.4360902255639
