VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
AANPTAR,329,530,472,38,1,2,0,35,154,0,0,1,0,4,3
BALAMTA,144,328,301,25,0,0,1,7,191,0,0,0,0,0,0
BARAHA,205,316,292,8,0,0,0,8,127,0,0,1,0,0,17
BARRE,338,512,411,16,8,2,1,5,273,1,1,1,0,1,1
BANSBOTE,152,276,214,6,0,2,0,9,153,0,1,0,0,0,3
BASHAHA,292,1929,919,1078,68,49,4,126,1612,7,120,688,7,72,19
BELTAR,319,2771,1494,1704,202,104,12,183,2420,9,230,1356,8,243,38
BHUTTAR,241,378,301,25,0,1,0,9,213,0,1,0,1,0,16
CHAUDANDI,270,481,354,45,0,4,0,7,363,1,9,36,0,0,5
DUMRE,159,311,241,11,1,1,0,1,211,0,1,1,0,0,1
HADIYA,300,2023,1066,1065,75,36,1,74,1663,4,139,1184,5,19,32
HARDENI,190,506,363,28,0,1,0,1,348,0,1,1,0,0,10
INAME,265,297,268,13,0,1,0,16,145,0,0,0,0,0,25
JALPACHILAUNE,234,565,309,60,96,12,1,33,435,1,23,28,0,14,8
JANTE,147,259,235,6,0,1,0,3,116,0,0,0,0,0,6
JOGIDAHA,208,1243,562,690,4,19,0,24,1056,22,66,856,2,15,0
KATARI,594,3565,1457,1330,1024,134,34,314,3103,36,318,1042,27,386,19
KATUNJE BABALA,308,749,474,57,0,1,3,3,585,1,8,36,0,0,8
KHANBU,278,499,411,51,2,5,0,13,282,1,2,7,0,0,5
LAPHAGAUN,219,343,316,7,0,0,0,11,141,0,0,0,0,0,0
LEKHANI,193,489,384,76,0,1,0,5,339,1,5,3,1,0,4
LEKHGAUN,108,372,362,9,0,1,0,15,50,0,0,0,0,0,0
LIMPATAR,162,336,301,5,0,0,0,4,159,0,0,1,0,0,6
MAINAMAINI,197,768,605,111,0,1,1,1,546,0,10,38,0,0,6
NAMETAR,127,285,282,12,1,0,0,4,77,0,0,0,0,0,4
OKHALE,184,323,270,1,0,0,0,5,177,0,1,0,0,0,0
PACHCHAWATI,519,1439,923,171,3,9,1,18,1161,2,23,32,0,0,15
POKHARI,212,436,351,27,4,1,0,20,274,0,2,1,3,0,8
RAUTA,565,966,497,85,268,25,1,123,734,0,66,100,10,30,4
RISKU,583,1199,755,197,7,10,0,28,893,1,10,37,0,8,6
RUPATAR,217,444,410,6,0,1,0,11,191,0,0,0,0,0,22
SAUNE,114,382,307,64,1,2,0,16,191,0,0,0,0,0,22
SHORUNG CHHABISE,267,444,409,19,0,2,0,43,137,0,1,0,0,0,7
SIDDHIPUR,177,602,362,183,66,16,3,9,475,1,29,203,2,14,0
SIRISE,344,445,358,42,1,1,0,1,247,0,2,0,0,0,6
SUNDARPUR,159,1096,541,523,26,18,9,17,907,4,70,825,67,21,6
TAMLICHHA,169,293,284,7,0,0,0,3,189,0,0,0,0,0,1
TAPESWORI,230,1975,920,1013,42,31,3,32,1740,28,104,1390,19,14,1
TAWASHREE,494,655,487,70,6,9,0,12,414,0,1,64,1,0,5
THANAGAU,182,264,254,13,1,0,0,0,97,0,0,0,0,0,0
THOKSILA,946,3660,2140,938,10,20,3,78,3112,10,151,1062,24,3,82
TRIBENI,332,1501,786,529,242,39,5,98,1214,16,72,253,4,42,31
TRIYUGA MUNICIPALITY,1584,14185,6723,6272,4035,932,217,1078,12630,123,1808,5920,91,1206,157
VALAYADANDA,490,1188,844,83,0,2,0,20,885,0,13,58,0,1,52
MAYANKHU,183,295,255,29,0,1,0,2,148,0,1,1,0,0,0
