VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BAGESWORI,5046,2440,2606,3928,2173,1755,169,73,96,938,191,747,11,3,8,77.84383670233849,89.05737704918033,67.34458940905603
BALKOT,14755,7375,7380,12879,6938,5941,192,71,121,1681,366,1315,3,0,3,87.28566587597425,94.07457627118644,80.50135501355014
BHAKTAPUR MUNICIPALITY,76695,38376,38319,62283,34531,27752,1037,456,581,13336,3375,9961,39,14,25,81.20868374731077,89.98071711486345,72.42360186852476
CHANGUNARAYAN,5790,2771,3019,4344,2396,1948,216,95,121,1227,279,948,3,1,2,75.02590673575129,86.46697942980873,64.52467704537926
CHHALING,7584,3535,4049,5742,3097,2645,84,34,50,1756,403,1353,2,1,1,75.7120253164557,87.6096181046676,65.3247715485305
CHITAPOL,5255,2558,2697,3986,2264,1722,23,6,17,1236,287,949,10,1,9,75.85156993339677,88.50664581704457,63.84872080088988
DADHIKOT,10859,5426,5433,8901,4976,3925,200,86,114,1758,364,1394,0,0,0,81.96887374528042,91.70659786214522,72.24369593226578
DUWAKOT,9727,4920,4807,7986,4452,3534,187,85,102,1520,368,1152,34,15,19,82.10136732805593,90.48780487804878,73.51778656126481
GUNDU,5368,2568,2800,4302,2348,1954,59,25,34,1007,195,812,0,0,0,80.14157973174366,91.43302180685359,69.78571428571428
JHAUKHEL,7275,3660,3615,5672,3205,2467,175,77,98,1424,378,1046,4,0,4,77.96563573883162,87.56830601092896,68.24343015214384
KAUTUNJE,18097,8947,9150,15070,8194,6876,466,171,295,2551,578,1973,10,4,6,83.27347074100679,91.58377109645691,75.14754098360655
MADHYAPUR THIMI MUNICIPALITY,77366,39679,37687,64866,36006,28860,1424,601,823,11046,3063,7983,30,9,21,83.84303182276453,90.74321429471509,76.57813038978958
NAGARKOT,4236,2029,2207,3073,1690,1383,65,35,30,1097,303,794,1,1,0,72.54485363550519,83.29226219812715,62.66425011327594
NANKHEL,5150,2516,2634,4008,2247,1761,78,34,44,1063,234,829,1,1,0,77.8252427184466,89.30842607313195,66.85649202733485
SIPADOL,9200,4518,4682,7030,3899,3131,231,125,106,1937,493,1444,2,1,1,76.41304347826086,86.29924745462594,66.87313114053823
SIRUTAR,4512,2153,2359,3615,2013,1602,103,40,63,794,100,694,0,0,0,80.11968085106383,93.49744542498838,67.9101314116151
SUDAL,6703,3099,3604,5142,2743,2399,100,49,51,1460,306,1154,1,1,0,76.71192003580487,88.51242336237496,66.56492785793563
TATHALI,5311,2521,2790,4054,2235,1819,81,24,57,1170,260,910,6,2,4,76.33214083976652,88.65529551765172,65.19713261648745
INSTITUTIONAL,5900,5168,732,5776,5119,657,6,3,3,118,46,72,0,0,0,97.89830508474576,99.05185758513932,89.75409836065575
