VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ARNAHA,552,176,119,80,3,0,0,17
AURAHI,720,226,71,119,4,0,2,11
BADGAMA,558,269,4,62,0,0,1,6
BAIRAWA,452,237,4,62,4,0,1,2
BAKDHAUWA,642,716,103,121,16,0,0,42
BAMANGAMAKATTI,947,241,29,106,1,0,0,7
BANAINIYA,440,54,117,73,1,0,4,11
BANARJHULA,470,120,100,149,2,0,5,13
BANAULA,321,165,55,68,0,0,0,7
BANAULI,509,276,136,87,26,0,0,13
BARAMJHIYA,413,311,22,74,3,0,0,82
BARSAIN (KO.),665,160,83,72,2,0,0,9
BASBALPUR,331,96,131,51,0,0,0,6
BASBITI,256,176,200,51,0,0,0,0
BATHANAHA,635,410,17,112,3,0,0,3
BELHI,538,68,9,87,2,0,2,18
BELHICHAPENA,633,221,96,121,1,0,0,33
BHAGAWATPUR,731,160,4,66,2,0,0,5
BHANGAHA,452,251,319,107,1,0,0,4
BHARDAHA,649,510,13,57,5,0,2,9
BHUTAHI,467,155,74,82,0,0,0,7
BIRPUR BARAHI,680,296,105,103,1,0,0,8
BISHAHARIYA,1059,179,39,96,5,0,0,32
BODEBARSAIEN,495,153,113,166,1,0,1,22
BORIYA,607,129,85,77,4,0,0,4
BRAHMAPUR,490,203,93,81,2,0,2,15
CHHINNAMASTA,1307,281,106,196,1,0,3,22
DADHA,662,250,41,86,0,0,6,4
DAULATPUR,460,123,382,20,5,0,0,9
DEURI,621,168,41,89,4,0,0,13
DEURIMARUWA,271,164,28,61,4,0,0,14
DHANAGADI,554,197,62,118,1,0,6,16
DHARAMPUR,348,612,67,85,0,0,1,19
DHODHANPUR,296,714,17,34,4,0,0,12
DIDHAWA,479,178,65,37,2,0,0,10
DIMAN,520,199,17,34,5,0,1,34
FAKIRA,632,107,37,72,16,0,0,10
FARSETH,332,145,35,122,0,0,1,3
FATEPUR,541,1537,121,296,4,0,2,23
FULKAHI,549,153,44,53,41,0,3,36
GAMHARIYA PARWAHA,750,146,77,74,2,0,0,21
GOBAR GADA,277,7,0,0,4,0,0,1
GOITHI,461,206,22,31,0,0,0,4
HANUMANNAGAR,545,215,10,129,13,0,3,42
HARDIYA,200,89,796,32,7,0,0,15
HARIHARPUR,386,354,62,96,3,0,0,33
HARIPUR,395,104,440,32,1,0,0,7
INARWA,507,93,4,27,1,0,1,14
INARWA FULBARIYA,544,116,175,170,7,0,0,15
ITAHARI BISHNUPUR,617,236,235,164,3,0,0,14
JAGATPUR,512,274,8,82,1,0,0,3
JAMUNIMADHEPURA,781,354,83,103,3,0,3,15
JANDAUL,178,454,181,49,1,0,0,7
JHUTAKI,554,23,27,30,1,0,0,34
JOGINIYA-1,391,280,18,26,10,0,0,13
JOGINIYA-2,575,196,14,29,2,0,0,37
KABILASH,429,171,30,84,4,0,1,23
KACHAN,588,123,9,53,7,0,7,6
KALYANPUR,375,349,540,406,7,0,3,25
KAMALPUR,637,313,27,35,0,0,0,26
KANCHANPUR,460,582,41,336,8,0,1,24
KATAIYA,634,195,41,76,12,0,1,6
KHADGAPUR,616,146,62,56,3,0,0,17
KHOJPUR,489,96,246,139,0,0,0,8
KHOKSARPARBAHA,345,193,261,90,0,0,0,8
KO. MADHEPURA,471,239,60,109,5,0,1,1
KOCHABAKHARI,807,234,77,68,12,0,0,136
KOILADI,632,91,7,142,1,0,1,0
KUSHAHA,277,127,643,185,9,0,1,11
LALAPATI,593,160,40,147,0,0,2,54
LAUNIYA,547,92,12,34,15,0,2,5
LOHAJARA,799,150,32,34,9,0,1,46
MADHAWAPUR,863,290,23,48,2,0,0,26
MADHUPATI,359,77,409,35,2,0,0,10
MAHADEVA,676,283,8,66,11,0,0,22
MAINAKADERI,360,127,11,28,9,0,1,18
MAINASAHASRABAHU,423,98,139,108,3,0,0,8
MALEKPUR,864,227,53,110,0,0,3,1
MALETH,446,255,193,198,4,0,0,46
MALHANAMA,453,59,199,53,0,0,2,16
MALHANIYA,1075,134,230,107,5,0,1,6
MANRAJA,494,286,50,65,2,0,0,5
MAUWAHA,594,69,91,107,0,0,3,20
MOHANPUR,405,282,207,217,12,0,0,15
NARDHO,971,221,47,66,1,0,0,5
NEGADA,429,264,78,89,3,0,20,6
ODRAHA,653,300,11,6,1,0,0,6
PAKARI,672,277,47,36,2,0,0,98
PANSERA,299,86,413,125,6,0,0,24
PATERWA,442,74,174,57,1,0,0,10
PATO,685,127,53,203,0,0,3,7
PATTHARGADA,498,229,132,78,2,0,21,15
PIPRA PURBA,605,160,16,14,15,0,1,8
PIPRA PASCHIM,103,104,631,24,0,0,0,10
PORTAHA,491,351,3,130,2,0,0,9
PRASABANI,740,380,75,24,2,0,0,5
RAJBIRAJ MUNICIPALITY,845,1721,664,4098,28,0,53,334
RAMNAGAR,377,55,8,22,0,0,0,8
RAMPURAMALHANIYA,849,139,36,34,124,0,0,3
RAMPURJAMUWA,518,106,93,36,0,0,1,1
RAUTAHAT,521,44,21,47,0,0,7,20
RAYAPUR,996,320,378,187,4,0,2,9
RUPNAGAR,324,566,63,89,8,0,0,13
SAMBHUNATH,575,293,238,131,10,0,0,31
SANKARPURA,566,153,10,30,5,0,13,8
SARASWOR,476,170,114,139,0,0,15,30
SIMRAHA SIGIYOUN,684,177,139,65,2,0,5,10
SISWA BEIHI,580,238,229,69,0,0,10,15
SITAPUR,265,245,254,71,1,0,1,6
TARAHI,539,136,39,87,1,0,0,42
TERAHAUTA,357,218,354,99,4,0,0,23
THELIYA,500,579,50,65,4,0,0,4
TIKULIYA,418,80,106,41,0,0,0,11
TILATHI,233,236,28,142,0,0,0,6
TRIKAULA,586,286,1,20,14,0,0,12
TOTAL,62465,27716,13602,14167,617,0,233,2264
