VDC/MUNICIPALITY,ELECTRICITY,KEROSENE,BIOGAS,SOLAR,OTHERS,NOT_STATED
ARNAHA,252,677,4,3,2,9
AURAHI,17,1105,6,20,0,5
BADGAMA,544,340,3,7,2,4
BAIRAWA,593,156,1,10,0,2
BAKDHAUWA,904,627,3,21,1,84
BAMANGAMAKATTI,854,455,3,13,1,5
BANAINIYA,58,625,5,4,0,8
BANARJHULA,350,487,4,7,0,11
BANAULA,240,365,0,2,0,9
BANAULI,3,1013,2,17,1,11
BARAMJHIYA,580,240,5,12,2,66
BARSAIN (KO.),142,835,2,8,0,4
BASBALPUR,14,549,2,4,39,7
BASBITI,349,331,0,3,0,0
BATHANAHA,150,1024,1,3,0,2
BELHI,3,686,2,11,2,20
BELHICHAPENA,405,659,2,14,0,25
BHAGAWATPUR,112,839,3,8,0,6
BHANGAHA,304,813,1,4,4,8
BHARDAHA,747,475,2,12,0,9
BHUTAHI,52,708,4,9,0,12
BIRPUR BARAHI,832,352,1,3,0,5
BISHAHARIYA,339,1028,4,14,0,25
BODEBARSAIEN,344,581,1,8,0,17
BORIYA,647,251,0,4,2,2
BRAHMAPUR,86,782,0,4,0,14
CHHINNAMASTA,472,1427,0,5,0,12
DADHA,673,338,2,29,0,7
DAULATPUR,333,626,2,30,0,8
DEURI,123,809,1,1,0,2
DEURIMARUWA,406,107,0,19,1,9
DHANAGADI,306,631,2,3,0,12
DHARAMPUR,820,303,1,0,0,8
DHODHANPUR,754,307,2,0,0,14
DIDHAWA,540,220,0,2,0,9
DIMAN,78,695,1,1,0,35
FAKIRA,5,854,2,4,0,9
FARSETH,213,419,0,2,0,4
FATEPUR,2021,445,16,19,1,22
FULKAHI,79,757,0,12,1,30
GAMHARIYA PARWAHA,103,948,2,8,0,9
GOBAR GADA,7,273,2,7,0,0
GOITHI,23,692,0,5,0,4
HANUMANNAGAR,698,207,2,5,3,42
HARDIYA,363,643,0,123,0,10
HARIHARPUR,768,93,2,40,0,31
HARIPUR,546,422,4,5,0,2
INARWA,200,425,1,18,0,3
INARWA FULBARIYA,689,319,0,6,1,12
ITAHARI BISHNUPUR,773,476,0,9,0,11
JAGATPUR,470,400,0,8,0,2
JAMUNIMADHEPURA,1011,309,4,8,1,9
JANDAUL,611,252,0,2,0,5
JHUTAKI,29,603,1,3,0,33
JOGINIYA-1,253,475,1,4,0,5
JOGINIYA-2,393,424,3,15,0,18
KABILASH,14,685,4,21,0,18
KACHAN,82,694,3,9,0,5
KALYANPUR,1176,475,4,28,1,21
KAMALPUR,427,581,2,5,0,23
KANCHANPUR,1197,217,13,6,0,19
KATAIYA,190,766,1,4,0,4
KHADGAPUR,53,829,4,4,0,10
KHOJPUR,276,675,3,10,12,2
KHOKSARPARBAHA,673,210,0,7,1,6
KO. MADHEPURA,308,569,0,7,1,1
KOCHABAKHARI,411,762,6,15,2,138
KOILADI,274,598,1,0,1,0
KUSHAHA,298,941,1,2,0,11
LALAPATI,314,619,0,10,0,53
LAUNIYA,15,685,0,6,0,1
LOHAJARA,481,555,1,12,2,20
MADHAWAPUR,328,905,2,1,0,16
MADHUPATI,354,522,1,6,0,9
MAHADEVA,317,707,3,18,0,21
MAINAKADERI,246,294,5,1,3,5
MAINASAHASRABAHU,412,341,3,16,0,7
MALEKPUR,258,990,5,4,0,1
MALETH,669,432,0,0,2,39
MALHANAMA,5,758,1,0,0,18
MALHANIYA,280,1248,5,21,1,3
MANRAJA,60,835,1,3,1,2
MAUWAHA,2,855,0,8,2,17
MOHANPUR,635,488,1,4,1,9
NARDHO,561,737,1,7,0,5
NEGADA,47,833,0,4,1,4
ODRAHA,426,535,1,8,0,7
PAKARI,299,757,3,15,0,58
PANSERA,541,393,1,2,0,16
PATERWA,5,722,4,17,0,10
PATO,157,901,5,13,1,1
PATTHARGADA,153,791,11,10,1,9
PIPRA PURBA,332,426,1,1,52,7
PIPRA PASCHIM,338,409,0,115,0,10
PORTAHA,772,199,3,2,0,10
PRASABANI,493,692,1,34,0,6
RAJBIRAJ MUNICIPALITY,7214,335,45,21,4,124
RAMNAGAR,1,457,0,5,0,7
RAMPURAMALHANIYA,245,929,1,8,0,2
RAMPURJAMUWA,514,236,0,3,0,2
RAUTAHAT,2,648,2,4,0,4
RAYAPUR,1139,730,5,16,1,5
RUPNAGAR,849,208,0,1,0,5
SAMBHUNATH,314,932,1,15,0,16
SANKARPURA,284,492,0,2,0,7
SARASWOR,261,650,1,4,0,28
SIMRAHA SIGIYOUN,208,851,1,9,0,13
SISWA BEIHI,219,896,6,7,0,13
SITAPUR,568,267,0,6,0,2
TARAHI,3,763,0,25,0,53
TERAHAUTA,500,535,1,0,0,19
THELIYA,784,412,1,2,0,3
TIKULIYA,66,571,0,7,1,11
TILATHI,413,225,0,2,0,5
TRIKAULA,603,305,0,2,1,8
TOTAL,50747,66975,277,1213,156,1696
