VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,121098,639284,313846,325438,5.2790632380386135,96.4380312071731
ARNAHA,947,5006,2442,2564,5.286166842661035,95.24180967238689
AURAHI,1153,5300,2604,2696,4.5967042497831745,96.58753709198812
BADGAMA,900,4643,2251,2392,5.158888888888889,94.10535117056857
BAIRAWA,762,4597,2315,2282,6.032808398950131,101.44609991235758
BAKDHAUWA,1640,8365,4036,4329,5.100609756097561,93.23169323169324
BAMANGAMAKATTI,1331,8068,4165,3903,6.0616078136739295,106.71278503715091
BANAINIYA,700,4012,1971,2041,5.731428571428571,96.5703086722195
BANARJHULA,859,4424,2023,2401,5.150174621653085,84.25655976676384
BANAULA,616,3388,1575,1813,5.5,86.87258687258688
BANAULI,1047,5757,2766,2991,5.498567335243553,92.47743229689067
BARAMJHIYA,905,4680,2239,2441,5.171270718232044,91.72470299057764
BARSAIN (KO.),991,5458,2691,2767,5.507568113017155,97.25334297072642
BASBALPUR,615,3151,1420,1731,5.123577235772358,82.03350664355864
BASBITI,683,3666,1710,1956,5.367496339677892,87.42331288343557
BATHANAHA,1180,5011,2486,2525,4.246610169491525,98.45544554455445
BELHI,724,4366,2144,2222,6.030386740331492,96.48964896489649
BELHICHAPENA,1105,5807,2788,3019,5.255203619909502,92.34845975488572
BHAGAWATPUR,968,5022,2535,2487,5.18801652892562,101.93003618817853
BHANGAHA,1134,6119,2919,3200,5.3959435626102294,91.21875
BHARDAHA,1245,7124,3533,3591,5.722088353413654,98.38485101642996
BHUTAHI,785,4016,1897,2119,5.115923566878981,89.52336007550731
BIRPUR BARAHI,1193,6504,3150,3354,5.451802179379715,93.91771019677996
BISHAHARIYA,1410,7120,3640,3480,5.049645390070922,104.59770114942528
BODEBARSAIEN,951,5633,2821,2812,5.923238696109358,100.32005689900427
