VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,45688,186557,87003,99554,4.083282262300823,87.39277176205879
ALAMPU,413,1803,864,939,4.365617433414044,92.01277955271566
BABARE,794,3533,1638,1895,4.449622166246852,86.43799472295515
BHEDAPU,918,3705,1596,2109,4.0359477124183005,75.67567567567568
BHIMESHWOR MUNICIPALITY,6076,22537,10489,12048,3.7091836734693877,87.06009296148738
BHIRKOT,602,2562,1163,1399,4.255813953488372,83.13080771979986
BHUSAFEDA,519,2091,955,1136,4.028901734104046,84.0669014084507
BIGU,406,1612,759,853,3.9704433497536944,88.98007033997656
BOCHA,775,2799,1182,1617,3.6116129032258066,73.09833024118738
BULUNG,510,2043,972,1071,4.0058823529411764,90.75630252100841
CHANKHU,347,1272,603,669,3.6657060518731988,90.13452914798206
CHHETRAPA,580,2447,1116,1331,4.218965517241379,83.84673178061608
CHILANKHA,661,2875,1366,1509,4.34947049924357,90.52352551358516
CHYAMA,607,2733,1266,1467,4.502471169686985,86.29856850715747
DANDAKHARKA,946,4136,1832,2304,4.372093023255814,79.51388888888889
TAMCHET DUDHPOKHARI,596,2450,1137,1313,4.110738255033557,86.5955826351866
FASKU,1117,4338,1877,2461,3.883616830796777,76.26980902072327
GAIRIMUDI,1129,4278,1977,2301,3.7891939769707705,85.91916558018254
GAURI SANKAR,287,975,464,511,3.397212543554007,90.8023483365949
GHYANG SUKATHOKAR,1032,4230,1942,2288,4.098837209302325,84.87762237762237
HAWA,381,1721,785,936,4.517060367454068,83.86752136752136
JAPHE,824,3784,1837,1947,4.592233009708738,94.35028248587571
JHULE,547,2241,1017,1224,4.096892138939671,83.08823529411765
JHYAKU,998,4637,2211,2426,4.6462925851703405,91.13767518549052
JIRI,1899,7373,3472,3901,3.8825697735650344,89.00281978979748
JUNGU,938,3882,1791,2091,4.138592750533049,85.65279770444764
KABHRE,1191,4723,2151,2572,3.9655751469353486,83.63141524105754
KALINCHOWK,541,2806,1409,1397,5.186691312384474,100.85898353614888
KATAKUTI,955,3738,1627,2111,3.9141361256544505,77.07247749881573
KHARE,432,1833,929,904,4.243055555555555,102.76548672566372
KHOPACHAGU,476,2198,1035,1163,4.617647058823529,88.99398108340499
LADUK,928,3663,1733,1930,3.947198275862069,89.79274611398964
LAKURIDANDA,924,3713,1734,1979,4.018398268398268,87.6200101061142
LAMABAGAR,536,2098,1040,1058,3.9141791044776117,98.29867674858222
LAMIDANDA,1045,4232,2063,2169,4.049760765550239,95.11295527893037
LAPILANG,1206,4942,2383,2559,4.097844112769486,93.1223134036733
MAGAPAUWA,780,2950,1339,1611,3.782051282051282,83.11607697082557
MALI,693,2749,1224,1525,3.966810966810967,80.26229508196721
MALU,584,2482,1173,1309,4.25,89.6103896103896
MARBU,331,1409,698,711,4.256797583081571,98.17158931082982
MELUNG,836,3566,1596,1970,4.26555023923445,81.01522842639594
MIRGE,879,3482,1567,1915,3.9613196814562004,81.82767624020887
NAMDU,1300,4946,2284,2662,3.8046153846153845,85.80015026296019
ORANG,488,2157,1077,1080,4.420081967213115,99.72222222222223
PAWATI,1109,4573,2049,2524,4.123534715960325,81.18066561014263
SAHARE,800,3326,1535,1791,4.1575,85.70630932439978
SAILUNGESWOR,991,4131,1851,2280,4.1685166498486375,81.1842105263158
SUNKHANI,1194,4675,2131,2544,3.9154103852596314,83.76572327044025
SUNDRAWATI,677,2766,1322,1444,4.085672082717873,91.55124653739612
SURI,734,3054,1473,1581,4.160762942779291,93.16888045540796
SUSPA KSHYAMAWATI,864,3437,1575,1862,3.978009259259259,84.58646616541353
SYAMA,440,1867,834,1033,4.243181818181818,80.73572120038722
THULOPATAL,822,3526,1611,1915,4.2895377128953776,84.12532637075718
