VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
ALAMPU,400,1,6,2,0,1,3
BABARE,781,1,9,0,0,0,3
BHEDAPU,892,14,0,7,0,1,4
BHIMESHWOR MUNICIPALITY,4350,1492,155,30,1,20,28
BHIRKOT,581,14,4,0,0,0,3
BHUSAFEDA,511,1,1,2,0,0,4
BIGU,378,2,8,1,0,0,17
BOCHA,718,35,14,0,0,1,7
BULUNG,504,4,1,0,0,0,1
CHANKHU,334,1,5,3,1,0,3
CHHETRAPA,569,4,7,0,0,0,0
CHILANKHA,652,0,2,4,0,2,1
CHYAMA,590,5,8,2,0,0,2
DANDAKHARKA,917,10,4,3,0,0,12
TAMCHET DUDHPOKHARI,583,1,5,2,0,4,1
FASKU,1071,25,16,1,0,0,4
GAIRIMUDI,1082,14,16,8,0,1,8
GAURI SANKAR,264,2,1,15,0,4,1
GHYANG SUKATHOKAR,1005,10,2,5,0,1,9
HAWA,371,5,1,3,0,1,0
JAPHE,788,22,6,8,0,0,0
JHULE,532,7,0,1,0,1,6
JHYAKU,977,1,9,1,0,0,10
JIRI,1673,120,92,0,1,2,11
JUNGU,889,4,8,6,0,0,31
KABHRE,1065,90,26,4,0,2,4
KALINCHOWK,526,2,7,0,2,1,3
KATAKUTI,897,28,18,2,0,6,4
KHARE,409,3,9,4,0,0,7
KHOPACHAGU,456,2,4,6,0,0,8
LADUK,910,9,3,2,0,0,4
LAKURIDANDA,875,29,10,4,0,4,2
LAMABAGAR,487,16,12,19,0,1,1
LAMIDANDA,977,49,16,1,0,1,1
LAPILANG,1182,4,9,7,0,0,4
MAGAPAUWA,771,2,1,1,0,3,2
MALI,630,3,39,16,3,0,2
MALU,566,6,0,10,0,0,2
MARBU,323,0,2,1,0,0,5
MELUNG,808,11,2,11,0,1,3
MIRGE,839,21,10,7,0,0,2
NAMDU,1228,31,28,8,0,2,3
ORANG,479,2,5,0,0,0,2
PAWATI,1075,22,1,1,0,0,10
SAHARE,680,106,5,6,0,0,3
SAILUNGESWOR,974,1,7,1,0,0,8
SUNKHANI,1154,15,12,5,0,0,8
SUNDRAWATI,655,3,12,0,0,0,7
SURI,716,6,2,4,0,0,6
SUSPA KSHYAMAWATI,813,16,18,10,0,0,7
SYAMA,428,1,4,5,0,0,2
THULOPATAL,772,3,43,1,1,0,2
TOTAL,42107,2276,685,240,9,60,281
