VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
AJAGABI,23,505,226,85,9,12,0,8,265,4,52,487,13,0,20
AKOLAWA,415,476,99,53,1,0,0,1,158,2,72,404,0,0,38
AURAIYA,227,1361,687,385,99,17,5,14,1052,27,132,1159,21,6,60
BADHARWA,179,614,327,163,11,1,0,6,485,3,30,514,0,2,9
BAGAHI,142,828,295,177,6,9,0,6,548,4,71,644,20,0,3
BALUWA MADANPUR,81,279,140,77,5,0,0,0,135,1,37,250,3,0,15
BAIRIYA,134,490,55,40,7,3,0,2,398,4,65,346,2,0,0
BANJARAHA,160,249,94,51,0,3,1,0,147,0,22,210,1,1,1
BARIYARPUR,295,874,493,281,4,9,6,8,366,33,89,752,0,1,21
BASANTAPATTI,163,928,589,248,3,5,2,7,556,8,107,882,4,5,5
BASATPUR,148,742,371,188,44,7,2,6,591,4,44,704,0,0,0
BASBITI JINGADIYA,214,644,206,172,29,12,4,8,428,20,75,489,21,6,20
BHALOHIYA(PIPRA),224,568,432,239,19,9,3,3,348,7,101,476,4,1,13
BHEDIYAHI,122,341,59,101,6,4,0,0,254,1,27,202,2,2,3
BIRTIPRASTOKA,41,548,287,67,7,5,0,2,392,2,40,482,1,0,56
BISHRAMPUR,160,1631,713,408,27,12,1,27,1027,12,131,1442,12,12,78
BISUNPURWA MANPUR,101,478,230,92,6,4,0,2,165,3,29,405,7,1,7
BRAHMAPURI,111,566,498,154,4,11,4,4,470,5,50,490,1,1,21
CHANDRANIGAHAPUR,585,4302,2239,2725,944,217,53,315,3061,73,514,2806,67,182,128
DEBAHI,133,856,411,147,2,6,2,9,676,16,64,716,4,1,9
DHARAMPUR,211,1158,620,86,0,4,1,2,404,4,66,1037,1,0,21
DHARHARI,74,330,146,149,6,7,2,5,247,1,39,296,2,0,36
DIPAHI,71,537,288,121,0,6,2,8,344,13,58,388,30,1,11
DUMARIYA(MATIAUNA),289,2318,871,1230,213,61,6,42,1713,17,191,1971,41,32,152
DUMRIYA(PAROHA),158,471,218,148,24,2,1,9,326,7,57,403,6,0,29
FATUHA MAHESHPUR,196,537,220,61,2,2,0,1,315,4,38,422,2,2,13
FATUWA HARSAHA,86,607,446,109,1,4,3,5,297,4,45,513,3,0,15
GADHI BHANAWANPUR,62,78,7,7,0,0,0,1,39,0,4,72,1,0,5
GAMHARIYA BIRTA,108,889,244,216,14,7,2,13,555,12,96,755,75,3,62
GAMHARIYA PARSA,407,486,167,75,3,0,0,2,264,6,31,359,19,0,16
GANGAPIPARA,87,470,371,179,24,7,0,7,262,12,66,398,3,2,7
GARUDA BAIRIYA,57,664,409,379,26,28,4,99,512,35,187,532,8,14,20
GAUR MUNICIPALITY,618,4825,2374,2343,1282,246,73,469,3358,214,878,3462,50,219,192
GEDAHIGUTHI,98,594,304,156,10,10,2,7,407,15,44,462,7,0,17
HADIRYA PALTUWA,189,439,233,23,1,2,0,0,183,2,24,361,0,0,43
HAJMINIYA,185,556,371,260,3,6,1,2,289,2,78,451,11,2,15
HATHIYAHI,17,695,446,219,10,10,2,2,336,5,72,642,7,0,47
IHARBARI JYUTAHI,57,834,395,192,11,10,0,2,461,18,84,786,9,0,35
INARUWA,108,604,374,61,0,0,0,7,411,3,39,563,0,0,5
JATAHARA,132,938,376,148,0,0,0,2,638,1,81,857,3,1,102
JAYANAGAR,305,470,102,121,18,1,2,5,368,1,35,387,1,1,21
JETHRAHIYA,150,505,168,86,0,4,0,8,399,0,25,420,25,2,9
JHUNKHUNWA,178,868,341,195,11,11,2,3,480,1,95,698,5,2,60
JINGADAWA BELBICHWA,249,640,195,135,5,8,2,2,519,15,72,406,8,1,30
JOWAHA(JOKAHA),277,831,444,39,1,1,0,2,361,12,101,719,16,0,41
JUDIBELA,144,1005,483,579,161,9,4,8,690,1,65,761,3,23,15
KAKANPUR,326,1210,580,316,21,14,1,7,496,18,116,997,11,1,83
KARKACH KARMAIYA,271,840,440,64,1,4,1,3,369,3,62,747,33,0,10
KARUNIYA,624,442,58,42,0,2,1,2,217,14,54,389,2,2,4
KATAHARIYA,363,1146,392,358,82,26,4,29,693,85,134,979,1,23,55
KHESARHIYA,184,297,74,88,0,3,0,1,54,0,38,258,0,1,53
LAXMINIYA DO.,229,1622,1023,379,8,19,4,15,1034,14,134,1358,15,3,42
LAXMIPUR (DO.),168,785,300,72,0,2,0,3,211,1,90,710,6,0,33
LAXMIPUR BELBICHAWA,70,555,115,94,1,3,0,0,124,0,30,527,3,0,9
LOKAHA,145,466,171,104,15,14,2,0,353,6,77,374,10,0,19
MADHOPUR,163,912,523,132,0,2,0,0,366,1,66,786,4,0,60
MAHAMADPUR,134,1113,390,440,80,18,1,15,872,11,135,971,2,10,30
MALAHI,38,363,241,67,2,2,0,1,116,0,22,341,4,0,7
MARYADPUR,74,705,300,106,4,2,1,1,384,2,42,649,6,0,33
MASEDAWA,91,890,504,65,6,2,0,2,434,3,64,828,21,0,40
MATHIYA,282,493,335,54,7,8,2,6,415,17,59,430,1,2,22
MATSARI,143,546,420,239,57,19,8,15,366,5,91,487,0,14,9
MITHUAWA,68,496,148,112,6,8,0,4,268,0,45,416,6,0,82
MUDWALAWA,311,677,233,169,11,7,3,3,371,4,74,548,2,0,21
NARKATIYA GUTHI,203,830,294,145,6,4,0,10,552,4,93,736,14,0,56
PACHARUKHI,214,702,428,281,0,4,0,6,451,3,66,585,4,0,27
PATAURA,159,1008,346,143,5,9,0,3,408,12,74,918,0,0,6
PATHARA BUDHARAM,98,892,470,117,4,4,1,3,536,8,44,832,25,3,17
PAURAI,460,1321,736,802,94,14,1,11,803,5,81,757,5,33,40
PIPARA POKHARIYA,110,847,416,103,2,7,1,3,356,3,54,775,9,1,0
