VDC/MUNICIPALITY,ELECTRICITY,KEROSENE,BIOGAS,SOLAR,OTHERS,NOT_STATED
AJAGABI,386,150,0,10,0,2
AKOLAWA,192,681,3,13,2,38
AURAIYA,692,935,1,2,0,18
BADHARWA,138,647,2,0,0,15
BAGAHI,340,625,0,2,0,6
BALUWA MADANPUR,326,42,0,4,0,3
BAIRIYA,226,393,1,0,1,3
BANJARAHA,190,214,1,2,1,2
BARIYARPUR,859,286,14,5,0,26
BASANTAPATTI,273,815,1,1,0,6
BASATPUR,413,470,3,1,0,3
BASBITI JINGADIYA,323,540,4,5,2,4
BHALOHIYA(PIPRA),451,341,2,5,0,6
BHEDIYAHI,180,278,0,0,7,1
BIRTIPRASTOKA,16,626,1,1,0,1
BISHRAMPUR,1063,783,1,5,1,16
BISUNPURWA MANPUR,478,96,0,3,4,5
BRAHMAPURI,368,279,1,1,1,48
CHANDRANIGAHAPUR,4057,702,15,123,92,26
DEBAHI,374,616,1,0,0,7
DHARAMPUR,606,709,3,6,0,66
DHARHARI,86,334,7,3,0,10
DIPAHI,364,252,1,1,0,1
DUMARIYA(MATIAUNA),2441,261,3,4,0,50
DUMRIYA(PAROHA),302,339,0,1,1,15
FATUHA MAHESHPUR,253,484,0,3,1,5
FATUWA HARSAHA,224,424,2,54,0,4
GADHI BHANAWANPUR,54,85,3,0,0,3
GAMHARIYA BIRTA,671,376,1,4,0,7
GAMHARIYA PARSA,236,660,1,1,1,10
GANGAPIPARA,278,281,1,3,0,1
GARUDA BAIRIYA,672,46,3,3,0,17
GAUR MUNICIPALITY,4228,1249,28,14,10,106
GEDAHIGUTHI,412,289,3,1,0,4
HADIRYA PALTUWA,129,528,0,1,0,13
HAJMINIYA,407,347,0,0,0,2
HATHIYAHI,415,324,0,2,0,18
IHARBARI JYUTAHI,171,748,0,0,0,7
INARUWA,129,585,0,1,0,2
JATAHARA,215,909,1,0,0,47
JAYANAGAR,363,400,2,2,0,29
JETHRAHIYA,511,149,0,1,0,3
JHUNKHUNWA,506,582,6,1,0,11
JINGADAWA BELBICHWA,363,545,0,4,0,7
JOWAHA(JOKAHA),92,1025,1,5,4,22
JUDIBELA,1009,48,1,26,71,9
KAKANPUR,710,787,2,38,4,78
KARKACH KARMAIYA,9,1095,0,6,0,11
KARUNIYA,262,787,0,3,0,18
KATAHARIYA,313,1236,0,1,1,13
KHESARHIYA,255,276,0,1,1,1
LAXMINIYA DO.,478,1253,7,134,13,8
LAXMIPUR (DO.),480,490,0,8,0,8
LAXMIPUR BELBICHAWA,244,377,3,0,0,10
LOKAHA,259,363,1,1,0,6
MADHOPUR,651,458,0,1,0,25
MAHAMADPUR,701,551,1,1,0,23
MALAHI,228,177,1,0,0,2
MARYADPUR,161,612,2,4,0,33
MASEDAWA,208,784,1,4,0,24
MATHIYA,336,411,1,28,1,20
MATSARI,424,265,2,3,0,4
MITHUAWA,137,451,1,0,45,12
MUDWALAWA,394,605,1,1,0,8
NARKATIYA GUTHI,342,690,2,3,2,50
PACHARUKHI,444,492,1,0,0,6
PATAURA,507,638,0,3,0,25
PATHARA BUDHARAM,374,603,1,3,0,26
PAURAI,1486,299,3,4,1,28
PIPARA POKHARIYA,258,679,0,1,0,19
PIPARIYA(DOSTIYA),503,219,2,3,0,4
PIPARIYA(PAROHA),216,927,4,8,0,22
PIPRA BHAGWANPUR,296,579,0,0,0,5
PIPRA RAJBARA,301,745,1,1,0,7
POTHIYAHI,292,681,1,4,1,10
PRATAPPUR PALTUWA,312,999,0,1,0,38
PREMPUR GUNAHI,719,323,1,1,0,18
RAGHUNATHPUR,797,115,0,0,0,3
RAJDEVI,46,703,1,1,0,3
RAJPUR FARHADAWA,567,1963,10,22,3,24
RAJPUR TULSI,371,489,4,10,0,3
RAMOLI BAIRIYA,539,357,1,0,0,21
RAMPUR KHAP,459,273,2,0,0,42
RANGAPUR,168,1517,3,237,10,10
SAKHUAWA,173,581,1,0,0,4
SAKHUWA DHAMAURA,1262,524,1,5,7,58
SAMANPUR,722,553,1,3,2,9
SANGRAMPUR,394,511,1,3,0,6
SANTAPUR(DOSTIYA),186,884,1,1,0,17
SANTPUR(MATIAUN),2151,497,3,1,2,32
SARMUJAWA,606,804,1,8,0,20
SARUATHA,810,450,1,4,0,22
SAUNARANIYA,98,732,1,1,0,6
SHITALPUR BAIRGANIA,2,1021,2,11,0,30
SIMARA BHAWANIPUR,1108,316,6,7,0,54
TEJAPAKAR,171,587,3,71,6,32
TENGRAHA,255,612,1,4,0,5
TOTAL,49667,53839,201,979,298,1668
