VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
AJAGABI,120,7,6,413,1,0,0,1
AKOLAWA,225,31,5,625,0,0,5,38
AURAIYA,960,16,20,609,0,0,25,18
BADHARWA,206,4,4,500,8,0,65,15
BAGAHI,606,3,3,314,0,0,41,6
BALUWA MADANPUR,163,1,2,203,1,0,2,3
BAIRIYA,65,11,0,479,0,0,66,3
BANJARAHA,401,6,1,0,0,0,0,2
BARIYARPUR,425,39,6,683,4,0,7,26
BASANTAPATTI,164,40,8,848,3,0,27,6
BASATPUR,334,43,22,487,0,0,1,3
BASBITI JINGADIYA,234,51,10,576,1,1,1,4
BHALOHIYA(PIPRA),554,17,35,105,2,0,86,6
BHEDIYAHI,171,7,0,286,0,0,1,1
BIRTIPRASTOKA,627,17,0,0,0,0,0,1
BISHRAMPUR,1589,19,0,244,0,0,1,16
BISUNPURWA MANPUR,228,6,0,342,0,0,5,5
BRAHMAPURI,598,12,5,35,0,0,0,48
CHANDRANIGAHAPUR,4452,39,401,11,86,0,0,26
DEBAHI,202,12,2,773,1,0,1,7
DHARAMPUR,90,20,2,1205,3,1,3,66
DHARHARI,98,11,3,312,6,0,0,10
DIPAHI,240,2,14,350,0,0,12,1
DUMARIYA(MATIAUNA),2385,4,34,95,190,0,0,51
DUMRIYA(PAROHA),251,7,7,377,0,0,1,15
FATUHA MAHESHPUR,283,12,2,418,1,0,25,5
FATUWA HARSAHA,473,6,10,172,43,0,0,4
GADHI BHANAWANPUR,4,3,0,135,0,0,0,3
GAMHARIYA BIRTA,659,11,0,380,1,0,1,7
GAMHARIYA PARSA,290,14,0,388,1,0,206,10
GANGAPIPARA,511,6,20,26,0,0,0,1
GARUDA BAIRIYA,549,2,115,55,1,0,2,17
GAUR MUNICIPALITY,3193,95,1145,1071,7,3,14,107
GEDAHIGUTHI,78,11,7,333,1,0,275,4
HADIRYA PALTUWA,215,14,0,428,0,0,1,13
HAJMINIYA,551,29,13,160,0,0,0,3
HATHIYAHI,572,4,1,162,2,0,0,18
IHARBARI JYUTAHI,398,17,11,489,0,0,4,7
INARUWA,102,11,0,595,0,0,7,2
JATAHARA,254,27,2,796,4,0,41,48
JAYANAGAR,378,14,0,374,1,0,0,29
JETHRAHIYA,319,2,0,341,0,0,0,2
JHUNKHUNWA,234,12,4,766,2,0,77,11
JINGADAWA BELBICHWA,566,5,2,328,0,0,11,7
JOWAHA(JOKAHA),224,31,0,852,8,0,12,22
JUDIBELA,1101,0,8,0,42,3,1,9
KAKANPUR,1499,13,2,4,22,1,0,78
KARKACH KARMAIYA,340,13,2,751,3,0,1,11
KARUNIYA,276,29,2,744,1,0,0,18
KATAHARIYA,1133,20,11,345,3,0,39,13
KHESARHIYA,23,6,1,502,0,0,1,1
LAXMINIYA DO.,1715,18,16,76,60,0,0,8
LAXMIPUR (DO.),973,0,0,4,0,0,1,8
LAXMIPUR BELBICHAWA,162,22,2,438,0,0,0,10
LOKAHA,74,9,1,536,2,0,2,6
MADHOPUR,73,14,2,1018,2,0,1,25
MAHAMADPUR,625,7,20,602,0,0,0,23
MALAHI,252,15,0,125,0,0,14,2
MARYADPUR,120,5,0,654,0,0,0,33
MASEDAWA,775,18,0,204,0,0,0,24
MATHIYA,186,40,5,449,1,0,96,20
MATSARI,487,15,74,116,2,0,0,4
MITHUAWA,86,21,0,522,1,0,4,12
MUDWALAWA,38,29,10,919,3,0,2,8
NARKATIYA GUTHI,265,9,0,640,2,0,123,50
PACHARUKHI,154,7,5,693,0,0,78,6
PATAURA,438,13,6,691,0,0,0,25
PATHARA BUDHARAM,313,15,5,648,0,0,0,26
PAURAI,1700,3,34,4,52,0,0,28
PIPARA POKHARIYA,76,19,3,806,2,0,32,19
PIPARIYA(DOSTIYA),67,3,14,626,6,1,10,4
PIPARIYA(PAROHA),354,89,4,654,5,0,49,22
PIPRA BHAGWANPUR,677,14,2,157,0,0,25,5
PIPRA RAJBARA,867,15,0,163,3,0,0,7
POTHIYAHI,601,27,9,338,2,0,2,10
PRATAPPUR PALTUWA,1264,12,0,35,1,0,0,38
PREMPUR GUNAHI,293,5,3,725,3,1,14,18
RAGHUNATHPUR,818,11,0,82,1,0,0,3
RAJDEVI,197,7,4,541,1,0,1,3
RAJPUR FARHADAWA,1032,62,7,1091,11,0,362,24
RAJPUR TULSI,335,19,5,499,1,0,15,3
RAMOLI BAIRIYA,884,11,1,2,0,0,0,20
RAMPUR KHAP,339,11,1,368,1,0,14,42
RANGAPUR,1885,27,8,7,7,1,0,10
SAKHUAWA,153,28,1,568,3,0,2,4
SAKHUWA DHAMAURA,1362,26,0,404,0,0,7,58
SAMANPUR,1261,10,3,7,0,0,0,9
SANGRAMPUR,240,16,1,650,1,0,1,6
SANTAPUR(DOSTIYA),836,16,4,211,4,1,0,17
SANTPUR(MATIAUN),2467,26,38,1,123,1,0,30
SARMUJAWA,1094,26,13,285,0,0,1,20
SARUATHA,591,5,2,664,3,0,0,22
SAUNARANIYA,328,19,6,453,5,0,21,6
SHITALPUR BAIRGANIA,59,11,0,960,6,0,0,30
SIMARA BHAWANIPUR,1412,19,0,3,3,0,0,54
TEJAPAKAR,84,10,2,723,1,0,18,32
TENGRAHA,243,12,4,607,1,0,5,5
TOTAL,57868,1648,2263,40456,768,14,1968,1667
