VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
AANPPIPAL,173,946,734,534,61,3,0,6,730,0,1,0,0,6,4
AARU ARBANG,251,739,624,61,3,2,0,1,468,0,1,7,0,0,8
AARU CHANAUTE,107,935,578,522,338,47,13,105,810,6,58,32,4,95,27
AARUPOKHARI,213,864,737,87,3,2,0,6,631,0,2,0,0,0,2
ASRANG,97,713,568,325,1,7,0,6,650,1,7,2,0,7,21
BAGUWA,25,443,380,219,1,1,0,5,306,0,5,2,0,3,26
BAKRANG,133,658,550,406,0,6,0,3,546,0,1,1,0,1,2
MIRKOT,190,1187,938,667,4,4,1,5,1012,0,9,2,3,10,11
BHUMLICHOK,113,572,523,81,14,3,0,2,321,0,3,0,0,1,0
BIHI,120,88,87,1,0,0,0,2,0,0,0,0,2,0,0
BORLANG,147,1014,921,334,42,7,3,25,774,1,13,3,1,12,18
BUNGKOT,136,1398,1102,638,169,10,1,10,1194,0,13,8,1,6,67
CHHEKAMPAR,104,155,118,95,24,0,0,3,0,0,0,0,0,0,4
CHHOPRAK,209,1278,1082,624,47,10,3,31,825,1,11,1,3,1,44
CHUMCHET,138,124,123,5,4,0,0,1,11,0,0,0,0,0,4
CHYANGLI,239,1277,938,536,85,14,3,25,1105,1,17,18,0,10,16
DARBUNG,147,607,561,66,4,2,0,9,395,2,0,2,1,0,9
DEURALI,103,1261,877,643,320,49,9,22,1094,2,62,52,0,82,58
DHAWA,69,763,657,136,4,3,0,9,600,0,3,0,1,1,49
DHUNWAKOT,158,950,711,395,11,17,1,2,748,0,13,6,0,11,2
FINAM,97,667,489,400,3,6,2,3,604,1,11,2,0,4,2
FUJEL,180,931,782,318,81,3,0,24,744,3,6,0,0,4,42
GAIKHUR,148,1103,817,600,124,8,1,18,932,2,6,9,1,23,25
GANKHU,177,516,448,206,55,3,0,1,301,0,3,1,1,8,1
GHAIRUNG,168,768,521,410,118,6,0,9,591,0,3,0,0,1,30
GHYACHOK,100,315,260,24,0,1,0,0,215,0,0,0,0,0,1
GHYALCHOK,163,1090,696,211,384,13,1,26,756,4,10,7,1,12,45
GUMDA,209,321,291,11,0,1,0,15,153,0,0,0,0,1,5
HANSAPUR,155,750,635,132,19,7,0,21,488,1,8,3,0,0,19
HARMI,117,767,646,339,25,5,1,13,612,0,1,4,0,4,23
JAUBARI,123,592,546,147,4,1,0,5,415,0,1,1,0,0,25
KASHIGAUN,147,263,163,59,0,0,0,0,189,0,0,1,0,0,4
KERABARI,124,448,384,54,0,1,0,0,333,0,0,1,0,0,0
KERAUJA,319,450,423,75,7,2,0,5,64,0,0,0,0,0,4
KHARIBOT,73,441,422,86,6,0,0,2,230,0,0,0,0,0,24
KHOPLANG,235,1146,858,619,30,7,6,8,974,1,8,6,0,10,6
LAPRAK,161,368,300,15,12,0,0,4,204,0,0,1,0,1,0
LAPU,188,244,216,5,0,1,0,6,137,0,0,0,1,0,18
LHO,187,69,68,4,0,0,0,5,1,0,0,0,0,1,0
MAKAISING,108,435,301,211,49,8,0,10,293,5,3,2,0,17,9
MANAKAMANA,126,1236,925,689,287,54,19,84,1139,5,15,7,2,134,30
MANBU,451,893,734,144,8,2,1,3,459,0,0,1,0,4,44
MASEL,218,792,684,140,4,5,0,0,622,1,16,1,0,8,5
MUCHHOK,227,636,505,201,13,4,0,4,464,0,1,0,0,7,36
NAMJUNG,61,722,656,171,214,2,2,9,628,1,12,7,0,6,26
NARESHWOR,166,836,652,494,220,5,0,4,685,0,7,0,0,1,24
PALUNGTAR,235,1866,1320,1096,527,47,8,55,1515,6,33,54,5,83,7
PANCHKHUWA DEURALI,87,443,420,82,1,1,0,3,320,0,4,2,0,0,0
PANDRUNG,113,546,469,95,2,2,1,2,408,0,6,1,0,0,5
GORKHA MUNICIPALITY,486,8174,6609,5319,3323,713,226,1032,7299,93,559,142,25,746,133
PROK,127,51,50,4,0,0,0,3,0,0,0,0,0,0,9
SAMAGAUN,98,99,87,10,1,5,1,5,4,0,0,0,26,0,0
SAURPANI,342,916,773,181,14,3,0,4,547,0,3,0,0,0,67
SHREENATHKOT,89,648,476,220,0,2,0,1,509,0,0,0,0,0,34
SIMJUNG,153,682,533,107,0,0,0,0,435,0,0,0,0,0,6
SIRDIBAS,259,311,163,42,3,5,1,5,278,0,0,1,0,2,2
SWARA,226,529,460,12,0,0,0,0,301,0,2,0,0,0,30
TAKLUNG,133,974,839,328,75,6,0,2,864,1,6,13,0,5,14
TAKUKOT,191,698,560,130,9,4,1,14,492,0,3,0,0,0,13
TAKUMAJH LAKURIBOT,137,409,319,27,0,1,0,0,327,1,0,0,0,0,8
TANDRANG,132,899,775,243,31,17,2,11,736,0,6,2,0,4,7
TANGLICHOK,105,676,543,225,70,1,1,9,446,0,2,2,0,1,21
TAPLE,94,1001,913,586,33,7,1,5,836,0,11,2,0,3,25
THALAJUNG,88,593,466,245,10,1,0,2,429,3,1,0,0,0,0
THUMI,250,812,747,64,2,7,2,32,416,0,4,2,0,0,18
UHIYA,198,226,212,4,1,0,0,1,72,0,0,0,3,0,3
BARPAK,376,678,413,310,394,7,4,21,263,1,4,2,0,3,15
