VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
KERABARI,2238,992,1246,1400,722,678,6,2,4,832,268,564,0,0,0,62.55585344057194,72.78225806451613,54.41412520064205
KERAUJA,2878,1275,1603,1233,664,569,122,63,59,1522,548,974,1,0,1,42.842251563585826,52.07843137254902,35.495945102932005
KHARIBOT,2239,1035,1204,1618,840,778,37,17,20,582,177,405,2,1,1,72.26440375167485,81.15942028985508,64.61794019933555
KHOPLANG,4749,2051,2698,3215,1608,1607,52,21,31,1481,422,1059,1,0,1,67.6984628342809,78.40078010726475,59.56263899184581
LAPRAK,1933,849,1084,930,483,447,137,59,78,864,306,558,2,1,1,48.11174340403518,56.8904593639576,41.23616236162362
LAPU,1627,697,930,636,304,332,174,78,96,813,312,501,4,3,1,39.09035033804548,43.6154949784792,35.6989247311828
LHO,616,275,341,185,122,63,2,0,2,429,153,276,0,0,0,30.032467532467532,44.36363636363637,18.475073313782993
MAKAISING,2099,984,1115,1285,689,596,62,32,30,750,261,489,2,2,0,61.21962839447356,70.02032520325203,53.45291479820627
MANAKAMANA,5751,2643,3108,4251,2174,2077,73,36,37,1422,431,991,5,2,3,73.91757955138237,82.25501324252743,66.82754182754182
MANBU,5389,2375,3014,2572,1398,1174,84,33,51,2733,944,1789,0,0,0,47.72685099276303,58.86315789473684,38.951559389515594
MASEL,3523,1433,2090,2443,1127,1316,48,17,31,1031,289,742,1,0,1,69.34430882770366,78.64619678995115,62.96650717703349
MUCHHOK,3481,1587,1894,2087,1093,994,177,67,110,1217,427,790,0,0,0,59.95403619649527,68.8720856962823,52.48152059134108
NAMJUNG,2821,1226,1595,1747,869,878,55,29,26,1018,328,690,1,0,1,61.9283941864587,70.88091353996737,55.04702194357367
NARESHWOR,3413,1413,2000,2325,1119,1206,59,29,30,1026,263,763,3,2,1,68.12188690301787,79.19320594479831,60.3
PALUNGTAR,7458,3108,4350,5480,2611,2869,105,44,61,1872,453,1419,1,0,1,73.47814427460445,84.009009009009,65.95402298850574
PANCHKHUWA DEURALI,1938,799,1139,1346,619,727,1,0,1,591,180,411,0,0,0,69.45304437564499,77.47183979974969,63.82791922739245
PANDRUNG,2349,1008,1341,1678,815,863,36,23,13,634,169,465,1,1,0,71.43465304384846,80.85317460317461,64.35495898583147
GORKHA MUNICIPALITY,29683,13240,16443,23418,11379,12039,511,222,289,5740,1636,4104,14,3,11,78.89364282585993,85.9441087613293,73.21656632001459
PROK,522,250,272,171,113,58,19,10,9,332,127,205,0,0,0,32.758620689655174,45.2,21.323529411764707
SAMAGAUN,516,242,274,218,138,80,13,6,7,283,97,186,2,1,1,42.248062015503876,57.02479338842975,29.1970802919708
SAURPANI,5322,2300,3022,2851,1401,1450,250,110,140,2210,780,1430,11,9,2,53.57008643367155,60.91304347826087,47.98146922567836
SHREENATHKOT,2876,1265,1611,2039,1016,1023,68,25,43,767,224,543,2,0,2,70.8970792767733,80.31620553359684,63.50093109869647
SIMJUNG,3355,1556,1799,2234,1175,1059,78,24,54,1042,357,685,1,0,1,66.58718330849479,75.51413881748073,58.866036687048364
SIRDIBAS,2199,1016,1183,872,510,362,55,27,28,1271,479,792,1,0,1,39.6543883583447,50.196850393700785,30.600169061707522
SWARA,3329,1475,1854,1735,896,839,96,40,56,1498,539,959,0,0,0,52.1177530790027,60.7457627118644,45.25350593311758
TAKLUNG,4545,1974,2571,3268,1589,1679,62,29,33,1213,356,857,2,0,2,71.9031903190319,80.49645390070921,65.30532866588877
TAKUKOT,3566,1522,2044,2464,1199,1265,43,13,30,1059,310,749,0,0,0,69.09702748177229,78.77792378449409,61.88845401174168
TAKUMAJH LAKURIBOT,2066,865,1201,1489,712,777,39,17,22,533,133,400,5,3,2,72.07163601161665,82.3121387283237,64.69608659450458
TANDRANG,3942,1659,2283,2705,1292,1413,45,23,22,1192,344,848,0,0,0,68.61998985286657,77.87823990355636,61.89224704336399
TANGLICHOK,3099,1392,1707,2039,1038,1001,52,21,31,1005,331,674,3,2,1,65.79541787673443,74.56896551724138,58.64089045108377
TAPLE,4118,1733,2385,2825,1343,1482,81,48,33,1212,342,870,0,0,0,68.60126274890723,77.49567224466244,62.13836477987421
THALAJUNG,2528,1144,1384,1749,897,852,31,16,15,748,231,517,0,0,0,69.18512658227847,78.4090909090909,61.5606936416185
THUMI,4072,1791,2281,2457,1200,1257,167,63,104,1447,528,919,1,0,1,60.33889980353635,67.00167504187606,55.1074090311267
UHIYA,1639,732,907,819,457,362,9,4,5,810,271,539,1,0,1,49.96949359365467,62.431693989071036,39.911797133406836
BARPAK,4453,1932,2521,2430,1181,1249,227,120,107,1785,628,1157,11,3,8,54.5699528407815,61.12836438923396,49.54383181277271
INSTITUTIONAL,2110,1689,421,2066,1656,410,6,1,5,38,32,6,0,0,0,97.91469194312796,98.04618117229128,97.38717339667458
