VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
AANPPIPAL,3728,1557,2171,2577,1269,1308,96,48,48,1054,239,815,1,1,0,69.1255364806867,81.5028901734104,60.248733302625524
AARU ARBANG,4139,1796,2343,2447,1199,1248,99,38,61,1593,559,1034,0,0,0,59.12056052186519,66.75946547884188,53.26504481434059
AARU CHANAUTE,3964,1790,2174,3014,1538,1476,79,25,54,871,227,644,0,0,0,76.0343087790111,85.92178770949721,67.89328426862924
AARUPOKHARI,4162,1808,2354,2611,1249,1362,63,24,39,1487,535,952,1,0,1,62.73426237385872,69.08185840707965,57.8589634664401
ASRANG,3152,1309,1843,2084,960,1124,198,95,103,869,254,615,1,0,1,66.11675126903553,73.33842627960276,60.9875203472599
BAGUWA,1833,802,1031,1243,611,632,80,38,42,510,153,357,0,0,0,67.81232951445718,76.18453865336659,61.299709020368574
BAKRANG,2790,1177,1613,2042,962,1080,17,8,9,730,206,524,1,1,0,73.18996415770609,81.73322005097707,66.95598264104153
MIRKOT,4847,2195,2652,3138,1622,1516,130,54,76,1578,519,1059,1,0,1,64.74107695481742,73.89521640091115,57.16440422322775
BHUMLICHOK,3219,1494,1725,1898,960,938,19,6,13,1300,528,772,2,0,2,58.962410686548616,64.2570281124498,54.3768115942029
BIHI,550,255,295,181,115,66,49,23,26,320,117,203,0,0,0,32.90909090909091,45.09803921568628,22.372881355932204
BORLANG,4656,2084,2572,3165,1619,1546,162,66,96,1326,398,928,3,1,2,67.97680412371135,77.68714011516315,60.10886469673405
BUNGKOT,5754,2360,3394,3754,1711,2043,118,54,64,1880,594,1286,2,1,1,65.24157108098714,72.5,60.19446081319977
CHHEKAMPAR,853,423,430,289,199,90,72,38,34,489,185,304,3,1,2,33.88042203985932,47.04491725768322,20.930232558139537
CHHOPRAK,5460,2408,3052,3372,1724,1648,171,73,98,1914,611,1303,3,0,3,61.75824175824176,71.59468438538205,53.997378768020965
CHUMCHET,823,384,439,128,80,48,38,22,16,657,282,375,0,0,0,15.552855407047387,20.833333333333336,10.933940774487471
CHYANGLI,5698,2436,3262,3904,1856,2048,136,56,80,1655,524,1131,3,0,3,68.51526851526852,76.19047619047619,62.7835683629675
DARBUNG,3130,1401,1729,1940,965,975,138,56,82,1052,380,672,0,0,0,61.980830670926515,68.87937187723054,56.390977443609025
DEURALI,5043,2213,2830,3804,1862,1942,120,48,72,1118,303,815,1,0,1,75.43129089827484,84.139177586986,68.62190812720847
DHAWA,3240,1336,1904,2090,978,1112,76,34,42,1073,324,749,1,0,1,64.50617283950618,73.20359281437125,58.40336134453782
DHUNWAKOT,3888,1672,2216,2696,1305,1391,69,33,36,1119,334,785,4,0,4,69.34156378600824,78.05023923444976,62.770758122743686
FINAM,2824,1172,1652,1924,935,989,63,30,33,837,207,630,0,0,0,68.13031161473087,79.77815699658703,59.866828087167065
FUJEL,4330,1804,2526,2785,1326,1459,71,30,41,1473,448,1025,1,0,1,64.31870669745959,73.50332594235033,57.759303246239114
GAIKHUR,4584,1987,2597,3162,1561,1601,136,61,75,1284,365,919,2,0,2,68.97905759162303,78.56064418721691,61.64805544859453
GANKHU,2738,1221,1517,1792,919,873,27,8,19,919,294,625,0,0,0,65.44923301680059,75.26617526617527,57.54779169413315
GHAIRUNG,3707,1543,2164,2493,1153,1340,144,63,81,1068,326,742,2,1,1,67.25114647963312,74.72456254050552,61.92236598890942
GHYACHOK,1774,791,983,1175,588,587,32,11,21,565,192,373,2,0,2,66.23449830890642,74.33628318584071,59.71515768056969
GHYALCHOK,5563,2568,2995,4094,2065,2029,148,61,87,1318,442,876,3,0,3,73.59338486428186,80.41277258566979,67.74624373956595
GUMDA,2059,928,1131,1174,626,548,43,18,25,842,284,558,0,0,0,57.01796988829528,67.45689655172413,48.4526967285588
HANSAPUR,3374,1500,1874,2374,1215,1159,91,37,54,908,248,660,1,0,1,70.36158861885004,81,61.84631803628602
HARMI,3180,1360,1820,2257,1107,1150,102,38,64,821,215,606,0,0,0,70.9748427672956,81.3970588235294,63.18681318681318
JAUBARI,2765,1237,1528,1883,958,925,56,25,31,825,254,571,1,0,1,68.10126582278481,77.44543249797898,60.53664921465969
KASHIGAUN,1588,735,853,654,368,286,68,32,36,866,335,531,0,0,0,41.183879093198996,50.06802721088436,33.528722157092616
