VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
AANPPIPAL,994,4,25,0,98,0,0,2
AARU ARBANG,979,5,6,0,4,0,0,4
AARU CHANAUTE,555,6,416,1,81,1,3,6
AARUPOKHARI,1035,10,11,0,23,0,0,0
ASRANG,742,0,58,0,26,1,0,4
BAGUWA,468,1,17,0,7,0,0,1
BAKRANG,759,1,18,0,13,1,0,1
MIRKOT,1324,0,33,1,30,0,0,0
BHUMLICHOK,679,1,4,0,1,0,0,0
BIHI,201,0,0,0,0,0,0,7
BORLANG,1065,2,35,0,72,0,0,5
BUNGKOT,1405,2,88,0,83,0,0,23
CHHEKAMPAR,261,0,0,0,0,0,0,2
CHHOPRAK,1251,4,63,0,201,0,0,12
CHUMCHET,262,2,0,0,0,0,1,1
CHYANGLI,1356,2,38,0,132,2,0,2
DARBUNG,727,4,17,0,11,0,2,2
DEURALI,1019,4,213,2,177,2,1,4
DHAWA,869,2,6,0,0,0,1,3
DHUNWAKOT,945,2,38,3,120,2,0,0
FINAM,739,1,15,0,11,0,0,0
FUJEL,1016,0,39,1,84,6,0,7
GAIKHUR,1129,0,76,1,66,1,2,1
GANKHU,657,4,13,0,19,0,0,1
GHAIRUNG,877,1,43,0,38,0,0,7
GHYACHOK,411,1,0,0,0,0,0,4
GHYALCHOK,1067,4,78,0,135,8,0,6
GUMDA,534,0,0,0,0,0,1,0
HANSAPUR,852,24,43,0,1,1,0,3
HARMI,763,1,21,0,119,1,0,2
JAUBARI,700,2,26,0,9,0,0,3
KASHIGAUN,413,0,1,0,0,0,0,0
KERABARI,559,2,9,0,2,0,0,0
KERAUJA,773,0,0,0,0,0,0,0
KHARIBOT,534,0,1,0,0,0,0,3
KHOPLANG,1344,3,14,0,23,0,0,3
LAPRAK,526,0,1,0,0,0,0,2
LAPU,432,1,1,0,0,0,2,14
LHO,248,7,1,0,0,0,0,0
MAKAISING,469,1,40,0,41,0,0,1
MANAKAMANA,1049,8,282,0,38,1,3,11
MANBU,1372,4,8,2,1,0,0,1
MASEL,886,3,79,0,46,0,1,0
MUCHHOK,881,2,11,0,2,0,0,3
NAMJUNG,732,0,54,0,22,1,0,0
NARESHWOR,925,0,44,0,51,0,0,6
PALUNGTAR,1490,7,393,0,210,4,0,4
PANCHKHUWA DEURALI,503,6,16,1,2,0,0,2
PANDRUNG,629,7,25,0,1,0,0,2
GORKHA MUNICIPALITY,3698,59,4534,5,425,1,34,37
PROK,180,0,0,0,0,0,0,7
SAMAGAUN,193,0,0,3,0,1,0,0
SAURPANI,1304,9,4,0,3,0,1,4
SHREENATHKOT,754,0,13,0,0,0,0,4
SIMJUNG,811,12,4,0,11,0,1,2
SIRDIBAS,569,1,1,0,0,0,0,1
SWARA,774,4,5,0,0,0,0,2
TAKLUNG,1067,2,32,0,12,1,0,7
TAKUKOT,876,3,11,0,11,0,0,1
TAKUMAJH LAKURIBOT,544,4,3,0,3,0,0,0
TANDRANG,990,1,34,0,12,0,0,1
TANGLICHOK,755,8,17,0,17,1,0,4
TAPLE,1023,1,28,0,58,0,0,10
THALAJUNG,667,0,10,0,4,0,0,0
THUMI,962,18,95,0,2,0,0,3
UHIYA,424,1,2,0,0,0,0,0
BARPAK,1052,4,1,0,0,1,0,11
TOTAL,56049,268,7214,20,2558,37,53,259
