VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
AANPPIPAL,748,0,10,24,338,1,0,2
AARU ARBANG,900,0,5,73,9,7,0,4
AARU CHANAUTE,961,0,12,7,82,0,0,7
AARUPOKHARI,448,0,7,161,463,0,0,0
ASRANG,146,0,101,90,466,24,0,4
BAGUWA,276,0,9,15,193,0,0,1
BAKRANG,512,0,11,9,260,0,0,1
MIRKOT,798,2,48,352,172,16,0,0
BHUMLICHOK,665,1,0,8,11,0,0,0
BIHI,171,0,0,0,14,16,0,7
BORLANG,479,0,0,10,684,1,0,5
BUNGKOT,447,0,36,22,1050,22,0,24
CHHEKAMPAR,170,0,1,0,0,90,0,2
CHHOPRAK,1038,0,14,9,458,0,0,12
CHUMCHET,181,0,0,70,0,14,0,1
CHYANGLI,722,1,126,336,302,43,0,2
DARBUNG,675,0,0,21,65,0,0,2
DEURALI,1293,0,6,61,55,1,3,3
DHAWA,245,0,53,110,458,12,0,3
DHUNWAKOT,831,4,22,208,18,27,0,0
FINAM,341,0,4,20,394,6,1,0
FUJEL,363,0,0,37,738,9,0,6
GAIKHUR,1068,0,12,144,51,0,1,0
GANKHU,675,0,1,15,1,1,0,1
GHAIRUNG,555,0,0,61,341,2,0,7
GHYACHOK,411,0,1,0,0,0,0,4
GHYALCHOK,1242,0,4,2,22,22,0,6
GUMDA,458,0,0,0,77,0,0,0
HANSAPUR,712,0,0,11,194,4,0,3
HARMI,534,0,11,90,270,1,0,1
JAUBARI,639,0,3,5,81,9,0,3
KASHIGAUN,411,0,0,1,2,0,0,0
KERABARI,528,0,1,8,35,0,0,0
KERAUJA,747,0,0,3,0,23,0,0
KHARIBOT,527,0,0,1,5,2,0,3
KHOPLANG,584,2,43,206,503,43,3,3
LAPRAK,413,0,0,0,60,54,0,2
LAPU,382,0,0,0,20,34,0,14
LHO,232,0,0,0,0,24,0,0
MAKAISING,372,0,0,2,137,40,0,1
MANAKAMANA,1154,0,15,26,162,10,14,11
MANBU,1012,0,3,72,299,1,0,1
MASEL,192,0,10,26,787,0,0,0
MUCHHOK,856,0,3,7,22,8,0,3
NAMJUNG,582,0,1,24,202,0,0,0
NARESHWOR,226,0,1,125,668,0,0,6
PALUNGTAR,1029,0,686,61,323,5,0,4
PANCHKHUWA DEURALI,284,0,25,142,76,2,0,1
PANDRUNG,298,0,41,76,246,0,1,2
GORKHA MUNICIPALITY,3273,10,116,308,5031,15,3,37
PROK,164,0,0,0,4,12,0,7
SAMAGAUN,149,0,0,0,2,44,2,0
SAURPANI,943,0,3,25,319,31,1,3
SHREENATHKOT,708,0,7,2,49,0,1,4
SIMJUNG,806,0,0,0,29,4,0,2
SIRDIBAS,458,0,0,12,67,34,0,1
SWARA,466,0,3,59,205,50,0,2
TAKLUNG,947,0,5,57,97,8,0,7
TAKUKOT,229,0,50,59,560,3,0,1
TAKUMAJH LAKURIBOT,422,0,8,17,107,0,0,0
TANDRANG,497,0,8,52,474,6,0,1
TANGLICHOK,682,0,0,11,103,2,0,4
TAPLE,481,0,1,4,624,0,0,10
THALAJUNG,672,0,0,0,4,5,0,0
THUMI,895,0,17,13,140,14,0,1
UHIYA,419,0,0,1,4,3,0,0
BARPAK,999,0,3,44,7,2,3,11
TOTAL,41743,20,1547,3415,18640,807,33,253
