VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
ANDHERI NARAYANSTHAN,582,0,0,2,8,3,1,11
BAKSA,536,0,1,2,1,1,4,1
BALAKHU,732,0,20,55,4,16,5,3
BARNALU,657,1,4,18,2,11,0,1
BARUNESHWOR,706,0,4,62,35,1,0,1
BETINI,379,0,2,19,29,27,0,3
BHADAURE,394,0,0,20,148,0,0,1
BHUSSINGA,282,0,2,19,19,0,0,0
BIGUTAR,504,0,0,4,0,25,0,0
BILANDU,356,0,2,83,37,5,0,1
CHYANAM,542,0,2,18,50,6,0,1
DIYALE,466,1,1,42,1,0,0,3
FEDIGUTH,597,0,2,136,20,12,0,2
FULBARI,529,1,0,148,72,22,0,4
GAMNANGTAR,524,0,3,56,13,0,0,3
HARKAPUR,533,1,2,37,12,25,0,4
JANTARKHANI,320,0,0,32,22,13,0,1
JYAMIRE,402,0,4,97,37,0,0,5
KALIKADEVI,337,0,0,74,5,0,0,1
KHIGIKATI,329,0,6,6,7,1,0,3
KATUNJE,723,1,10,131,22,35,1,3
KETUKE,643,0,3,6,22,1,0,0
KHIJI CHANDESHWORI,262,1,1,4,2,5,0,0
KHIJIFALATE,582,1,17,30,22,52,1,1
KUIBHIR,309,0,26,34,33,6,0,1
KUNTADEVI,343,1,2,86,141,2,6,2
MADHAVPUR,472,0,1,8,0,16,0,3
MAMKHA,663,1,0,17,24,1,0,21
MANEBHANJYANG,569,0,4,14,13,14,0,9
MOLI,334,0,1,8,59,5,0,2
MULKHARKA,629,3,11,80,18,4,2,1
NARMEDESHWOR,243,0,0,77,1,1,0,0
OKHALDHUNGA,1009,3,15,54,163,47,2,65
PALAPU,563,1,34,271,3,58,0,16
PALTE,622,0,2,53,29,13,0,0
POKALI,554,1,2,14,21,50,0,1
POKHARE,247,0,7,1,76,0,0,0
PRAPCHA,257,0,1,13,0,0,0,0
RAGADEEP,410,0,0,33,4,5,0,3
RAGANI,694,1,21,23,1,3,1,4
RANIBAN,292,0,97,12,0,2,0,1
RATMATA,331,0,14,53,48,0,0,1
RAWADOLU,266,0,3,13,48,5,0,2
RUMJATAR,702,0,0,43,3,0,1,2
SALLERI,411,1,0,2,4,0,0,1
SERNA,299,0,0,31,10,1,0,2
SHREECHAUR,401,6,2,147,16,6,2,1
SINGHADEVI,329,3,6,9,53,53,0,2
SISNERI,703,1,44,52,20,23,0,16
TALUWA,341,0,2,46,35,12,11,0
TARKERABARI,397,1,4,1,3,3,0,2
THAKLE,524,1,17,2,4,3,0,1
TOKSEL,520,1,4,29,1,31,0,2
THULACHHAP,542,0,35,58,94,3,5,6
UBU,669,0,8,5,28,7,7,1
YASAM,256,2,155,165,0,6,0,1
TOTAL,26818,34,604,2555,1543,641,49,222
