VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
AANGNA,579,84,2,5,0,0,0,3
AANGSARANG,821,317,8,1,4,0,0,8
AARUBOTE,445,338,2,0,1,0,1,3
AMARPUR,944,357,19,7,5,0,0,2
BHARAPA,1050,371,4,4,1,0,2,10
CHILINGDIN,361,390,22,14,6,0,1,5
CHOKMAGU,531,260,4,7,0,0,4,1
CHYANGTHAPU,93,221,5,0,11,0,161,3
DURDIMBA,456,216,4,2,0,0,4,3
EKTEEN,672,494,11,0,0,0,2,11
EMBUNG,297,152,7,1,13,1,14,0
PHALAINCHA,215,258,3,0,11,0,160,5
HANGUM,440,166,0,1,1,0,0,0
KURUMBA,326,504,3,2,4,0,2,2
LIMBA,473,428,10,1,7,0,6,9
LUNGRUPA,430,553,5,3,20,0,76,3
LUMPHABUNG,447,71,3,0,1,0,0,5
MANGJABUNG,623,133,0,4,2,0,1,8
MAUWA,715,242,11,1,0,0,0,2
MEMENG,450,467,4,0,6,0,49,8
NAGI,533,325,1,2,0,0,0,2
NANGEEN,624,743,4,1,9,0,2,5
NAWAMIDANDA,638,210,6,2,0,0,0,2
OLANE,403,154,3,0,1,0,2,0
OYAM,470,265,3,0,4,0,18,6
PANCHAMI,731,273,9,6,0,0,0,9
PAUWA SARTAP,373,507,2,24,1,0,26,6
PHAKTEP,479,421,12,7,0,0,2,1
PHIDIM,475,3020,32,661,15,0,61,27
PRANGBUNG,228,519,1,0,42,0,93,10
RABI,203,763,3,25,0,0,3,2
RANI GAUN,945,109,5,2,0,0,1,6
RANITAR,395,1038,4,2,6,0,42,13
SARANG DANDA,610,673,5,10,0,0,1,0
SIDIN,271,525,12,0,53,0,20,4
SIWA,403,346,2,0,0,0,4,4
SUBHANG,647,330,3,1,3,0,0,4
SYABRUMBA,613,97,2,1,0,0,0,1
THARPU,544,484,4,1,0,0,1,2
YANGANAM,713,499,4,3,4,0,6,3
YASOK,738,198,4,2,0,0,1,4
TOTAL,21404,17521,248,803,231,1,766,202
