VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
AGRYOULI,83,2658,1508,1665,370,233,67,75,2390,27,328,2344,26,168,9
AMARAPURI,82,1865,1247,1234,526,246,80,167,1738,8,259,1371,14,329,32
AMRAUT,42,871,257,456,2,7,0,2,704,0,48,822,7,10,8
BADAHARA DUBAULIYA,73,1156,323,416,19,6,0,9,784,7,100,1090,26,1,22
BAIDAULI,56,831,59,241,7,3,2,8,268,1,119,800,23,5,19
BANJARIYA,32,1173,330,639,51,11,0,0,982,10,108,1096,6,7,19
BENIMANIPUR,141,1801,1282,196,35,3,12,10,1594,2,77,779,11,4,29
BHARATIPUR,180,476,371,13,0,0,0,1,324,1,9,2,0,0,14
BHUJAHAWA,94,973,121,358,4,11,0,14,543,24,98,929,1,12,21
BULINGTAR,152,597,461,112,1,3,0,20,446,3,36,29,0,3,7
DADAJHERI TADI,91,327,247,42,0,1,0,0,245,4,4,1,0,0,4
DAWANNE DEVI,251,2647,1356,1618,412,53,10,36,2065,74,184,2236,23,94,52
DEDGAUN,45,641,521,66,1,1,0,11,538,0,20,10,2,0,64
DEURALI,238,2714,1546,1347,140,80,10,10,2355,12,280,1838,12,89,23
DEVACHULI,95,1357,899,724,8,59,3,16,1262,2,118,661,2,49,6
DEVAGAWA,26,889,131,438,198,18,7,21,759,22,107,850,23,7,12
DHAUBADI,102,921,610,368,4,10,4,7,791,0,62,672,2,6,38
DHURKOT,149,827,601,50,5,3,2,0,702,1,18,223,4,0,4
DIBYAPURI,131,2089,1213,1172,405,136,36,74,1914,30,170,1462,9,202,27
DUMKIBAS,130,2232,1244,878,492,113,20,1,2059,23,163,1309,4,270,17
GAIDAKOT,227,7685,4633,3715,4571,1420,538,1486,6892,167,1659,4861,41,1698,110
GAIRAMI,32,926,51,343,7,5,0,3,596,15,114,884,0,2,48
GUTHI PARSAUNI,87,1147,179,412,3,1,2,7,307,3,143,1105,25,4,14
GUTHISURYAPURA,46,774,121,362,41,13,1,7,339,11,133,745,11,7,7
HAKUI,52,975,172,482,44,12,2,4,817,9,86,918,29,7,17
HARPUR,50,1011,125,479,57,8,4,12,710,15,104,940,1,11,25
HUPSEKOT,126,334,277,17,0,0,0,0,220,0,0,3,0,0,92
JAHADA,68,1614,564,1085,315,56,15,35,1395,90,236,1494,22,121,16
JAMUNIYA,94,1580,549,877,307,68,31,66,1259,111,254,1445,32,106,24
JAUBARI,75,568,430,65,0,1,1,4,466,2,11,3,1,0,37
KAWASWOTI,70,2771,1722,1305,960,374,116,253,2479,57,449,2279,19,504,29
KOLHUWA,151,1775,1194,991,70,70,46,39,1535,15,146,1505,7,82,10
KOTATHAR,93,371,294,12,0,2,0,4,284,0,3,1,0,0,39
KUDIYA,104,1666,329,751,132,15,4,22,1152,15,154,1595,12,10,19
KUMARWARTI,88,1134,599,665,106,64,11,27,869,10,107,944,7,31,16
KUSMA,48,1017,111,384,150,10,10,1,799,21,169,926,30,15,14
MAINAGHAT,89,643,448,257,4,6,1,7,535,2,29,298,1,5,4
MAKAR,169,5375,2282,4041,1602,436,116,518,4763,76,672,4057,41,867,95
MANARI,55,1011,258,577,26,15,1,4,826,8,103,954,4,14,8
MITHUKARAM,88,415,355,29,0,1,0,4,297,0,3,0,0,0,0
MUKUNDAPUR,104,2888,1729,755,1698,357,138,80,2553,67,400,2275,16,405,31
NARAM,88,412,235,57,0,0,0,4,362,0,8,6,1,0,2
NARAYANI,103,1873,1018,1050,58,64,20,16,1509,4,126,1596,6,63,15
NARSAHI,50,899,163,441,73,19,2,18,704,24,115,844,30,30,4
NAYA BELHANI,191,2680,1570,1390,529,154,55,218,2415,23,264,1654,7,367,14
PAKALIHAWA,190,1446,151,454,40,11,2,14,827,51,209,1353,52,12,20
PALHI,55,879,98,506,2,6,2,3,702,16,123,825,12,4,5
PANCHANAGAR,29,2106,1018,1495,282,121,49,132,1928,23,191,1827,8,234,21
PARSAUNI,100,1275,602,725,28,44,1,55,1062,3,82,1086,8,43,13
