VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
BHAGABATI,3,3,574,11,0,0,0,3
BOHARIGAU,5,15,731,6,0,0,0,3
BRAMHADEV,10,9,303,20,0,0,8,1
BYASH,1,5,76,0,1,91,0,0
CHHAPARI,1,8,467,50,0,0,0,3
DADAKOT,0,9,336,13,7,0,0,0
DATTU,0,3,362,89,0,0,3,1
DETHALA,0,7,601,22,1,0,0,2
DHAP,7,14,673,167,0,0,30,5
DHARI,42,10,682,6,0,5,5,8
DHAULAKOT,76,72,295,22,0,0,0,4
DHULIGADA,112,7,608,16,0,0,0,4
EYARKOT,42,30,343,0,0,7,0,0
GHUSA,6,8,228,0,0,1,0,0
GOKULESWOR,4,8,602,71,0,0,0,16
GULJAR,9,5,640,0,0,0,0,3
GWANI,5,9,897,6,0,2,0,11
HIKILA,49,14,203,7,0,0,217,9
HUNAINATH,1,5,325,3,0,0,0,3
HUTI,12,11,396,45,0,0,0,0
KANTE,5,1,482,6,0,1,19,6
KHALANGA,36,77,463,1526,1,1,11,8
KHANDESWORI,4,8,508,0,0,0,0,1
KHAR,11,26,648,2,1,1,0,9
KHARKADA,3,15,550,3,0,0,0,4
LALI,7,2,498,44,0,0,0,1
LATINATH,47,8,717,7,0,0,3,5
MALIKARJUN,2,3,459,13,0,0,0,2
PIPALCHAURI,10,11,341,8,0,1,0,3
RANISIKHAR,11,8,413,3,0,0,1,2
RAPLA,41,11,172,0,0,0,15,0
RITHACHAUPATA,1,5,895,4,0,0,0,7
SANKARPUR,2,11,574,13,0,0,0,0
SERI,3,4,413,3,0,0,0,0
SHARMAULI,16,48,734,8,0,0,0,6
SIKHAR,10,13,482,35,1,0,16,2
SIPTI,3,5,735,3,0,0,1,2
SITAULA,12,1,544,0,0,0,0,0
SUNSERA,60,71,423,6,0,3,2,8
TAPOBAN,12,52,330,8,1,0,0,2
UKU,37,17,548,117,1,0,0,1
TOTAL,718,649,20271,2363,14,113,331,145
