VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
BHAGABATI,132,458,440,16,0,1,1,2,226,0,0,1,0,0,4
BOHARIGAU,119,628,617,2,0,0,0,9,177,0,1,0,0,0,13
BRAMHADEV,142,208,188,12,0,0,0,11,110,0,0,0,0,0,1
BYASH,50,124,123,0,0,0,0,0,9,0,0,0,0,0,0
CHHAPARI,154,345,300,58,1,0,0,11,160,1,0,0,0,2,30
DADAKOT,116,248,225,14,2,2,1,0,170,0,0,0,0,0,1
DATTU,89,367,343,48,1,4,1,0,222,0,1,8,0,1,2
DETHALA,243,383,335,5,0,0,0,6,232,0,0,0,0,1,7
DHAP,195,668,576,55,60,1,0,32,358,2,1,1,0,1,33
DHARI,288,460,415,9,0,2,0,30,196,0,0,0,0,0,10
DHAULAKOT,239,204,185,4,0,1,0,12,95,0,0,1,1,0,26
DHULIGADA,333,405,358,4,0,0,0,0,151,0,0,0,0,0,9
EYARKOT,111,306,291,12,2,1,0,0,158,0,0,2,0,0,5
GHUSA,21,219,213,38,0,1,0,5,166,0,0,0,16,0,3
GOKULESWOR,91,554,510,42,8,18,8,55,356,3,2,16,3,0,56
GULJAR,175,476,392,28,0,1,0,0,237,0,0,0,0,0,6
GWANI,217,704,674,27,4,6,0,5,263,0,0,0,0,0,9
HIKILA,140,355,319,38,20,2,0,39,178,0,0,5,1,0,4
HUNAINATH,51,285,283,2,0,0,0,0,166,0,0,0,0,0,1
HUTI,149,315,275,47,0,2,0,68,157,0,0,0,1,0,0
KANTE,71,410,396,48,5,0,0,3,128,0,0,1,1,0,39
KHALANGA,196,1917,1354,554,877,148,62,377,1568,6,27,22,1,180,10
KHANDESWORI,28,492,461,154,0,1,0,1,289,0,0,1,0,0,1
KHAR,205,479,431,25,2,3,1,0,176,0,0,1,0,0,14
KHARKADA,122,449,411,1,0,0,0,8,262,0,0,0,0,0,4
LALI,119,433,395,78,0,1,0,1,324,0,0,0,0,4,0
LATINATH,234,524,456,25,5,3,0,7,289,0,0,1,0,0,29
MALIKARJUN,56,391,367,3,0,1,1,0,209,0,0,0,0,0,32
PIPALCHAURI,85,287,255,10,2,2,0,42,99,1,0,0,0,0,2
RANISIKHAR,140,251,232,0,0,0,0,1,132,0,0,0,0,0,47
RAPLA,78,158,108,24,8,0,0,1,114,0,0,0,0,0,3
RITHACHAUPATA,244,661,601,3,0,2,0,0,354,0,0,0,0,0,7
SANKARPUR,109,485,457,40,1,3,0,8,271,0,1,0,1,0,6
SERI,142,281,235,6,0,0,0,0,143,0,0,0,0,0,0
SHARMAULI,248,547,516,1,0,0,0,1,252,0,0,0,0,1,17
SIKHAR,149,410,330,18,0,4,1,0,278,1,3,0,0,0,0
SIPTI,243,484,357,29,0,4,0,9,282,0,0,0,0,1,22
SITAULA,191,364,323,16,0,0,0,15,178,0,0,1,0,0,2
SUNSERA,194,357,333,10,0,0,0,5,155,0,0,2,0,0,22
TAPOBAN,171,232,218,15,0,1,0,8,103,0,0,0,0,0,2
UKU,233,479,355,222,0,1,0,22,158,0,0,0,0,10,9
