VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,24618,133274,63605,69669,5.413681046388821,91.29598530192769
BHAGABATI,594,3018,1389,1629,5.08080808080808,85.2670349907919
BOHARIGAU,760,4211,1967,2244,5.54078947368421,87.65597147950089
BRAMHADEV,351,1752,807,945,4.9914529914529915,85.39682539682539
BYASH,174,556,259,297,3.1954022988505746,87.20538720538721
CHHAPARI,529,2822,1340,1482,5.334593572778828,90.41835357624831
DADAKOT,365,1907,871,1036,5.2246575342465755,84.07335907335907
DATTU,458,2186,946,1240,4.77292576419214,76.29032258064517
DETHALA,633,3821,1831,1990,6.036334913112165,92.01005025125627
DHAP,896,4906,2225,2681,5.475446428571429,82.99142111152555
DHARI,758,4175,2010,2165,5.507915567282322,92.8406466512702
DHAULAKOT,469,2573,1215,1358,5.486140724946695,89.46980854197349
DHULIGADA,747,4727,2313,2414,6.327978580990629,95.81607290803646
EYARKOT,422,2536,1191,1345,6.009478672985782,88.55018587360594
GHUSA,243,1532,751,781,6.304526748971194,96.15877080665814
GOKULESWOR,701,3667,1753,1914,5.231098430813124,91.58829676071055
GULJAR,657,4272,2122,2150,6.502283105022831,98.69767441860465
GWANI,930,4924,2330,2594,5.294623655913979,89.82266769468004
HIKILA,499,2859,1361,1498,5.729458917835672,90.85447263017356
HUNAINATH,337,1672,809,863,4.9614243323442135,93.74275782155273
HUTI,464,2594,1159,1435,5.5905172413793105,80.76655052264809
KANTE,520,2740,1308,1432,5.269230769230769,91.34078212290503
KHALANGA,2123,8577,4343,4234,4.040037682524729,102.57439773264052
KHANDESWORI,521,3151,1573,1578,6.047984644913628,99.68314321926489
KHAR,698,4272,2056,2216,6.1203438395415475,92.7797833935018
KHARKADA,575,2977,1367,1610,5.177391304347826,84.90683229813665
LALI,552,2808,1273,1535,5.086956521739131,82.93159609120521
LATINATH,787,4675,2259,2416,5.940279542566709,93.50165562913907
MALIKARJUN,479,2431,1133,1298,5.075156576200418,87.28813559322035
PIPALCHAURI,374,2032,924,1108,5.433155080213904,83.39350180505414
RANISIKHAR,438,2551,1168,1383,5.824200913242009,84.45408532176428
RAPLA,239,1187,574,613,4.96652719665272,93.6378466557912
RITHACHAUPATA,912,4705,2112,2593,5.1589912280701755,81.45005784805245
SANKARPUR,600,2981,1411,1570,4.968333333333334,89.87261146496816
SERI,423,2456,1189,1267,5.806146572104019,93.84372533543804
SHARMAULI,812,4348,2002,2346,5.354679802955665,85.33674339300937
SIKHAR,559,2886,1422,1464,5.162790697674419,97.1311475409836
SIPTI,749,4339,2064,2275,5.7930574098798395,90.72527472527473
SITAULA,557,3356,1641,1715,6.025134649910234,95.68513119533529
SUNSERA,573,3437,1658,1779,5.99825479930192,93.19842608206858
TAPOBAN,405,2293,1112,1181,5.661728395061728,94.15749364944962
UKU,721,3572,1626,1946,4.954230235783633,83.55601233299075
