VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
BHAGABATI,493,0,0,9,22,57,10,3
BOHARIGAU,580,0,2,2,16,7,150,3
BRAMHADEV,324,0,0,0,17,9,1,0
BYASH,0,0,92,0,82,0,0,0
CHHAPARI,468,0,0,0,59,1,0,1
DADAKOT,324,0,0,26,5,9,1,0
DATTU,419,0,3,0,25,10,1,0
DETHALA,521,0,2,15,20,62,12,1
DHAP,776,0,1,0,30,85,0,4
DHARI,582,0,0,4,154,7,9,2
DHAULAKOT,461,0,0,0,0,4,0,4
DHULIGADA,642,0,0,0,28,65,8,4
EYARKOT,409,0,1,1,6,5,0,0
GHUSA,231,0,0,0,6,3,2,1
GOKULESWOR,590,0,0,21,18,54,4,14
GULJAR,493,0,0,2,132,28,1,1
GWANI,774,0,0,1,95,18,35,7
HIKILA,471,0,0,0,24,0,0,4
HUNAINATH,242,0,0,73,18,3,0,1
HUTI,378,0,1,29,55,0,0,1
KANTE,498,0,1,1,11,9,0,0
KHALANGA,1994,0,6,1,36,17,63,6
KHANDESWORI,482,0,0,0,38,0,0,1
KHAR,634,0,0,0,49,8,0,7
KHARKADA,447,0,10,16,37,15,48,2
LALI,396,0,0,17,66,22,51,0
LATINATH,624,0,0,3,110,34,14,2
MALIKARJUN,464,0,0,5,5,0,4,1
PIPALCHAURI,304,0,0,2,68,0,0,0
RANISIKHAR,257,0,1,111,53,0,15,1
RAPLA,202,0,0,0,36,1,0,0
RITHACHAUPATA,488,0,0,2,338,15,69,0
SANKARPUR,379,0,34,13,35,5,134,0
SERI,363,0,0,11,6,43,0,0
SHARMAULI,580,0,2,42,71,27,87,3
SIKHAR,402,0,0,0,103,27,25,2
SIPTI,704,0,0,0,9,25,9,2
SITAULA,457,0,0,1,40,23,36,0
SUNSERA,446,0,1,3,117,0,0,6
TAPOBAN,343,0,0,1,15,42,3,1
UKU,683,0,1,10,20,6,1,0
TOTAL,20325,0,158,422,2075,746,793,85
