VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
AMBUNG,724,22,6,32,0,2,4
ANGDEEM,414,3,3,21,0,0,2
BASANTAPUR,850,74,126,54,0,7,0
CHHATE DHUNGA,551,1,4,58,1,39,7
CHUHANDANDA,701,0,18,51,0,0,1
DANGAPA,485,0,1,9,0,0,0
ESEEBU,578,17,0,18,0,0,3
EWA,658,1,0,38,0,0,4
HAMARJUNG,635,28,14,50,0,0,4
HWAKU,587,1,11,45,0,0,0
JALJALE,688,6,2,61,0,0,1
JIRIKHIMTI,679,15,12,29,0,6,3
KHAMLALUNG,597,0,6,12,0,0,0
MORAHANG,717,2,7,55,0,0,3
MYANGLUNG,1343,234,22,79,0,2,10
OKHRE,752,6,0,40,0,0,9
OYAKJUNG,902,3,8,92,1,0,1
PANCHAKANYA POKHARI,387,0,1,63,0,0,4
PHAKCHAMARA,483,1,2,43,0,0,0
PHULEK,316,4,1,12,0,1,7
PIPLE,313,0,0,16,0,0,2
POUTHAK,439,2,7,26,0,0,1
SABLA,516,18,0,30,0,1,3
SAMDU,488,2,3,8,0,0,3
SANKRANTI BAZAR,655,1,4,21,0,0,1
SHREE JUNG,457,1,34,20,0,12,11
SIMLE,881,0,4,29,0,0,5
SOLMA,839,3,12,36,0,9,1
SUDAP,628,6,5,32,0,0,0
SUNGNAM,766,1,2,58,0,1,2
TAMFULA,446,2,3,20,0,0,1
THOKLUNG,484,0,1,11,0,1,7
TOTAL,19959,454,319,1169,2,81,100
