VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
AMBUNG,285,478,4,12,0,0,6,5
ANGDEEM,123,313,0,0,0,0,5,2
BASANTAPUR,203,805,4,52,19,0,25,3
CHHATE DHUNGA,582,68,1,1,0,0,2,7
CHUHANDANDA,651,118,1,0,0,0,0,1
DANGAPA,262,228,0,1,1,0,3,0
ESEEBU,463,132,12,6,0,0,1,2
EWA,502,193,2,0,0,0,0,4
HAMARJUNG,431,280,4,12,0,0,0,4
HWAKU,456,174,11,0,3,0,0,0
JALJALE,559,190,8,0,0,0,0,1
JIRIKHIMTI,215,496,10,13,6,0,1,3
KHAMLALUNG,418,190,3,1,0,0,0,3
MORAHANG,363,395,14,0,0,0,9,3
MYANGLUNG,432,1059,32,157,1,0,1,8
OKHRE,549,235,8,6,0,0,0,9
OYAKJUNG,616,381,3,0,2,0,2,3
PANCHAKANYA POKHARI,385,66,0,0,0,0,0,4
PHAKCHAMARA,378,147,3,0,0,0,0,1
PHULEK,58,263,0,2,0,0,12,6
PIPLE,166,144,19,0,0,0,0,2
POUTHAK,251,217,3,0,2,0,1,1
SABLA,217,290,52,7,0,0,0,2
SAMDU,317,172,2,3,0,0,6,4
SANKRANTI BAZAR,471,199,10,0,1,0,0,1
SHREE JUNG,201,255,0,0,21,0,46,12
SIMLE,746,166,0,2,0,0,0,5
SOLMA,409,468,5,1,0,0,16,1
SUDAP,359,309,2,1,0,0,0,0
SUNGNAM,462,323,4,1,0,0,38,2
TAMFULA,265,205,0,1,0,0,0,1
THOKLUNG,444,52,0,0,0,0,0,8
TOTAL,12239,9011,217,279,56,0,174,108
